shop,address,count,shopid,shop+address
タイトーFステーション小山店,栃木県小山市喜沢１４７５ おやまゆうえんハーヴェストウォーク,2,shop_id=11821,タイトーFステーション小山店 栃木県小山市喜沢１４７５ おやまゆうえんハーヴェストウォーク
GiGO日光,栃木県日光市芹沼1448-1 センショープラザ,2,shop_id=1951,GiGO日光 栃木県日光市芹沼1448-1 センショープラザ
ドラマ足利店,栃木県足利市朝倉町２４４－１ ドラマ足利,4,shop_id=7976,ドラマ足利店 栃木県足利市朝倉町２４４－１ ドラマ足利
GiGO西那須野,栃木県那須塩原市南郷屋2-106-27 GiGO西那須野,2,shop_id=1382,GiGO西那須野 栃木県那須塩原市南郷屋2-106-27 GiGO西那須野
大田原スポーツランド,栃木県那須塩原市一区町104-60 ,4,shop_id=9405,大田原スポーツランド 栃木県那須塩原市一区町104-60 
インターワールド伊勢崎,群馬県伊勢崎市宮子町3425-4 ,4,shop_id=12263,インターワールド伊勢崎 群馬県伊勢崎市宮子町3425-4 
群馬レジャーランド伊勢崎店,群馬県伊勢崎市連取町3066-1 ,4,shop_id=3646,群馬レジャーランド伊勢崎店 群馬県伊勢崎市連取町3066-1 
タイトーFステーション前橋リリカ,群馬県前橋市国領町2-14-1前橋リリカ2F ,2,shop_id=10210,タイトーFステーション前橋リリカ 群馬県前橋市国領町2-14-1前橋リリカ2F 
マトリクス前橋,群馬県前橋市小相木町558-1 ,4,shop_id=11677,マトリクス前橋 群馬県前橋市小相木町558-1 
ラウンドワンスタジアム前橋,群馬県前橋市天川大島町1101-1 ,2,shop_id=11674,ラウンドワンスタジアム前橋 群馬県前橋市天川大島町1101-1 
GiGO太田,群馬県太田市西矢島町575-1 GiGO太田,2,shop_id=6437,GiGO太田 群馬県太田市西矢島町575-1 GiGO太田
アピナ太田店,群馬県太田市内ケ島町９０７－１ アピナ太田,4,shop_id=108,アピナ太田店 群馬県太田市内ケ島町９０７－１ アピナ太田
ユーズランド太田店,群馬県太田市石原町８１番地 イオンモール太田２階,4,shop_id=3682,ユーズランド太田店 群馬県太田市石原町８１番地 イオンモール太田２階
群馬レジャーランド太田店,群馬県太田市西矢島町162ー2 ,4,shop_id=3569,群馬レジャーランド太田店 群馬県太田市西矢島町162ー2 
群馬レジャーランド渋川店,群馬県渋川市八木原1364 ,4,shop_id=9110,群馬レジャーランド渋川店 群馬県渋川市八木原1364 
群馬レジャーランド藤岡,群馬県藤岡市中2002-1 ,4,shop_id=381,群馬レジャーランド藤岡 群馬県藤岡市中2002-1 
GiGO館林,群馬県館林市小桑原町949-1 ,4,shop_id=5587,GiGO館林 群馬県館林市小桑原町949-1 
ザ・サードプラネット高崎,群馬県高崎市下和田町５－３－８ メディアメガ高崎,2,shop_id=11322,ザ・サードプラネット高崎 群馬県高崎市下和田町５－３－８ メディアメガ高崎
ユーズランド高崎店,群馬県高崎市棟高町１４００ イオン高崎２階,4,shop_id=3004,ユーズランド高崎店 群馬県高崎市棟高町１４００ イオン高崎２階
群馬レジャーランド高崎駅東口店,群馬県高崎市江木町333-1 高崎EXビル,4,shop_id=1473,群馬レジャーランド高崎駅東口店 群馬県高崎市江木町333-1 高崎EXビル
アピナ大宮,埼玉県さいたま市大宮区仲町1-19 大東ビルB1・1F,4,shop_id=11718,アピナ大宮 埼玉県さいたま市大宮区仲町1-19 大東ビルB1・1F
ウェアハウスアミューズ三橋店,埼玉県さいたま市西区三橋6-955-1 ウェアハウス三橋,6,shop_id=11215,ウェアハウスアミューズ三橋店 埼玉県さいたま市西区三橋6-955-1 ウェアハウス三橋
ウェアハウス岩槻店,埼玉県さいたま市岩槻区加倉3-3-63 ,2,shop_id=11203,ウェアハウス岩槻店 埼玉県さいたま市岩槻区加倉3-3-63 
タイトーFステーションダイエー大宮,埼玉県さいたま市大宮区桜木町2‐3大宮西口共同ビル6F ,2,shop_id=10335,タイトーFステーションダイエー大宮 埼玉県さいたま市大宮区桜木町2‐3大宮西口共同ビル6F 
タイトーステーション大宮店,埼玉県さいたま市大宮区大門町一丁目１番地 タイトーステーション大宮,6,shop_id=8869,タイトーステーション大宮店 埼玉県さいたま市大宮区大門町一丁目１番地 タイトーステーション大宮
埼玉レジャーランド大宮ラクーン店,埼玉県さいたま市大宮区宮町1-60 大宮ラクーン5F ,4,shop_id=11999,埼玉レジャーランド大宮ラクーン店 埼玉県さいたま市大宮区宮町1-60 大宮ラクーン5F 
宝島 浦和美園店,埼玉県さいたま市緑区美園5-50-1 イオンモール浦和美園 2F,2,shop_id=11586,宝島 浦和美園店 埼玉県さいたま市緑区美園5-50-1 イオンモール浦和美園 2F
PALO埼玉大井店,埼玉県ふじみ野市西鶴ケ岡1-3-15 ビバモ-ル埼玉大井2階,2,shop_id=10075,PALO埼玉大井店 埼玉県ふじみ野市西鶴ケ岡1-3-15 ビバモ-ル埼玉大井2階
ゲームパニック三郷,埼玉県三郷市ピアラシティ1-1-200 ,4,shop_id=177,ゲームパニック三郷 埼玉県三郷市ピアラシティ1-1-200 
ラウンドワンスタジアムららぽーと新三郷店,埼玉県三郷市新三郷ららシティ３丁目１－１ ららぽーと新三郷２階　２００００番,2,shop_id=5671,ラウンドワンスタジアムららぽーと新三郷店 埼玉県三郷市新三郷ららシティ３丁目１－１ ららぽーと新三郷２階　２００００番
アピナ上尾店,埼玉県上尾市緑丘３丁目３番１１－２号 ＰＡＰＡ上尾プリンセス棟１階・２階,4,shop_id=8706,アピナ上尾店 埼玉県上尾市緑丘３丁目３番１１－２号 ＰＡＰＡ上尾プリンセス棟１階・２階
ウェアハウス上尾店,埼玉県上尾市二ツ宮1044番地 ,2,shop_id=11120,ウェアハウス上尾店 埼玉県上尾市二ツ宮1044番地 
モーリーファンタジー上尾店,埼玉県上尾市愛宕3-8-1 イオンモール上尾2階,2,shop_id=11109,モーリーファンタジー上尾店 埼玉県上尾市愛宕3-8-1 イオンモール上尾2階
ラウンドワンスタジアム上尾店,埼玉県上尾市大字平塚917番地1 ,2,shop_id=9974,ラウンドワンスタジアム上尾店 埼玉県上尾市大字平塚917番地1 
ＦＥＳＴＡ上尾店,埼玉県上尾市愛宕３－１－４０ バリュープラザ上尾愛宕２階,2,shop_id=434,ＦＥＳＴＡ上尾店 埼玉県上尾市愛宕３－１－４０ バリュープラザ上尾愛宕２階
ソユーゲームフィールド菖蒲,埼玉県久喜市菖蒲町菖蒲6005番地1号 モラージュ菖蒲3F,2,shop_id=5659,ソユーゲームフィールド菖蒲 埼玉県久喜市菖蒲町菖蒲6005番地1号 モラージュ菖蒲3F
ラウンドワンスタジアムさいたま・栗橋,埼玉県久喜市小右衛門192-1 ,2,shop_id=11661,ラウンドワンスタジアムさいたま・栗橋 埼玉県久喜市小右衛門192-1 
GiGO入間,埼玉県入間市東藤沢2-18 セガ入間,4,shop_id=1019,GiGO入間 埼玉県入間市東藤沢2-18 セガ入間
ラウンドワンスタジアム入間店,埼玉県入間市 小谷田3丁目7番25号,4,shop_id=9973,ラウンドワンスタジアム入間店 埼玉県入間市 小谷田3丁目7番25号
ザ・サードプラネットフレスポ八潮店,埼玉県八潮市大瀬８２２－１ フレスポ八潮３階,2,shop_id=2997,ザ・サードプラネットフレスポ八潮店 埼玉県八潮市大瀬８２２－１ フレスポ八潮３階
アドアーズ和光,埼玉県和光市本町3-5 MillionAnnex和光1-3F,2,shop_id=11616,アドアーズ和光 埼玉県和光市本町3-5 MillionAnnex和光1-3F
タイトーステーション和光店,埼玉県和光市丸山台１－４－５ タイトーステーション和光,2,shop_id=6433,タイトーステーション和光店 埼玉県和光市丸山台１－４－５ タイトーステーション和光
キャロム坂戸,埼玉県坂戸市関間2-151-1 ,2,shop_id=11707,キャロム坂戸 埼玉県坂戸市関間2-151-1 
GiGO 川口,埼玉県川口市東領家2-2-10 セガ川口,2,shop_id=3886,GiGO 川口 埼玉県川口市東領家2-2-10 セガ川口
ゲームシティ川口店,埼玉県川口市栄町1-10-5 ,4,shop_id=11809,ゲームシティ川口店 埼玉県川口市栄町1-10-5 
シルクハット 川口,埼玉県川口市栄町3-1-16 イート川口ビル4階,4,shop_id=10104,シルクハット 川口 埼玉県川口市栄町3-1-16 イート川口ビル4階
アピナ川越店,埼玉県川越市泉町1-1 ウニクス南古谷シネマ棟1階,4,shop_id=11341,アピナ川越店 埼玉県川越市泉町1-1 ウニクス南古谷シネマ棟1階
アミューズランドモナコ川越店,埼玉県川越市新富町2-4-1 関口池田ビル1F,2,shop_id=11208,アミューズランドモナコ川越店 埼玉県川越市新富町2-4-1 関口池田ビル1F
タイトーFステーションクレアモール川越店,埼玉県川越市新富町2-1-13 カシーラ川越1Fから4F,4,shop_id=542,タイトーFステーションクレアモール川越店 埼玉県川越市新富町2-1-13 カシーラ川越1Fから4F
ベネクス川越,埼玉県川越市大仙波340-1 ,2,shop_id=11708,ベネクス川越 埼玉県川越市大仙波340-1 
タイトーFステーション マルイファミリー志木店,埼玉県志木市本町5-26-1 マルイファミリー志木店 7F ,2,shop_id=10311,タイトーFステーション マルイファミリー志木店 埼玉県志木市本町5-26-1 マルイファミリー志木店 7F 
ギガステーション戸田店,埼玉県戸田市美女木９４３－７ ギガステーション戸田,4,shop_id=8325,ギガステーション戸田店 埼玉県戸田市美女木９４３－７ ギガステーション戸田
モーリーファンタジー北戸田店,埼玉県戸田市美女木東１－３－１ イオン北戸田２階,2,shop_id=2253,モーリーファンタジー北戸田店 埼玉県戸田市美女木東１－３－１ イオン北戸田２階
GiGO所沢,埼玉県所沢市日吉町8-1 GiGO所沢,4,shop_id=6439,GiGO所沢 埼玉県所沢市日吉町8-1 GiGO所沢
キャロム所沢店,埼玉県所沢市下安松969-1 ,2,shop_id=11783,キャロム所沢店 埼玉県所沢市下安松969-1 
タイトーステーション　所沢店,埼玉県所沢市日吉町３番７号 スカイビュウビル１、２Ｆ,2,shop_id=3298,タイトーステーション　所沢店 埼玉県所沢市日吉町３番７号 スカイビュウビル１、２Ｆ
アミュージアム新座店,埼玉県新座市東北２－３２－１２ イオン新座３Ｆ,2,shop_id=3068,アミュージアム新座店 埼玉県新座市東北２－３２－１２ イオン新座３Ｆ
ユーズランド春日部店,埼玉県春日部市下柳４２０－１ イオンモール春日部２Ｆ,4,shop_id=8487,ユーズランド春日部店 埼玉県春日部市下柳４２０－１ イオンモール春日部２Ｆ
埼玉レジャーランド春日部店,埼玉県春日部市増富谷際163-1 ,6,shop_id=1841,埼玉レジャーランド春日部店 埼玉県春日部市増富谷際163-1 
ラウンドワンスタジアム朝霞店,埼玉県朝霞市膝折町2丁目16-10 ,2,shop_id=9975,ラウンドワンスタジアム朝霞店 埼玉県朝霞市膝折町2丁目16-10 
GiGO花園,埼玉県深谷市荒川359 セガ花園,4,shop_id=197,GiGO花園 埼玉県深谷市荒川359 セガ花園
モンテカルロ深谷店,埼玉県深谷市西島町3-1-2 ,2,shop_id=11779,モンテカルロ深谷店 埼玉県深谷市西島町3-1-2 
GiGO籠原,埼玉県熊谷市美土里町1-169 セガワールド籠原,2,shop_id=7519,GiGO籠原 埼玉県熊谷市美土里町1-169 セガワールド籠原
SOYU Game Field熊谷店,埼玉県熊谷市銀座2-245 ショッピングセンターニットーモール4階,2,shop_id=3549,SOYU Game Field熊谷店 埼玉県熊谷市銀座2-245 ショッピングセンターニットーモール4階
namco熊谷店,埼玉県熊谷市銀座２丁目９７番地 ＣＡＲＰＡ,6,shop_id=1579,namco熊谷店 埼玉県熊谷市銀座２丁目９７番地 ＣＡＲＰＡ
プラサカプコン羽生店,埼玉県羽生市川崎２－２８１－３ イオンモール羽生２階,4,shop_id=1937,プラサカプコン羽生店 埼玉県羽生市川崎２－２８１－３ イオンモール羽生２階
ウェアハウス草加(別館),埼玉県草加市稲荷2丁目36番33号 ,4,shop_id=11703,ウェアハウス草加(別館) 埼玉県草加市稲荷2丁目36番33号 
ゲームファクトリーマグマ草加店,埼玉県草加市氷川町１１３２－１ ,4,shop_id=5864,ゲームファクトリーマグマ草加店 埼玉県草加市氷川町１１３２－１ 
ラウンドワン草加,埼玉県草加市谷塚上町204-1 ,2,shop_id=11649,ラウンドワン草加 埼玉県草加市谷塚上町204-1 
アドアーズ蕨,埼玉県蕨市塚越1-4-4 ラ・セーヌビル2F,2,shop_id=11619,アドアーズ蕨 埼玉県蕨市塚越1-4-4 ラ・セーヌビル2F
FUNFUN越谷店,埼玉県越谷市南荻島2770-1 ,6,shop_id=11776,FUNFUN越谷店 埼玉県越谷市南荻島2770-1 
GiGO南越谷ラクーン,埼玉県越谷市南越谷1-15-1 ラクーン南越谷2F ,2,shop_id=11865,GiGO南越谷ラクーン 埼玉県越谷市南越谷1-15-1 ラクーン南越谷2F 
ウェアハウス越谷店,埼玉県越谷市南荻島841番地1 ,2,shop_id=11121,ウェアハウス越谷店 埼玉県越谷市南荻島841番地1 
ユーズランド越谷店,埼玉県越谷市レイクタウン4-2-2 イオンレイクタウンKAZE 3階,6,shop_id=5665,ユーズランド越谷店 埼玉県越谷市レイクタウン4-2-2 イオンレイクタウンKAZE 3階
ラウンドワンさいたま・鴻巣,埼玉県鴻巣市箕田3163-7 ,2,shop_id=11643,ラウンドワンさいたま・鴻巣 埼玉県鴻巣市箕田3163-7 
ラウンドワンさいたま・上里店,埼玉県児玉郡上里町大字金久保394-1 ,2,shop_id=5670,ラウンドワンさいたま・上里店 埼玉県児玉郡上里町大字金久保394-1 
ビッグボウル杉戸,埼玉県北葛飾郡杉戸町杉戸2338 ,2,shop_id=12300,ビッグボウル杉戸 埼玉県北葛飾郡杉戸町杉戸2338 
キャッツアイ八千代店,千葉県八千代市緑が丘西2丁目13番地3 ism緑が丘内 ,4,shop_id=3868,キャッツアイ八千代店 千葉県八千代市緑が丘西2丁目13番地3 ism緑が丘内 
GiGO 千葉,千葉県千葉市中央区富士見2-4-1 富士ビル,4,shop_id=6430,GiGO 千葉 千葉県千葉市中央区富士見2-4-1 富士ビル
GiGO幕張,千葉県千葉市美浜区ひび野1-8 メッセアミューズモール1階,4,shop_id=4010,GiGO幕張 千葉県千葉市美浜区ひび野1-8 メッセアミューズモール1階
GiGO稲毛オーツーパーク,千葉県千葉市稲毛区園生町380-1 オーツパーク,2,shop_id=3935,GiGO稲毛オーツーパーク 千葉県千葉市稲毛区園生町380-1 オーツパーク
アミューズメントパフェパレパレ稲毛長沼店,千葉県千葉市稲毛区長沼原町731-17 フレスポ稲毛A棟-4,2,shop_id=8996,アミューズメントパフェパレパレ稲毛長沼店 千葉県千葉市稲毛区長沼原町731-17 フレスポ稲毛A棟-4
キャッツアイ東千葉店,千葉県千葉市中央区祐光3丁目2番1号 ,4,shop_id=3872,キャッツアイ東千葉店 千葉県千葉市中央区祐光3丁目2番1号 
スポーツウェーブ鉄腕24浜野店,千葉県千葉市中央区浜野町1025-59 ,4,shop_id=6682,スポーツウェーブ鉄腕24浜野店 千葉県千葉市中央区浜野町1025-59 
スポーツウェーブ鉄腕24稲毛長沼店,千葉県千葉市稲毛区長沼原町694 ,4,shop_id=5581,スポーツウェーブ鉄腕24稲毛長沼店 千葉県千葉市稲毛区長沼原町694 
千葉レジャーランド稲毛店,千葉県千葉市稲毛区小仲台2-5-7 海宝ビル2F,4,shop_id=8628,千葉レジャーランド稲毛店 千葉県千葉市稲毛区小仲台2-5-7 海宝ビル2F
アピナ印西店,千葉県印西市原1-2 ビックホップガーデンモール印西2階,2,shop_id=11334,アピナ印西店 千葉県印西市原1-2 ビックホップガーデンモール印西2階
プラサカプコン富津店,千葉県富津市青木１２４－１ イオンモール富津,2,shop_id=1908,プラサカプコン富津店 千葉県富津市青木１２４－１ イオンモール富津
千葉レジャーランド成東店,千葉県山武市姫島111-1 ,4,shop_id=2409,千葉レジャーランド成東店 千葉県山武市姫島111-1 
ゲームチャリオット五井店,千葉県市原市五井中央西2-1-2 ,2,shop_id=9696,ゲームチャリオット五井店 千葉県市原市五井中央西2-1-2 
ゲームランドちはら台店,千葉県市原市ちはら台西3-4 unimoちはら台ショッピングセンター2階,4,shop_id=2711,ゲームランドちはら台店 千葉県市原市ちはら台西3-4 unimoちはら台ショッピングセンター2階
ラウンドワン市原,千葉県市原市八幡北町3-5-1 ,4,shop_id=11673,ラウンドワン市原 千葉県市原市八幡北町3-5-1 
DAIKEIEN P2,千葉県市川市大町３５９ ,4,shop_id=5727,DAIKEIEN P2 千葉県市川市大町３５９ 
タイトーFステーション市川妙典店,千葉県市川市妙典4-1-1 イオン市川妙典2番街2階,4,shop_id=11525,タイトーFステーション市川妙典店 千葉県市川市妙典4-1-1 イオン市川妙典2番街2階
ラウンドワン市川鬼高,千葉県市川市鬼高4-1-3 ,2,shop_id=11654,ラウンドワン市川鬼高 千葉県市川市鬼高4-1-3 
本八幡ゲームUNO,千葉県市川市八幡2-16-6 八幡旗ビルB1F,4,shop_id=11710,本八幡ゲームUNO 千葉県市川市八幡2-16-6 八幡旗ビルB1F
プラサカプコン成田店,千葉県成田市ウイング土屋２４ イオン成田２階,2,shop_id=1913,プラサカプコン成田店 千葉県成田市ウイング土屋２４ イオン成田２階
GiGO我孫子,千葉県我孫子市柴崎47-1 GiGO我孫子,2,shop_id=7520,GiGO我孫子 千葉県我孫子市柴崎47-1 GiGO我孫子
GiGO旭,千葉県旭市ニ3150-1 GiGO旭,2,shop_id=1261,GiGO旭 千葉県旭市ニ3150-1 GiGO旭
タイトーステーション旭サンモール店,千葉県旭市イ－２６７６－１ イオン旭３Ｆ,2,shop_id=3622,タイトーステーション旭サンモール店 千葉県旭市イ－２６７６－１ イオン旭３Ｆ
イスカンダル木更津,千葉県木更津市潮見4-1-2 イスカンダル木更津,4,shop_id=3321,イスカンダル木更津 千葉県木更津市潮見4-1-2 イスカンダル木更津
ソユーゲームフィールド木更津店,千葉県木更津市築地１番４ イオンモール木更津２階,2,shop_id=8756,ソユーゲームフィールド木更津店 千葉県木更津市築地１番４ イオンモール木更津２階
モーリーファンタジー木更津店,千葉県木更津市築地１－４ イオンモール木更津,2,shop_id=8800,モーリーファンタジー木更津店 千葉県木更津市築地１－４ イオンモール木更津
GiGO八柱,千葉県松戸市日暮1-1-1 八柱駅第2ビル2F,2,shop_id=8928,GiGO八柱 千葉県松戸市日暮1-1-1 八柱駅第2ビル2F
namco松戸店,千葉県松戸市松戸1230-1 ピアザ松戸1階,10,shop_id=473,namco松戸店 千葉県松戸市松戸1230-1 ピアザ松戸1階
GiGO 柏,千葉県柏市柏 1-1-11 ファミリかしわB1FB1F,4,shop_id=11690,GiGO 柏 千葉県柏市柏 1-1-11 ファミリかしわB1FB1F
タイトーFステーション柏中央,千葉県柏市十余二249-5 ,4,shop_id=3354,タイトーFステーション柏中央 千葉県柏市十余二249-5 
タイトーステーション柏店,千葉県柏市柏２－３－１ フーサワビル,2,shop_id=6615,タイトーステーション柏店 千葉県柏市柏２－３－１ フーサワビル
モーリーファンタジー柏店,千葉県柏市豊町2丁目5番25号 イオンモール柏2階,2,shop_id=2275,モーリーファンタジー柏店 千葉県柏市豊町2丁目5番25号 イオンモール柏2階
ラウンドワンスタジアム アリオ柏店,千葉県柏市大島田950-1 セブンパークアリオ柏 1070,2,shop_id=9440,ラウンドワンスタジアム アリオ柏店 千葉県柏市大島田950-1 セブンパークアリオ柏 1070
柏ヤングボウル,千葉県柏市南柏中央11-1 ,2,shop_id=11731,柏ヤングボウル 千葉県柏市南柏中央11-1 
ウェアハウス南流山,千葉県流山市南流山4-16-6 ,4,shop_id=11701,ウェアハウス南流山 千葉県流山市南流山4-16-6 
GiGO新浦安,千葉県浦安市入船1-4-1 イオン新浦安4階,2,shop_id=11577,GiGO新浦安 千葉県浦安市入船1-4-1 イオン新浦安4階
ゲームプラザセントラル浦安店,千葉県浦安市北栄1-16-15第四セントラルビル ,6,shop_id=11768,ゲームプラザセントラル浦安店 千葉県浦安市北栄1-16-15第四セントラルビル 
ゲームランド 津田沼店,千葉県習志野市津田沼1-23-1 ,4,shop_id=10088,ゲームランド 津田沼店 千葉県習志野市津田沼1-23-1 
シルクハット 津田沼,千葉県習志野市津田沼1-2-1 十三ビル 地下1階,4,shop_id=11529,シルクハット 津田沼 千葉県習志野市津田沼1-2-1 十三ビル 地下1階
ラウンドワン習志野,千葉県習志野市芝園1-4-5 ,2,shop_id=11676,ラウンドワン習志野 千葉県習志野市芝園1-4-5 
アドアーズ船橋店,千葉県船橋市本町1-31-26 ,2,shop_id=8634,アドアーズ船橋店 千葉県船橋市本町1-31-26 
アミューズメントエース 津田沼店,千葉県船橋市前原西2-15-1 ファミービル1Fから3F,4,shop_id=11321,アミューズメントエース 津田沼店 千葉県船橋市前原西2-15-1 ファミービル1Fから3F
タイトーステーション 船橋,千葉県船橋市本町１丁目６－１ タイトーステーション船橋,2,shop_id=6436,タイトーステーション 船橋 千葉県船橋市本町１丁目６－１ タイトーステーション船橋
テクモピア船橋南口,千葉県船橋市本町1-7-6 ドリーム船橋3F ,2,shop_id=8298,テクモピア船橋南口 千葉県船橋市本町1-7-6 ドリーム船橋3F 
マリンガーデンららぽーとTOKYO-BAY,千葉県船橋市浜町２－２－２ ららぽーとＴＯＫＹＯ－ＢＡＹ西館３Ｆ,2,shop_id=8121,マリンガーデンららぽーとTOKYO-BAY 千葉県船橋市浜町２－２－２ ららぽーとＴＯＫＹＯ－ＢＡＹ西館３Ｆ
アミュージアム茂原店,千葉県茂原市高師１６１９－１ ,2,shop_id=3811,アミュージアム茂原店 千葉県茂原市高師１６１９－１ 
アピナ野田七光台店,千葉県野田市七光台4-2 イオンタウン野田七光台,2,shop_id=11198,アピナ野田七光台店 千葉県野田市七光台4-2 イオンタウン野田七光台
千葉レジャーランド野田店,千葉県野田市吉春鎌田776-1 ,4,shop_id=10,千葉レジャーランド野田店 千葉県野田市吉春鎌田776-1 
佐原ミナミボウル,千葉県香取市佐原イ-4200 ,2,shop_id=11712,佐原ミナミボウル 千葉県香取市佐原イ-4200 
アドアーズ中野,東京都中野区中野5-52-15 中野ブロードウェイ1F 185,4,shop_id=11620,アドアーズ中野 東京都中野区中野5-52-15 中野ブロードウェイ1F 185
ｎａｍｃｏ中野,東京都中野区中野５－５２－１５ 中野ブロードウェイ別館,8,shop_id=1563,ｎａｍｃｏ中野 東京都中野区中野５－５２－１５ 中野ブロードウェイ別館
GiGO赤羽,東京都北区赤羽1-7-9 赤羽第一葉山ビルB1,2,shop_id=11685,GiGO赤羽 東京都北区赤羽1-7-9 赤羽第一葉山ビルB1
GiGO赤羽駅前,東京都北区赤羽1-2-4 ,4,shop_id=11814,GiGO赤羽駅前 東京都北区赤羽1-2-4 
namco王子サンスクエア店,東京都北区王子１－４－１ サンスクエア２Ｆ,6,shop_id=2061,namco王子サンスクエア店 東京都北区王子１－４－１ サンスクエア２Ｆ
ゲームリボン東十条,東京都北区東十条4-4-23 岩本ビル ,2,shop_id=12319,ゲームリボン東十条 東京都北区東十条4-4-23 岩本ビル 
GiGO秋葉原1号館,東京都千代田区外神田1-10-9 サトービル,12,shop_id=7628,GiGO秋葉原1号館 東京都千代田区外神田1-10-9 サトービル
GiGO秋葉原3号館,東京都千代田区外神田1-11-11 外神田1丁目ビル,4,shop_id=3650,GiGO秋葉原3号館 東京都千代田区外神田1-11-11 外神田1丁目ビル
namco秋葉原店,東京都千代田区外神田 1丁目15-9,8,shop_id=12204,namco秋葉原店 東京都千代田区外神田 1丁目15-9
ゲームパニック秋葉原,東京都千代田区外神田1-13-1 ,6,shop_id=11763,ゲームパニック秋葉原 東京都千代田区外神田1-13-1 
タイトーステーション秋葉原店,東京都千代田区外神田４－２－２ 貴三ビル,2,shop_id=6914,タイトーステーション秋葉原店 東京都千代田区外神田４－２－２ 貴三ビル
東京レジャーランド秋葉原2号店,東京都千代田区外神田４丁目３－３ ミナミビル６階,4,shop_id=6916,東京レジャーランド秋葉原2号店 東京都千代田区外神田４丁目３－３ ミナミビル６階
東京レジャーランド秋葉原店,東京都千代田区外神田1-9-5 ,10,shop_id=3670,東京レジャーランド秋葉原店 東京都千代田区外神田1-9-5 
Ｈｅｙ,東京都千代田区外神田１－１０－５ 広瀬本社ビル２Ｆ,8,shop_id=3087,Ｈｅｙ 東京都千代田区外神田１－１０－５ 広瀬本社ビル２Ｆ
アドアーズ上野アメ横,東京都台東区上野4-9-14 上野KKビルB1-4F,2,shop_id=11740,アドアーズ上野アメ横 東京都台東区上野4-9-14 上野KKビルB1-4F
タイトーステーション上野御徒町,東京都台東区上野4-6-9 ,2,shop_id=11626,タイトーステーション上野御徒町 東京都台東区上野4-6-9 
タイトーステーション浅草,東京都台東区浅草１－２７－３ タイトーステーション浅草,2,shop_id=6422,タイトーステーション浅草 東京都台東区浅草１－２７－３ タイトーステーション浅草
タイトーFステーション オリナス錦糸町店,東京都墨田区太平4―1-2 オリナスモール地下1階,4,shop_id=2092,タイトーFステーション オリナス錦糸町店 東京都墨田区太平4―1-2 オリナスモール地下1階
タイトーステーション錦糸町楽天地店,東京都墨田区江東橋４－２７－１４ 楽天地ビル１階,4,shop_id=6435,タイトーステーション錦糸町楽天地店 東京都墨田区江東橋４－２７－１４ 楽天地ビル１階
GiGO大森,東京都大田区山王2-1-5 大森駅ララビル,4,shop_id=3635,GiGO大森 東京都大田区山王2-1-5 大森駅ララビル
シルクハット 蒲田西口,東京都大田区西蒲田7-2-3 第二醍醐ビル地下1階ー2階,6,shop_id=10469,シルクハット 蒲田西口 東京都大田区西蒲田7-2-3 第二醍醐ビル地下1階ー2階
シルクハット大森,東京都大田区山王2-4-1 大森駅前ビル2階,2,shop_id=12360,シルクハット大森 東京都大田区山王2-4-1 大森駅前ビル2階
タイトーステーションBIGFUN平和島店,東京都大田区平和島 1-1-1 BIGFUN平和島3F,4,shop_id=10472,タイトーステーションBIGFUN平和島店 東京都大田区平和島 1-1-1 BIGFUN平和島3F
GiGO 新宿西口,東京都新宿区西新宿1-12-5 クラブセガ新宿西口,4,shop_id=3039,GiGO 新宿西口 東京都新宿区西新宿1-12-5 クラブセガ新宿西口
GiGO神楽坂,東京都新宿区神楽坂2-11 第2カグラヒルズ1F,2,shop_id=6432,GiGO神楽坂 東京都新宿区神楽坂2-11 第2カグラヒルズ1F
GiGO高田馬場,東京都新宿区高田馬場 4-7-5 高田馬場グランド東京ビル,4,shop_id=11842,GiGO高田馬場 東京都新宿区高田馬場 4-7-5 高田馬場グランド東京ビル
ゲームパニック新宿歌舞伎町,東京都新宿区歌舞伎町1-20-1　 ヒューマックスパビリオン新宿歌舞伎町1F・2F,4,shop_id=11737,ゲームパニック新宿歌舞伎町 東京都新宿区歌舞伎町1-20-1　 ヒューマックスパビリオン新宿歌舞伎町1F・2F
タイトーステーション新宿南口ＧＷ店,東京都新宿区新宿３－３５－８ タイトーステーション新宿南口ＧＷ,4,shop_id=295,タイトーステーション新宿南口ＧＷ店 東京都新宿区新宿３－３５－８ タイトーステーション新宿南口ＧＷ
タイトーステーション新宿東口店,東京都新宿区新宿3-22-7 指田ビル,2,shop_id=6407,タイトーステーション新宿東口店 東京都新宿区新宿3-22-7 指田ビル
タイトーステーションＢＩＧＢＯＸ高田馬場,東京都新宿区高田馬場１－３５－３ ＢＩＧＢＯＸ６階,2,shop_id=3015,タイトーステーションＢＩＧＢＯＸ高田馬場 東京都新宿区高田馬場１－３５－３ ＢＩＧＢＯＸ６階
新宿スポーツランド本館,東京都新宿区新宿３－２２－１２ ,4,shop_id=6429,新宿スポーツランド本館 東京都新宿区新宿３－２２－１２ 
アピナ荻窪店,東京都杉並区上萩1-13-10 ,4,shop_id=11197,アピナ荻窪店 東京都杉並区上萩1-13-10 
ゲームスタジオキューブ高円寺,東京都杉並区高円寺南4-26-12 福丸ビルB1F ,2,shop_id=12260,ゲームスタジオキューブ高円寺 東京都杉並区高円寺南4-26-12 福丸ビルB1F 
