shop,address,count,shopid,shop+address
ラウンドワン山梨・石和,山梨県笛吹市石和町広瀬737-1 ,2,shop_id=11653,ラウンドワン山梨・石和 山梨県笛吹市石和町広瀬737-1 
プラサカプコン甲府店,山梨県中巨摩郡昭和町西条字北河原3717 プラサカプコン甲府,4,shop_id=6037,プラサカプコン甲府店 山梨県中巨摩郡昭和町西条字北河原3717 プラサカプコン甲府
GiGO上田,長野県上田市大字上田1847-1 ,2,shop_id=3281,GiGO上田 長野県上田市大字上田1847-1 
アピナ上田,長野県上田市秋和３５９－１ アピナ上田,4,shop_id=8883,アピナ上田 長野県上田市秋和３５９－１ アピナ上田
アピナ伊那店,長野県伊那市西町５０９３ アピナ伊那,2,shop_id=2298,アピナ伊那店 長野県伊那市西町５０９３ アピナ伊那
アピナ佐久インター店,長野県佐久市岩村田北１－１３－１ アピナ佐久インター,4,shop_id=3883,アピナ佐久インター店 長野県佐久市岩村田北１－１３－１ アピナ佐久インター
アピナ塩尻店,長野県塩尻市広丘野村１７９４－１ アピナ塩尻,4,shop_id=1226,アピナ塩尻店 長野県塩尻市広丘野村１７９４－１ アピナ塩尻
セガワールド豊科,長野県安曇野市豊科南穂高１１１５ セガワールド豊科,2,shop_id=3661,セガワールド豊科 長野県安曇野市豊科南穂高１１１５ セガワールド豊科
GiGO岡谷,長野県岡谷市塚間町2-1-21 セガ岡谷,2,shop_id=218,GiGO岡谷 長野県岡谷市塚間町2-1-21 セガ岡谷
GiGO松本,長野県松本市渚1-7-1  なぎさライフサイト内,4,shop_id=22,GiGO松本 長野県松本市渚1-7-1  なぎさライフサイト内
アピナ松本店,長野県松本市双葉１９－１０ アピナ松本,4,shop_id=9032,アピナ松本店 長野県松本市双葉１９－１０ アピナ松本
PALO諏訪店,長野県諏訪市沖田町5丁目18 諏訪ステーションパーク,4,shop_id=9545,PALO諏訪店 長野県諏訪市沖田町5丁目18 諏訪ステーションパーク
アピナ長野大橋店,長野県長野市若里７－９－１２ アピナ長野大橋,2,shop_id=8504,アピナ長野大橋店 長野県長野市若里７－９－１２ アピナ長野大橋
アピナ長野川中島店,長野県長野市川中島町御厨967-1 アピナ川中島,4,shop_id=3933,アピナ長野川中島店 長野県長野市川中島町御厨967-1 アピナ川中島
アピナ長野村山店,長野県長野市村山５０２－１ アピナ長野村山,2,shop_id=1447,アピナ長野村山店 長野県長野市村山５０２－１ アピナ長野村山
ザ・サードプラネット 長野大通り店,長野県長野市権堂町１５０６番地３ 長電権堂第２ビル１階,2,shop_id=11320,ザ・サードプラネット 長野大通り店 長野県長野市権堂町１５０６番地３ 長電権堂第２ビル１階
ラウンドワンスタジアム長野店,長野県長野市東和田８２７番６ ,2,shop_id=5675,ラウンドワンスタジアム長野店 長野県長野市東和田８２７番６ 
アピナ飯田店,長野県飯田市座光寺３７２７－１ アピナ飯田,2,shop_id=5794,アピナ飯田店 長野県飯田市座光寺３７２７－１ アピナ飯田
オリエンタルバッティングセンター可児,岐阜県可児市?今渡?695-1 ,2,shop_id=12190,オリエンタルバッティングセンター可児 岐阜県可児市?今渡?695-1 
アピナ各務原店,岐阜県各務原市蘇原花園町2-9-1 ,4,shop_id=11196,アピナ各務原店 岐阜県各務原市蘇原花園町2-9-1 
ゲームピコ鵜沼店,岐阜県各務原市鵜沼西町 3丁目309イオンタウン各務原鵜沼内,4,shop_id=12356,ゲームピコ鵜沼店 岐阜県各務原市鵜沼西町 3丁目309イオンタウン各務原鵜沼内
MIRAINOイオンモール土岐店,岐阜県土岐市土岐津町土岐口 1372番1イオンモール土岐2F,2,shop_id=11992,MIRAINOイオンモール土岐店 岐阜県土岐市土岐津町土岐口 1372番1イオンモール土岐2F
ゲームハウスアリババ,岐阜県大垣市池尻町940-1 ,4,shop_id=9830,ゲームハウスアリババ 岐阜県大垣市池尻町940-1 
大垣メトロポリス,岐阜県大垣市三塚町西沼５２３－１ イオンタウン大垣,2,shop_id=2312,大垣メトロポリス 岐阜県大垣市三塚町西沼５２３－１ イオンタウン大垣
ACグランド茜部店,岐阜県岐阜市茜部大川１－７７ ,4,shop_id=9084,ACグランド茜部店 岐阜県岐阜市茜部大川１－７７ 
ゲームファンタジアン 精華店,岐阜県岐阜市鏡島精華2-2-1 ,2,shop_id=11770,ゲームファンタジアン 精華店 岐阜県岐阜市鏡島精華2-2-1 
モーリーファンタジー・f 岐阜店,岐阜県岐阜市正木中1-2-1 イオン岐阜北館 イオン3F,2,shop_id=9556,モーリーファンタジー・f 岐阜店 岐阜県岐阜市正木中1-2-1 イオン岐阜北館 イオン3F
アピナ本巣店,岐阜県本巣市政田字下西浦 1986 イオンタウン本巣内,2,shop_id=11331,アピナ本巣店 岐阜県本巣市政田字下西浦 1986 イオンタウン本巣内
ラウンドワンモレラ岐阜店,岐阜県本巣市三橋１１００ モレラ岐阜,2,shop_id=5676,ラウンドワンモレラ岐阜店 岐阜県本巣市三橋１１００ モレラ岐阜
岐阜レジャーランド穂積店,岐阜県瑞穂市稲里630番地 ,4,shop_id=984,岐阜レジャーランド穂積店 岐阜県瑞穂市稲里630番地 
セガワールド高山,岐阜県高山市上岡本町７丁目７ ,2,shop_id=12350,セガワールド高山 岐阜県高山市上岡本町７丁目７ 
ジョイランド三島,静岡県三島市梅名３０８－６ ,2,shop_id=2523,ジョイランド三島 静岡県三島市梅名３０８－６ 
タイトーＦステーションイオン富士宮店,静岡県富士宮市浅間町１番８号 イオン富士宮３階,2,shop_id=6420,タイトーＦステーションイオン富士宮店 静岡県富士宮市浅間町１番８号 イオン富士宮３階
モーリーファンタジー富士宮店,静岡県富士宮市浅間町1-8 イオン富士宮2階,2,shop_id=9550,モーリーファンタジー富士宮店 静岡県富士宮市浅間町1-8 イオン富士宮2階
ザ・サードプラネット富士店,静岡県富士市永田町２－９９ ザ・サードプラネット富士,2,shop_id=555,ザ・サードプラネット富士店 静岡県富士市永田町２－９９ ザ・サードプラネット富士
モーリーファンタジー・f 富士南店,静岡県富士市鮫島１１８－１０ イオンタウン富士南２階,2,shop_id=2768,モーリーファンタジー・f 富士南店 静岡県富士市鮫島１１８－１０ イオンタウン富士南２階
ラウンドワン富士,静岡県富士市八代町4番15号 ,4,shop_id=10746,ラウンドワン富士 静岡県富士市八代町4番15号 
THE 3RD PLANET島田店,静岡県島田市中溝町2531 THE3RDPLANET島田,2,shop_id=1139,THE 3RD PLANET島田店 静岡県島田市中溝町2531 THE3RDPLANET島田
アップル島田,静岡県島田市宝来町8-5 アップル島田,2,shop_id=8256,アップル島田 静岡県島田市宝来町8-5 アップル島田
GiGO掛川,静岡県掛川市細田248 GiGO掛川,4,shop_id=8357,GiGO掛川 静岡県掛川市細田248 GiGO掛川
アピナ大須賀店,静岡県掛川市西大渕3359 ロックタウン,2,shop_id=11200,アピナ大須賀店 静岡県掛川市西大渕3359 ロックタウン
ザ・サードプラネットＢｉＶｉ沼津店,静岡県沼津市大手町１－１－５ ＢｉＶｉ沼津,4,shop_id=3000,ザ・サードプラネットＢｉＶｉ沼津店 静岡県沼津市大手町１－１－５ ＢｉＶｉ沼津
ジョイランドアミューズ諏訪店,静岡県沼津市大諏訪叶２０－２ ジョイランドアミューズ諏訪,2,shop_id=3899,ジョイランドアミューズ諏訪店 静岡県沼津市大諏訪叶２０－２ ジョイランドアミューズ諏訪
アピナ浜松店,静岡県浜松市中区葵西2-27-10 イオンタウン内,2,shop_id=11337,アピナ浜松店 静岡県浜松市中区葵西2-27-10 イオンタウン内
ザ・サードプラネット OZ浜松店,静岡県浜松市東区宮竹町３２２－１ ＯＺ浜松,4,shop_id=7305,ザ・サードプラネット OZ浜松店 静岡県浜松市東区宮竹町３２２－１ ＯＺ浜松
タイトーFステーションイオンモール浜松市野店,静岡県浜松市東区天王町１９８１－３ イオンモール浜松市野２Ｆ,2,shop_id=8731,タイトーFステーションイオンモール浜松市野店 静岡県浜松市東区天王町１９８１－３ イオンモール浜松市野２Ｆ
プラサカプコン志都呂店,静岡県浜松市西区志都呂町2丁目37-1 イオンモール浜松志都呂3階,2,shop_id=1925,プラサカプコン志都呂店 静岡県浜松市西区志都呂町2丁目37-1 イオンモール浜松志都呂3階
ポート24浜松店,静岡県浜松市西区坪井町４１８３ ポート２４浜松,4,shop_id=8441,ポート24浜松店 静岡県浜松市西区坪井町４１８３ ポート２４浜松
ラウンドワンスタジアム浜松,静岡県浜松市東区天王町字諏訪1981-17 ,4,shop_id=11633,ラウンドワンスタジアム浜松 静岡県浜松市東区天王町字諏訪1981-17 
楽市楽座サンストリート浜北店,静岡県浜松市浜北区平口２８６１ サンストリート浜北Ｍ－２０７,2,shop_id=1153,楽市楽座サンストリート浜北店 静岡県浜松市浜北区平口２８６１ サンストリート浜北Ｍ－２０７
アップルグランリバー大井川店,静岡県焼津市下江留1327番地 アップルグランリバー大井川,2,shop_id=3840,アップルグランリバー大井川店 静岡県焼津市下江留1327番地 アップルグランリバー大井川
アピナ焼津店,静岡県焼津市道原585 シートピアYAZ焼津,4,shop_id=11199,アピナ焼津店 静岡県焼津市道原585 シートピアYAZ焼津
ザ・サードプラネット焼津,静岡県焼津市八楠３－１８－５ ザ・サードプラネット焼津,4,shop_id=1182,ザ・サードプラネット焼津 静岡県焼津市八楠３－１８－５ ザ・サードプラネット焼津
アピナ磐田店,静岡県磐田市西貝塚横須賀道北3690イオンタウン磐田内 ,2,shop_id=9413,アピナ磐田店 静岡県磐田市西貝塚横須賀道北3690イオンタウン磐田内 
GiGO袋井,静岡県袋井市川井1142-1 GiGO袋井,2,shop_id=8717,GiGO袋井 静岡県袋井市川井1142-1 GiGO袋井
AMUSEMENT PARK(静岡店),静岡県静岡市葵区柚木191 MARKIS静岡3階,2,shop_id=7550,AMUSEMENT PARK(静岡店) 静岡県静岡市葵区柚木191 MARKIS静岡3階
アップル新北街道店,静岡県静岡市葵区沓谷5-13-4 ,4,shop_id=11781,アップル新北街道店 静岡県静岡市葵区沓谷5-13-4 
スーパーウェーブ静岡店,静岡県静岡市清水区鳥坂860 フレスポ静岡2F西,4,shop_id=11817,スーパーウェーブ静岡店 静岡県静岡市清水区鳥坂860 フレスポ静岡2F西
タイトーFステーション静岡店,静岡県静岡市葵区呉服町二丁目５番地４ ふしみや第２ビル,2,shop_id=8967,タイトーFステーション静岡店 静岡県静岡市葵区呉服町二丁目５番地４ ふしみや第２ビル
ラウンドワン静岡・駿河,静岡県静岡市駿河区向手越一丁目10番1号 ,2,shop_id=10636,ラウンドワン静岡・駿河 静岡県静岡市駿河区向手越一丁目10番1号 
GiGO サントムーン柿田川,静岡県駿東郡清水町玉川 61-2 サントムーン柿田川2F,2,shop_id=1450,GiGO サントムーン柿田川 静岡県駿東郡清水町玉川 61-2 サントムーン柿田川2F
GiGO尾西,愛知県一宮市篭屋3-9-7 アソビックスびさい1階,2,shop_id=3764,GiGO尾西 愛知県一宮市篭屋3-9-7 アソビックスびさい1階
GiGOイオンタウン刈谷,愛知県刈谷市東境町京和1 イオンタウン刈谷,2,shop_id=2881,GiGOイオンタウン刈谷 愛知県刈谷市東境町京和1 イオンタウン刈谷
M'sPARK刈谷,愛知県刈谷市稲場町3-206 ,2,shop_id=11705,M'sPARK刈谷 愛知県刈谷市稲場町3-206 
アミューズメントプラザマルシン,愛知県刈谷市池田町4-609 ,2,shop_id=11686,アミューズメントプラザマルシン 愛知県刈谷市池田町4-609 
ラウンドワンスタジアム名古屋西春,愛知県北名古屋市宇福寺神明15 ,2,shop_id=11664,ラウンドワンスタジアム名古屋西春 愛知県北名古屋市宇福寺神明15 
楽市街道名古屋店,愛知県北名古屋市中之郷字神明４５－１ 楽市街道名古屋,2,shop_id=11009,楽市街道名古屋店 愛知県北名古屋市中之郷字神明４５－１ 楽市街道名古屋
ラウンドワンスタジアム半田店,愛知県半田市瑞穂町6丁目7番地の8 ,4,shop_id=9976,ラウンドワンスタジアム半田店 愛知県半田市瑞穂町6丁目7番地の8 
半田メトロポリス,愛知県半田市旭町3-11-1 半田コロナワールド,4,shop_id=2096,半田メトロポリス 愛知県半田市旭町3-11-1 半田コロナワールド
GiGOマーケットスクエアささしま,愛知県名古屋市中村区平池町4丁目60番地14号 ,2,shop_id=11683,GiGOマーケットスクエアささしま 愛知県名古屋市中村区平池町4丁目60番地14号 
GiGO金山,愛知県名古屋市熱田区金山1-19-2 ,2,shop_id=11680,GiGO金山 愛知県名古屋市熱田区金山1-19-2 
VAMP中川,愛知県名古屋市中川区新家１丁目２００７ ,6,shop_id=11609,VAMP中川 愛知県名古屋市中川区新家１丁目２００７ 
ゲーム・キング・ジョイ,愛知県名古屋市中区栄3-3-32 ,4,shop_id=11724,ゲーム・キング・ジョイ 愛知県名古屋市中区栄3-3-32 
コムテックスクウェア,愛知県名古屋市中区金山1-16-8 ,2,shop_id=11729,コムテックスクウェア 愛知県名古屋市中区金山1-16-8 
コムテックタワー,愛知県名古屋市中村区名駅4-10-20 ,4,shop_id=11728,コムテックタワー 愛知県名古屋市中村区名駅4-10-20 
タイトーステーションフェドラ大須店,愛知県名古屋市中区大須3丁目30番地31号 萬松寺駐車場ビル1階,8,shop_id=3100,タイトーステーションフェドラ大須店 愛知県名古屋市中区大須3丁目30番地31号 萬松寺駐車場ビル1階
タイトーステーション大須店,愛知県名古屋市中区大須3-20-7 タイトーステーション大須,4,shop_id=8054,タイトーステーション大須店 愛知県名古屋市中区大須3-20-7 タイトーステーション大須
ファンタジープラザ名古屋店,愛知県名古屋市北区玄馬町２３４－１ ドン・キホーテ名古屋本店２Ｆ,6,shop_id=9325,ファンタジープラザ名古屋店 愛知県名古屋市北区玄馬町２３４－１ ドン・キホーテ名古屋本店２Ｆ
プラサカプコン徳重店,愛知県名古屋市緑区元徳重1-505 ヒルズウォーク徳重ガーデンズ,2,shop_id=9951,プラサカプコン徳重店 愛知県名古屋市緑区元徳重1-505 ヒルズウォーク徳重ガーデンズ
ポート24八事店,愛知県名古屋市昭和区広路町北石坂102-4 ,2,shop_id=9792,ポート24八事店 愛知県名古屋市昭和区広路町北石坂102-4 
モーリーファンタジー・f 新瑞橋店,愛知県名古屋市南区菊住１丁目７－１０ イオン新瑞橋３階,2,shop_id=2772,モーリーファンタジー・f 新瑞橋店 愛知県名古屋市南区菊住１丁目７－１０ イオン新瑞橋３階
ラウンドワンスタジアム中川1号線,愛知県名古屋市中川区法蔵町2-23 ,4,shop_id=11629,ラウンドワンスタジアム中川1号線 愛知県名古屋市中川区法蔵町2-23 
ラウンドワン千種,愛知県名古屋市千種区新栄3-20-17 タイホウ千種駅南ビル8F,2,shop_id=11655,ラウンドワン千種 愛知県名古屋市千種区新栄3-20-17 タイホウ千種駅南ビル8F
ラウンドワン鳴海,愛知県名古屋市緑区鳴海町字杜若28 ,2,shop_id=11662,ラウンドワン鳴海 愛知県名古屋市緑区鳴海町字杜若28 
名古屋レジャーランド内田橋,愛知県名古屋市南区２－２６－２２ トスカビル ２Ｆ,4,shop_id=8491,名古屋レジャーランド内田橋 愛知県名古屋市南区２－２６－２２ トスカビル ２Ｆ
名古屋レジャーランド大高店,愛知県名古屋市緑区大高町忠治山201番地 ,8,shop_id=1048,名古屋レジャーランド大高店 愛知県名古屋市緑区大高町忠治山201番地 
GiGO安城,愛知県安城市百石町2-35-13 GiGO安城,4,shop_id=8595,GiGO安城 愛知県安城市百石町2-35-13 GiGO安城
安城メトロポリス,愛知県安城市浜富町6-8 安城メトロポリス,2,shop_id=278,安城メトロポリス 愛知県安城市浜富町6-8 安城メトロポリス
小牧メトロポリス,愛知県小牧市間々片山181-1 タイムトラベル館,4,shop_id=2081,小牧メトロポリス 愛知県小牧市間々片山181-1 タイムトラベル館
ADXマミー岡崎,愛知県岡崎市井田新町6-1 ,2,shop_id=11704,ADXマミー岡崎 愛知県岡崎市井田新町6-1 
GiGO岡崎,愛知県岡崎市上地3-50-4 セガ岡崎,4,shop_id=7832,GiGO岡崎 愛知県岡崎市上地3-50-4 セガ岡崎
ゲームファンタジアン岡崎店,愛知県岡崎市錦町２番地４ ＬＯＯＰ岡崎,4,shop_id=8494,ゲームファンタジアン岡崎店 愛知県岡崎市錦町２番地４ ＬＯＯＰ岡崎
ゲームランド岡崎店,愛知県岡崎市戸崎町外山38-5 イオンモール岡崎,4,shop_id=11358,ゲームランド岡崎店 愛知県岡崎市戸崎町外山38-5 イオンモール岡崎
アミューズファクトリー常滑店,愛知県常滑市りんくう町2丁目20番3 イオンモール常滑2階,2,shop_id=9311,アミューズファクトリー常滑店 愛知県常滑市りんくう町2丁目20番3 イオンモール常滑2階
タイトーステーション弥富,愛知県弥富市五明蒲原1371-4 タイトーステーション弥富,2,shop_id=3335,タイトーステーション弥富 愛知県弥富市五明蒲原1371-4 タイトーステーション弥富
GiGO春日井,愛知県春日井市岩野町菅廻間4180 GiGO春日井,4,shop_id=5723,GiGO春日井 愛知県春日井市岩野町菅廻間4180 GiGO春日井
オークランドボウル春日井,愛知県春日井市鳥居松町3-11 1Fゲームコーナー,4,shop_id=11727,オークランドボウル春日井 愛知県春日井市鳥居松町3-11 1Fゲームコーナー
ラウンドワンスタジアムイーアス春日井,愛知県春日井市六軒屋町東丘22 iias春日井　3010区画,2,shop_id=11675,ラウンドワンスタジアムイーアス春日井 愛知県春日井市六軒屋町東丘22 iias春日井　3010区画
アミューズメントプラザワイド,愛知県東海市名和町二番割上16-2 ,2,shop_id=11687,アミューズメントプラザワイド 愛知県東海市名和町二番割上16-2 
アミュージアム津島店,愛知県津島市大字津島字北新開351 ヨシズヤ津島本店 シネマ館2F,2,shop_id=1371,アミュージアム津島店 愛知県津島市大字津島字北新開351 ヨシズヤ津島本店 シネマ館2F
ゲームアルカナ,愛知県稲沢市朝府町2-33 ,4,shop_id=11726,ゲームアルカナ 愛知県稲沢市朝府町2-33 
プラサカプコン稲沢店,愛知県稲沢市長野7丁目1-2 リーフウォーク稲沢2階,2,shop_id=5650,プラサカプコン稲沢店 愛知県稲沢市長野7丁目1-2 リーフウォーク稲沢2階
MIRAINOイオンモール豊川,愛知県豊川市白鳥町兎足1-16 イオンモール豊川3F ,4,shop_id=12318,MIRAINOイオンモール豊川 愛知県豊川市白鳥町兎足1-16 イオンモール豊川3F 
豊川メトロポリス,愛知県豊川市下長山町上アライ１４－１ 豊川コロナワールド,6,shop_id=2517,豊川メトロポリス 愛知県豊川市下長山町上アライ１４－１ 豊川コロナワールド
GiGO豊橋飯村,愛知県豊橋市飯村町西山25-121 GiGO豊橋飯村,4,shop_id=8716,GiGO豊橋飯村 愛知県豊橋市飯村町西山25-121 GiGO豊橋飯村
アピナ豊橋店,愛知県豊橋市藤沢町141 メガ・ドン・キホーテ豊橋店アミューズメント1階,2,shop_id=11566,アピナ豊橋店 愛知県豊橋市藤沢町141 メガ・ドン・キホーテ豊橋店アミューズメント1階
モーリーファンタジー豊橋南店,愛知県豊橋市野依町字落合１－１２ イオン豊橋南２階,2,shop_id=2252,モーリーファンタジー豊橋南店 愛知県豊橋市野依町字落合１－１２ イオン豊橋南２階
ラウンドワンスタジアム豊橋,愛知県豊橋市大岩町字岩田27番地-2 ,4,shop_id=10747,ラウンドワンスタジアム豊橋 愛知県豊橋市大岩町字岩田27番地-2 
GiGO豊田,愛知県豊田市深田町1-65-1 GiGO豊田,4,shop_id=3627,GiGO豊田 愛知県豊田市深田町1-65-1 GiGO豊田
MsPARK豊田店,愛知県豊田市寿町３－１０ ,4,shop_id=5752,MsPARK豊田店 愛知県豊田市寿町３－１０ 
ゲームファンタジアン長久手,愛知県長久手市武蔵塚705 ,4,shop_id=9822,ゲームファンタジアン長久手 愛知県長久手市武蔵塚705 
ユーズランド東浦店,愛知県知多郡東浦町大字緒川字旭13-2 イオンモール東浦2階,4,shop_id=5541,ユーズランド東浦店 愛知県知多郡東浦町大字緒川字旭13-2 イオンモール東浦2階
ポート24幸田店,愛知県額田郡幸田町大字相見字沖原1-3 カメリアガーデン幸田,4,shop_id=6798,ポート24幸田店 愛知県額田郡幸田町大字相見字沖原1-3 カメリアガーデン幸田
PALO津南店,三重県三重県津市高茶屋小森町145 イオンモール津南3階,2,shop_id=11591,PALO津南店 三重県三重県津市高茶屋小森町145 イオンモール津南3階
GiGO伊勢,三重県伊勢市中須町666 AGスクエア伊勢,2,shop_id=6288,GiGO伊勢 三重県伊勢市中須町666 AGスクエア伊勢
GiGO生桑,三重県四日市市生桑町字川原崎299-1 GiGO生桑,2,shop_id=5915,GiGO生桑 三重県四日市市生桑町字川原崎299-1 GiGO生桑
アピナ四日市店,三重県四日市市泊小柳町4-34 ,4,shop_id=11339,アピナ四日市店 三重県四日市市泊小柳町4-34 
プレビトナリエ四日市店,三重県四日市市安島1-3-31 トナリエ5階,2,shop_id=13,プレビトナリエ四日市店 三重県四日市市安島1-3-31 トナリエ5階
GiGO桑名,三重県桑名市大字大仲新田字宮前158番地 サンシパーク,2,shop_id=7884,GiGO桑名 三重県桑名市大字大仲新田字宮前158番地 サンシパーク
PALO桑名店,三重県桑名市新西方1丁目22番地 イオン2F,2,shop_id=10077,PALO桑名店 三重県桑名市新西方1丁目22番地 イオン2F
NICOPAイオン津店,三重県津市桜橋3-446 イオン津2階,2,shop_id=5617,NICOPAイオン津店 三重県津市桜橋3-446 イオン津2階
ラウンドワン津・高茶屋,三重県津市高茶屋小森町277-8 ,4,shop_id=11641,ラウンドワン津・高茶屋 三重県津市高茶屋小森町277-8 
アピナ鈴鹿店,三重県鈴鹿市庄野羽山４－２０－１ イオンタウン鈴鹿２Ｆ,4,shop_id=8592,アピナ鈴鹿店 三重県鈴鹿市庄野羽山４－２０－１ イオンタウン鈴鹿２Ｆ
アミパラ鈴鹿店,三重県鈴鹿市西条町東澤４３０－１ アミパラ鈴鹿,2,shop_id=11003,アミパラ鈴鹿店 三重県鈴鹿市西条町東澤４３０－１ アミパラ鈴鹿
ラウンドワンスタジアムみえ・川越IC,三重県三重郡川越町南福崎851-1 ,4,shop_id=11670,ラウンドワンスタジアムみえ・川越IC 三重県三重郡川越町南福崎851-1 
アクション堅田,滋賀県大津市今堅田２丁目４０－１０ アクション堅田,2,shop_id=5771,アクション堅田 滋賀県大津市今堅田２丁目４０－１０ アクション堅田
ラウンドワン浜大津アーカス,滋賀県大津市浜町２－１ 浜大津アーカス,2,shop_id=8837,ラウンドワン浜大津アーカス 滋賀県大津市浜町２－１ 浜大津アーカス
滋賀レジャーランド大津,滋賀県大津市におの浜3-1-43 ,4,shop_id=11325,滋賀レジャーランド大津 滋賀県大津市におの浜3-1-43 
エースレーン守山,滋賀県守山市播磨田町２３１－４ ＡＣＴ守山３番館２Ｆ,2,shop_id=8247,エースレーン守山 滋賀県守山市播磨田町２３１－４ ＡＣＴ守山３番館２Ｆ
namcoビバシティ彦根,滋賀県彦根市竹ヶ鼻町４３－１ ビバシティ彦根２Ｆ,4,shop_id=1666,namcoビバシティ彦根 滋賀県彦根市竹ヶ鼻町４３－１ ビバシティ彦根２Ｆ
ゲームディーノ彦根,滋賀県彦根市西沼波町166 ,4,shop_id=11847,ゲームディーノ彦根 滋賀県彦根市西沼波町166 
GiGO甲西,滋賀県湖南市夏見二ツ橋356-1 GiGO甲西,2,shop_id=8510,GiGO甲西 滋賀県湖南市夏見二ツ橋356-1 GiGO甲西
GiGOエイスクエア草津,滋賀県草津市西渋川1-23-23 エイスクエア2F,2,shop_id=3085,GiGOエイスクエア草津 滋賀県草津市西渋川1-23-23 エイスクエア2F
アミパラ草津店,滋賀県草津市木川町72 ,2,shop_id=10500,アミパラ草津店 滋賀県草津市木川町72 
ゲームランド草津店,滋賀県草津市新浜町３００番地 イオン草津３階,4,shop_id=1944,ゲームランド草津店 滋賀県草津市新浜町３００番地 イオン草津３階
エースレーン近江八幡,滋賀県近江八幡市 出町736 ,2,shop_id=10449,エースレーン近江八幡 滋賀県近江八幡市 出町736 
タイトーFステーション 近江八幡店,滋賀県近江八幡市鷹飼町南3-7 イオン近江八幡,4,shop_id=7272,タイトーFステーション 近江八幡店 滋賀県近江八幡市鷹飼町南3-7 イオン近江八幡
エースレーン愛知川店,滋賀県愛知郡愛荘町長野200 ,2,shop_id=11115,エースレーン愛知川店 滋賀県愛知郡愛荘町長野200 
GiGO MOMOテラス京都伏見,京都府京都市伏見区桃山町山ノ下32 MOMOテラスAM棟2F,2,shop_id=1385,GiGO MOMOテラス京都伏見 京都府京都市伏見区桃山町山ノ下32 MOMOテラスAM棟2F
namcoイオンモールKYOTO店,京都府京都市南区西九条鳥居口町1 イオンモールKYOTO Sakura館 4F,6,shop_id=5611,namcoイオンモールKYOTO店 京都府京都市南区西九条鳥居口町1 イオンモールKYOTO Sakura館 4F
サープラ京都あそびタウン,京都府京都市中京区西ノ京栂尾町107番地 BiVi二条内2階,4,shop_id=120,サープラ京都あそびタウン 京都府京都市中京区西ノ京栂尾町107番地 BiVi二条内2階
ネオ・アミューズメントスペースa-cho,京都府京都市中京区寺町通四条上る東大文字町３０２－３０３ Ａ－ｂｒｅａｋビル２・３Ｆ,2,shop_id=5960,ネオ・アミューズメントスペースa-cho 京都府京都市中京区寺町通四条上る東大文字町３０２－３０３ Ａ－ｂｒｅａｋビル２・３Ｆ
プラサカプコン京都店,京都府京都市右京区西院追分町２５－１ イオン京都五条３階,2,shop_id=11360,プラサカプコン京都店 京都府京都市右京区西院追分町２５－１ イオン京都五条３階
ラウンドワンスタジアム京都伏見店,京都府京都市伏見区下鳥羽平塚町23 ,4,shop_id=5672,ラウンドワンスタジアム京都伏見店 京都府京都市伏見区下鳥羽平塚町23 
ラウンドワン京都河原町,京都府京都市中京区河原町通三条下る山崎町250 ,6,shop_id=11630,ラウンドワン京都河原町 京都府京都市中京区河原町通三条下る山崎町250 
モーリーファンタジー高の原店,京都府木津川市相楽台１－１－１ イオン高の原４階,2,shop_id=2232,モーリーファンタジー高の原店 京都府木津川市相楽台１－１－１ イオン高の原４階
あそVIVA,京都府福知山市堀小字下高田2346 ,2,shop_id=5773,あそVIVA 京都府福知山市堀小字下高田2346 
アミパラ久御山店,京都府久世郡久御山町森大内337 イオンタウン久御山,2,shop_id=10996,アミパラ久御山店 京都府久世郡久御山町森大内337 イオンタウン久御山
ゲームフェイス八尾店,大阪府八尾市天王寺屋２－６８ 八尾ボールアロー,2,shop_id=3677,ゲームフェイス八尾店 大阪府八尾市天王寺屋２－６８ 八尾ボールアロー
フタバボウル関大前店,大阪府吹田市千里山東１－７－１８ ,4,shop_id=6033,フタバボウル関大前店 大阪府吹田市千里山東１－７－１８ 
GiGO和泉,大阪府和泉市肥子町2-4-41 GiGO和泉,2,shop_id=8055,GiGO和泉 大阪府和泉市肥子町2-4-41 GiGO和泉
アミパラ光明池店,大阪府和泉市室堂町824-36 コムボックス光明池2階,2,shop_id=11570,アミパラ光明池店 大阪府和泉市室堂町824-36 コムボックス光明池2階
ラウンドワンららぽーと和泉店,大阪府和泉市あゆみ野４－４－７ ４階 ららぽーと和泉,2,shop_id=8851,ラウンドワンららぽーと和泉店 大阪府和泉市あゆみ野４－４－７ ４階 ららぽーと和泉
ゲームパニック堺,大阪府堺市堺区築港八幡町1番地1堺浜 シーサイドステージ内堺浜エンタメ館,2,shop_id=3247,ゲームパニック堺 大阪府堺市堺区築港八幡町1番地1堺浜 シーサイドステージ内堺浜エンタメ館
ソユーゲームフィールド堺鉄砲町店,大阪府堺市堺区鉄砲町1番地 イオンモール堺鉄砲町3階,2,shop_id=9382,ソユーゲームフィールド堺鉄砲町店 大阪府堺市堺区鉄砲町1番地 イオンモール堺鉄砲町3階
ラウンドワンスタジアム堺中央環状店,大阪府堺市東区石原町２町２４１番 ラウンドワンスタジアム堺中央環状,2,shop_id=6114,ラウンドワンスタジアム堺中央環状店 大阪府堺市東区石原町２町２４１番 ラウンドワンスタジアム堺中央環状
