36.31824274 139.1723592,群馬県,群馬レジャーランド伊勢崎店
36.36888377 139.1051864,群馬県,ラウンドワン前橋店
36.40497647 139.0794189,群馬県,群馬レジャーランド前橋店
36.29327372 139.4001931,群馬県,ユーズランド太田店
36.26802219 139.3761382,群馬県,群馬レジャーランド太田店
36.4742053 139.0154654,群馬県,群馬レジャーランド渋川店
36.27426745 139.0718857,群馬県,群馬レジャーランド藤岡店
36.39047889 139.0067302,群馬県,ユーズランド高崎店
36.32992086 139.0128661,群馬県,群馬レジャーランド高崎駅東口店
35.907441 139.625505,埼玉県,タイトーステーション大宮店
35.90775385 139.6256741,埼玉県,埼玉レジャーランド大宮ラクーン店
35.90800635 139.6245445,埼玉県,埼玉レジャーランド大宮駅東口店
35.91078012 139.6254963,埼玉県,ラウンドワン大宮店
35.90617972 139.6220194,埼玉県,GiGO大宮西口
35.86027333 139.6535096,埼玉県,アミューズメントクラブ浦和
35.85617882 139.522425,埼玉県,アミューズメントフィールドバイヨン
35.84215546 139.8548102,埼玉県,ゲームパニック三郷
35.859813 139.865774,埼玉県,ラウンドワンららぽーと新三郷店
35.98574121 139.6078308,埼玉県,ラウンドワン上尾店
36.12348469 139.7152159,埼玉県,ラウンドワンさいたま･栗橋店
36.259925 139.137383,埼玉県,ラウンドワンさいたま･上里店
35.82812299 139.3755366,埼玉県,ラウンドワン入間店
35.81911 139.418219,埼玉県,GiGO入間
35.91384483 139.482921,埼玉県,タイトーFステーションクレアモール川越店
36.05714632 139.7144119,埼玉県,インターワールド幸手店
35.78935214 139.4700049,埼玉県,ラウンドワン所沢店
35.987895 139.788478,埼玉県,ユーズランド春日部店
35.95940469 139.7289621,埼玉県,埼玉レジャーランド春日部店
35.79026242 139.5796756,埼玉県,ラウンドワン朝霞店
36.17966807 139.2987761,埼玉県,ビデオゲームミュージアムロボット深谷店
35.878515 139.438562,埼玉県,新狭山グランドボウル
35.82819969 139.8024875,埼玉県,ゲームファクトリーマグマ
35.81240056 139.7878993,埼玉県,ラウンドワン草加店
35.83078787 139.6742521,埼玉県,ラウンドワンわらび店
35.87763779 139.8247477,埼玉県,ユーズランド越谷店
36.08064011 139.4902201,埼玉県,ラウンドワンさいたま･鴻巣店
35.71839979 140.1362206,千葉県,ラッキー佐倉店
35.72444576 140.0674286,千葉県,ラッキーバッティングドーム
35.61028144 140.1182438,千葉県,ラッキー中央店(フェリシダ)
35.55423187 140.1264305,千葉県,スポーツウェーブ鉄腕24浜野店
35.66179317 140.1264239,千葉県,スポーツウェーブ鉄腕24稲毛長沼店
35.65753267 140.129187,千葉県,パレパレ稲毛長沼店
35.65022338 140.0425216,千葉県,GiGO幕張
35.58828462 140.3904243,千葉県,千葉レジャーランド成東店
35.51363106 140.0899562,千葉県,ゲームチャリオット五井店
35.54749256 140.1233239,千葉県,ラウンドワン市原店
35.52471801 140.121946,千葉県,ゲームチャリオット辰巳店
35.72122007 139.9274269,千葉県,スタジオプリモ本八幡店
35.76304297 139.96933,千葉県,大慶園
35.69246485 139.9267286,千葉県,タイトーFステーション市川妙典店
35.711239 139.927465,千葉県,ラウンドワン市川鬼高店
35.72348705 140.6395969,千葉県,GiGO旭
35.36956684 139.9172944,千葉県,イスカンダル木更津店
35.783581 139.900789,千葉県,namco松戸店
35.88165286 139.9615303,千葉県,スーパーウェーブ柏店
35.845987 139.957023,千葉県,柏ヤングボウル
35.832403 140.012023,千葉県,ラウンドワンアリオ柏店
35.8605258 139.9713721,千葉県,柏駅前ヤングボウル
35.66516962 139.8933569,千葉県,ゲームプラザセントラル浦安店
35.660295 140.022576,千葉県,ラウンドワン習志野店
35.69228053 140.0201572,千葉県,アミューズメントエース津田沼
35.700449 139.984231,千葉県,アドアーズ船橋店
35.97154747 139.8653487,千葉県,千葉レジャーランド野田店
34.990732 139.86733,千葉県,館山ヤングボウル
35.90115035 140.493442,千葉県,フリスポ佐原
35.70931435 139.6656989,東京都,アドアーズ中野店
35.65802575 139.338208,東京都,ゲームプラザセントラル八王子店
35.7529261 139.7377633,東京都,namco王子サンスクエア店
35.778926 139.722383,東京都,GiGO赤羽
35.69869242 139.7706229,東京都,GiGO秋葉原5号館
35.698992 139.77108,東京都,Hey(タイトー)
35.69891 139.77165,東京都,ゲームパニック秋葉原
35.69887947 139.7701404,東京都,東京レジャーランド秋葉原店
35.70073433 139.7718424,東京都,東京レジャーランド秋葉原2号店
35.71002035 139.7742619,東京都,アドアーズ上野アメ横店
35.701889 139.480156,東京都,タイトーステーション国分寺店
35.700721 139.816024,東京都,タイトーFステーションオリナス錦糸町店
35.696456 139.815836,東京都,タイトーステーション錦糸町楽天地店
35.624024 139.423196,東京都,Amusement&Game MAGHREB
35.590043 139.72823,東京都,GiGO大森
35.56301591 139.7158447,東京都,シルクハット蒲田西口
35.667312 139.477387,東京都,ラウンドワン府中本町駅前店
35.69316847 139.7018443,東京都,新宿スポーツランド本館
35.689926 139.702372,東京都,タイトーステーション新宿南口ゲームワールド店
35.69606337 139.7012777,東京都,ゲームパニック新宿歌舞伎町
35.701061 139.741994,東京都,GiGO神楽坂
35.68945769 139.6973935,東京都,GiGO新宿西口
35.712933 139.70419,東京都,タイトーステーションBIGBOX高田馬場
35.7049194 139.6495113,東京都,ゲームスタジオキューブ高円寺
35.74900603 139.7022497,東京都,ゲームサファリ大山
35.77799391 139.685865,東京都,ゲームニュートン
35.7774666 139.6312648,東京都,GiGO成増
35.77658 139.67879,東京都,ラウンドワン板橋店
35.73563714 139.3826993,東京都,ラウンドワン武蔵村山店
35.706276 139.580884,東京都,ラウンドワン吉祥寺店
35.7036243 139.5786419,東京都,東京レジャーランド吉祥寺店
35.70436 139.57963,東京都,タイトーFステーション吉祥寺JOY
35.71124527 139.8694303,東京都,江戸川ヤングボウル
35.67184786 139.8361845,東京都,ラウンドワン南砂店
35.64677066 139.7109583,東京都,ASO:VIBA!
35.660097 139.702644,東京都,GiGO渋谷宮益坂
35.54392 139.446987,東京都,GiGO町田
35.542593 139.448333,東京都,タイトーステーション町田店
35.54409488 139.4432407,東京都,ラウンドワン町田店
35.60845726 139.6676515,東京都,GiGO自由が丘
35.699058 139.412162,東京都,タイトーステーション立川北口店
35.6972343 139.4142917,東京都,GiGO立川
35.69651 139.42878,東京都,WORLD GAME CIRCUS
35.74266197 139.6044655,東京都,ゲームパーク石神井
35.73696054 139.6383659,東京都,ミラクル イン 中村橋
35.765462 139.84798,東京都,東京レジャーランド亀有店
35.71623508 139.8580953,東京都,アドアーズ新小岩店
35.73960492 139.8494477,東京都,GiGO立石
35.74832547 139.8540342,東京都,葛飾ヤングボウル
35.73493237 139.2750782,東京都,ユーズランド日の出店
35.44802433 139.3431365,神奈川県,神奈川レジャーランド厚木店
35.53846653 139.741634,神奈川県,ラウンドワン川崎大師店
35.5314121 139.7002166,神奈川県,シルクハット川崎ダイス
35.600042 139.61245,神奈川県,タイトーステーション溝の口店
35.335825 139.354769,神奈川県,ラウンドワンららぽーと湘南平塚店
35.44281185 139.629987,神奈川県,シルクハット伊勢佐木町
35.42544673 139.6651799,神奈川県,アミューズメントパレスワンダーヴュー本牧店
35.399502 139.531856,神奈川県,タイトーステーション戸塚西口店
35.53198182 139.6371126,神奈川県,ラウンドワン横浜綱島店
35.5364623 139.6324113,神奈川県,GiGO綱島
35.464648 139.619593,神奈川県,タイトーステーション横浜西口五番街店
35.46393717 139.6180549,神奈川県,ラウンドワン横浜駅西口店
35.51925659 139.5847927,神奈川県,ドラマ港北インター店
35.50924389 139.6754695,神奈川県,ゲームコスモ鶴見店
35.452455 139.395834,神奈川県,タイトーステーション海老名ビナウォーク店
35.45161 139.39236,神奈川県,GiGO海老名
35.57350902 139.3710322,神奈川県,GiGO相模原
35.532177 139.436075,神奈川県,GiGO相模大野
35.59444342 139.3489184,神奈川県,アドアーズ橋本店
35.337282 139.487332,神奈川県,タイトーステーション藤沢店
35.34049487 139.4648408,神奈川県,楽市楽座湘南藤沢店
37.16405087 138.2489336,新潟県,上越レジャーランボウル
37.148097 138.259034,新潟県,タイトーFステーション上越店
37.13648 138.7456,新潟県,HapipiLand十日町店
37.051028 138.868007,新潟県,プレイゾーンバンブー
37.88807436 139.0177537,新潟県,ラウンドワン新潟店
37.71741366 138.8908286,新潟県,プレイハウスエリナ
37.45794202 138.8125194,新潟県,アピナ長岡店
37.42498834 138.8377613,新潟県,ゲームセンターテクノポリス
36.69555337 137.192538,富山県,キッズサーカス五福
36.66605175 137.208892,富山県,富山レジャーランド掛尾店
36.71545083 137.1579046,富山県,トヤマレジャーランド呉羽店
36.7205 137.092912,富山県,クァトロブーム小杉
36.72378877 137.016935,富山県,ユーズランド高岡店
36.69943034 136.985008,富山県,ぞうさん
36.73235328 137.0023356,富山県,ゲームSPOT207
36.8255737 137.4142933,富山県,ゲームスポットアップル
36.88891002 137.4646533,富山県,プレイランド黒部
36.32515503 136.4113746,石川県,バイパスレジャーランド加賀店
36.54211559 136.626054,石川県,ラウンドワン金沢店
36.58375651 136.6206642,石川県,バイパスレジャーランド藤江新館
36.58397239 136.621523,石川県,バイパスレジャーランド藤江本館
35.64473762 136.0430148,福井県,ジョイランド敦賀店
36.042283 136.233748,福井県,福井レジャーランド板垣店
36.073357 136.243038,福井県,GiGO福井
36.08750805 136.2494211,福井県,フクイレジャーランドワイプラザ店
35.905197 136.153466,福井県,GiGO武生
35.90367935 136.1521765,福井県,キッズサーカスシピィ店
35.64182781 138.547239,山梨県,ゲームパニック甲府
36.21052692 137.9610526,長野県,アピナ松本
36.65105714 138.225192,長野県,ラウンドワン長野店
35.4295369 137.0390315,岐阜県,オリエンタルバッティングセンター可児店
35.38404596 136.5956139,岐阜県,アミューズメントスペースコミ丸アリババ大垣店
35.37596826 136.7145391,岐阜県,ゲームファンタジアン柳津店
35.38308553 136.7461998,岐阜県,A.Cグランド
35.455121 136.672955,岐阜県,ラウンドワンモレラ岐阜店
35.38432479 136.6846653,岐阜県,岐阜レジャーランド穂積店
35.15310644 138.6938016,静岡県,ラウンドワン富士店
34.68017431 137.6443768,静岡県,ポート24浜松店
34.73795995 137.7638799,静岡県,ラウンドワン浜松店
34.72247074 137.7647101,静岡県,サープラOZ浜松あそびタウン
34.80971624 138.2732243,静岡県,アップルグランリバー 大井川店
34.887348 138.293077,静岡県,藤枝グランドボウル
34.99831803 138.4134069,静岡県,アップル新北街道店
34.950991 138.360524,静岡県,ラウンドワン静岡･駿河店
35.00549344 137.0014494,愛知県,M'sPARK刈谷店
35.25506282 136.8439405,愛知県,ラウンドワン名古屋西春店
34.87469206 136.9217723,愛知県,半田メトロポリス
34.88609688 136.9412056,愛知県,ラウンドワン半田店
34.880273 136.916512,愛知県,ゲームダイコク
35.15945319 136.9054236,愛知県,タイトーステーションフェドラ大須店
35.16797694 136.9050444,愛知県,キングジョイ
35.14401179 136.8999767,愛知県,コムテックスクウェア金山
35.12338322 136.8636484,愛知県,ラウンドワン中川一号線店
35.17310098 136.876603,愛知県,BOX.Q3
35.16941986 136.885993,愛知県,コムテックタワー
35.162736 136.884929,愛知県,GiGOマーケットスクエアささしま
35.16799971 136.9279985,愛知県,ラウンドワン千種店
35.1137072 136.9098069,愛知県,名古屋レジャーランド内田橋店
35.14264312 136.9023578,愛知県,GiGO金山
35.04850561 136.9496236,愛知県,ゲームパニック大高
35.09913151 136.9528735,愛知県,ラウンドワン鳴海店
35.03099 136.95617,愛知県,ダイナソアエイジ
34.95485697 137.0975854,愛知県,安城メトロポリス
34.97692806 137.161659,愛知県,ADXマミー岡崎店
34.97414674 137.1576611,愛知県,岡崎グランドボウル
34.97365547 137.1600268,愛知県,GiGO北岡崎
35.26729521 137.012739,愛知県,ADXマミー春日井出川店
35.26954 136.96052,愛知県,GiGO春日井
34.97885364 136.9741411,愛知県,ユーズランド東浦店
35.23636829 136.8193778,愛知県,稲沢グランドボウル
34.7239242 137.4323261,愛知県,ラウンドワン豊橋店
35.0565113 137.1404324,愛知県,M'Sパーク豊田店
34.89016302 137.1632649,愛知県,ポート24幸田
35.02319916 136.6836502,三重県,ラウンドワンみえ川越IC店
34.96844971 136.6166023,三重県,GiGOトナリエ四日市
34.94000426 136.6070666,三重県,アピナ四日市店
34.986457 136.601599,三重県,GiGO生桑
34.96631 136.61633,三重県,アミューズメントスペースコミ丸四日市店
34.6726828 136.5194663,三重県,ラウンドワン津･高茶屋店
35.003875 135.883431,滋賀県,滋賀レジャーランド大津店
35.010557 135.866804,滋賀県,ラウンドワン浜大津アーカス店
35.0693009 135.9953524,滋賀県,ネットアクション守山
35.25868777 136.2653241,滋賀県,彦根パスカ
34.99965692 135.9463199,滋賀県,エースレーン草津
35.12047338 136.1037493,滋賀県,タイトーFステーションイオン近江八幡店
35.00699573 135.7685149,京都府,ラウンドワン京都河原町店
34.93599659 135.746198,京都府,ラウンドワン京都伏見店
35.28971907 135.1348229,京都府,あそVIVA本店
34.6039863 135.6123324,大阪府,ゲームフェイス八尾
34.58340412 135.468425,大阪府,ラウンドワン堺駅前店
34.597817 135.447433,大阪府,ゲームパニック堺
34.55707895 135.5362412,大阪府,ラウンドワン堺中央環状店
34.667424 135.5026714,大阪府,ラウンドワン千日前店
34.70337769 135.5009178,大阪府,ラウンドワン梅田店
34.69651235 135.559648,大阪府,ラウンドワン城東放出店
34.74289355 135.5255278,大阪府,ラウンドワン東淀川店
34.660362 135.506113,大阪府,タイトーステーション大阪日本橋店
34.66278737 135.5032116,大阪府,GiGO難波アビオン
34.646623 135.511677,大阪府,GiGOあべのアポロ
34.6426363 135.5113991,大阪府,G-palaあべの店
34.7562488 135.5886793,大阪府,ラウンドワン守口店
34.735265 135.564645,大阪府,ゲームプラザエム
34.78316526 135.628799,大阪府,モンキートリック
34.45453199 135.3850619,大阪府,星狩物語岸和田店
34.45649962 135.3885278,大阪府,ラウンドワン岸和田店
34.69383 135.61757,大阪府,トップラン東大阪
34.6531932 135.60637,大阪府,ラウンドワン東大阪店
34.66416946 135.5628455,大阪府,GiGO布施
34.84319757 135.6986262,大阪府,ラウンドワン枚方店
34.817929 135.576325,大阪府,あそVIVA阪急茨木店
34.75733488 135.465555,大阪府,ラウンドワン豊中店
34.83266921 135.6301782,大阪府,ラウンドワン高槻店
34.88047252 135.2295927,兵庫県,アミューズメント ミール
34.77891327 135.3932572,兵庫県,ラウンドワン伊丹店
34.74552902 134.8355115,兵庫県,ホムスタ加古川店
34.74708002 134.836935,兵庫県,ラウンドワン加古川店
34.79228629 134.6871127,兵庫県,ラウンドワン姫路飾磨店
34.73331738 135.4329448,兵庫県,ラウンドワンJR尼崎駅前店
34.83203126 134.6001053,兵庫県,ゲームアイビス太子店
34.69392181 135.1914556,兵庫県,アルゴ
34.69312229 135.192177,兵庫県,GiGO三宮北口
34.69403073 135.1973402,兵庫県,ラウンドワン三宮駅前店
34.69551577 135.1950261,兵庫県,遊･スペース マジカル
34.69960026 135.2142557,兵庫県,タイトーFステーションHAT神戸店
34.67922481 134.9831791,兵庫県,ホムスタ玉津店
34.717655 134.928895,兵庫県,トップラン
34.685231 135.802224,奈良県,ラウンドワン奈良ミナーラ店
34.67167 135.799186,奈良県,キッズサーカス奈良柏木店
34.275743 135.149066,和歌山県,ユーズランド和歌山店
34.25253983 135.1463143,和歌山県,ピタゴラス和歌山店
34.19849168 135.1859428,和歌山県,ラウンドワン和歌山店
35.43833291 133.8393183,鳥取県,スーパーヒーロー倉吉
35.43797411 133.3392651,鳥取県,アミパラがいな店
34.5583269 133.6767549,岡山県,ファンタジスタ
34.60290341 133.7454258,岡山県,ユーズランド倉敷店
34.55139486 133.7675318,岡山県,ドライブイン古城
34.62318926 133.8694608,岡山県,ラウンドワン岡山妹尾店
34.22860722 132.6293589,広島県,GiGO広
34.3929912 132.4599026,広島県,タイトーステーション広島本通店
34.39365895 132.4600423,広島県,ラウンドワン広島店
34.394034 132.456154,広島県,タイトーステーション広島紙屋町店
34.39350431 132.4360428,広島県,アミパラ広島店
34.489155 133.3925782,広島県,ラウンドワン福山店
34.44068975 133.2607402,広島県,アミューズメントパークMGジアス店
34.1647908 131.4517343,山口県,サープラ山口あそびタウン
34.064828 134.564699,徳島県,ラウンドワン徳島･万代店
34.08586633 134.5426759,徳島県,アミューズメントパフェ パレパレ
34.24362494 133.7639965,香川県,マックスプラザ善通寺
34.33898638 134.0669994,香川県,ラウンドワン高松店
34.33588169 134.0537351,香川県,えの木高松店
33.97450223 133.5286622,愛媛県,アミューズメントパークMG伊予三島店
33.80938654 132.7280805,愛媛県,プレイドーム松山
33.84135404 132.753158,愛媛県,アミューズメントパークMGキスケ店
33.8664873 132.751593,愛媛県,ラウンドワン松山店
33.9205621 133.0775644,愛媛県,アミューズメントパークMG東予店
33.55793713 133.554676,高知県,ラウンドワン高知店
33.88758128 130.8847829,福岡県,G-STAGE小倉店
33.89742877 130.8598475,福岡県,ラウンドワン小倉店
33.54646948 130.4822214,福岡県,ラウンドワン大野城店
33.58960223 130.3968402,福岡県,ラウンドワン福岡天神店
33.5896519 130.3962521,福岡県,タイトーステーション福岡天神店
33.589905 130.396633,福岡県,GiGO福岡天神
33.58394157 130.4382666,福岡県,ラウンドワン博多半道橋店
33.62410817 130.4195897,福岡県,楽市街道箱崎店3F
33.27533631 130.3015536,佐賀県,ラウンドワン佐賀店
33.24215325 130.2565663,佐賀県,遊道楽 嘉瀬店
32.68271108 130.6679513,熊本県,パスカワールド宇土店
32.79041868 130.7149285,熊本県,スポラ九品寺
32.8026522 130.7092883,熊本県,サープラ下通りあそびタウン
32.78499883 130.6775647,熊本県,ラウンドワン熊本店
32.98790587 130.4711246,熊本県,パスカワールドグリーンランド
32.86472855 130.8092457,熊本県,スポラ菊陽店
33.559002 131.192857,大分県,ユーズランド三光店
33.235334 131.606448,大分県,タイトーFステーションセントポルタ大分店
33.24885259 131.6402543,大分県,ラウンドワン大分店
31.89458335 131.4170876,宮崎県,ラウンドワン宮崎店
31.54388304 130.5427759,鹿児島県,ラウンドワン鹿児島宇宿店
26.27580261 127.7310389,沖縄県,ラウンドワン沖縄･宜野湾店
26.19509176 127.7210653,沖縄県,ラウンドワン沖縄･南風原店
35.72942259 139.6828924,undefined,ゲームW店
35.72930775 139.7150562,undefined,GiGO総本店
35.730175 139.714846,undefined,ラウンドワン池袋店
35.73058948 139.709706,undefined,タイトーステーション池袋西口店
