shop,adress,map
サンゲーム鳥栖店,佐賀県鳥栖市元町1353-1,"33.3747133 130.5060387"
ソニックワールド伊万里店,佐賀県伊万里市二里町八谷搦１８９−３,"33.27858888680348 129.87222840304105"
パスカワールドグリーンランド店,熊本県荒尾市本井手１５７４−５４,"32.9878473 130.4712114"
ｎａｍｃｏワンダーシティ南熊本店,熊本県熊本市中央区九品寺６−９−１,"32.786892021695884 130.71473175330357"
ＴＨＥ３ＲＤＰＬＡＮＥＴ下通り店,熊本県熊本市中央区手取本町４番１２号,"32.802661310721575 130.70933071045079"
スポラ九品寺,熊本県熊本市中央区九品寺5丁目10-15,"32.7904656 130.7148881"
スポラ菊陽,熊本県菊池郡菊陽町津久礼駄飼代２６１７−２,"32.864451600473316 130.8090616085983"
宇土パスカワールド,熊本県宇土市善道寺町綾織９５,"32.68347530186642 130.66819866109927"
ＧｉＧＯ高城,大分県大分市牧１−１６１−８,"33.24170942189051 131.63726538280332"
トライセン萩原,大分県大分市萩原４−２２７−７,"33.2491774 131.6436745"
ＧｉＧＯ別府,大分県別府市餅ヶ浜町１６１−２,"33.2955437 131.5030742"
ＧｉＧＯ中津,大分県中津市沖代町１−２−１６,"33.591210859151936 131.20199903677064"
トライセン中津店,大分県中津市下池永６７−３,"33.589677614707064 131.2110359533035"
Ｇ−ｐａｌａ日田,大分県日田市友田997-1,"33.32581354140554 130.91165950013885"
ビリヤードG’Z,宮崎県都城市牟田町４−２,"31.725694990100344 131.0595809650124"
サンアミューズ鹿屋店,鹿児島県鹿屋市札元2丁目3798-1,"31.3997964 130.872925"
