プリチャン、第一弾のやつなんでかなり古い稼働店舗ぽい

"○×△□（ラくトス）","東京都葛飾区新小岩１－４４－６"
"水戸京成百貨店","茨城県水戸市泉町１－６－１水戸京成百貨店７Ｆ玩具売場"
"池袋ＧＩＧＯ","東京都豊島区東池袋１－２１－１"
"滋賀レジャーランド大津","滋賀県大津市におの浜３－１－４３"
"福井西武","福井県福井市中央１－８－１西武百貨店福井店７Ｆ玩具売場"
"福山メトロポリス","広島県福山市一文字町２４－１"
"西友ひたち野うしく","茨城県牛久市ひたち野東２２－１玩具売場"
"西友ザ・モール春日","福岡県春日市春日５－１７玩具売場"
"西友三軒茶屋","東京都世田谷区太子堂４－２４－８玩具売場"
"西友光が丘","東京都練馬区光が丘５－１－１玩具売場"
"西友安城","愛知県安城市大東町９－３１玩具売場"
"西友小手指","埼玉県所沢市小手指町１－２５－８玩具売場"
"西友川中島","長野県長野市川中島町今井字薬師堂１８１４－１玩具売場"
"西友平塚","神奈川県平塚市東中原１－１－２５玩具売場"
"西友手稲","北海道札幌市手稲区前田１条１１－３１１－１玩具売場"
"西友河辺","東京都青梅市河辺町１０－９－１玩具売場"
"西友深沢","東京都世田谷区深沢１－８－１玩具売場"
"西友清瀬","東京都清瀬市元町１－４－５玩具売場"
"西友王寺","奈良県北葛城郡王寺町久度２－２－１玩具売場"
"西友福生","東京都福生市東町５－１玩具売場"
"西友練馬","東京都練馬区練馬１－３－１０玩具売場"
"西友荻窪","東京都杉並区上萩１－９－１タウンセブン玩具売場"
"西友行徳","千葉県市川市行徳駅前１－１９－１"
"西友調布","東京都調布市小島町１－１０－１玩具売場"
"西友豊田","東京都日野市多摩平１－９－１玩具売場"
"西友郡山","福島県郡山市長者１－１－５６玩具売場"
"西友阿佐ヶ谷","東京都杉並区阿佐谷北１－５－６玩具売場"
"西友青井","東京都足立区青井３－１－１"
"西友ＬＩＶＩＮよこすか","神奈川県横須賀市平成町３－２１－４玩具売場"
"西友ＬＩＶＩＮ田無","東京都西東京市田無町２－１－１玩具売場"
"西條士別","北海道士別市大通東１６丁目３１４３"
"西條百貨店稚内","北海道稚内市大黒４丁目７－１玩具売場"
"豊川メトロポリス","愛知県豊川市下長山町上アライ１４－１"
"遊楽舎姫路花田","兵庫県姫路市花田町上原田２－１２Ｆ"
"遊遊パークフォレオ博多","福岡県福岡市博多区東那珂１－１４－４６フォレオ博多２Ｆ"
"野田ホビーノア","千葉県野田市中根３６ショッピングセンターノア３Ｆ"
"金沢メトロポリス","石川県金沢市無量寺４丁目１２１番地１"
"青森メトロポリス","青森県青森市三好１－１５－８"
"龍宮ガーデンアリオ上尾","埼玉県上尾市大字壱丁目３６７番地アリオ上尾店内２階"
"ＡＢＣパレード博多","福岡県福岡市東区東浜１－１－１ゆめタウン玩具売場２Ｆ"
"ＡＧスクエア埼玉花園","埼玉県深谷市荒川３５９"
"ＡＧスクエア小郡","山口県山口市小郡前田町３－６"
"ＡＧスクエア岡谷","長野県岡谷市塚間町２－１－２１"
"ＡＧスクエア掛川","静岡県掛川市細田２４８"
"ＡＧスクエア東大阪","大阪府東大阪市稲田新町３－９－６４"
"ＡＧスクエア清水","静岡県静岡市清水区駒越北町８－１ベイドリーム清水"
"ＡＧスクエア石岡","茨城県石岡市東大橋中峯１９７６－１"
"ＡＧスクエア磐田","静岡県磐田市下万能４１３"
"ＡＭサントロペ池袋","東京都豊島区東池袋１－２９サントロペビル２階"
"ＡＭＰＩＡ大船","神奈川県鎌倉市大船１－２４大船駅前ビル１Ｆ～３Ｆ"
"ＡＭＰＩＡ川口","埼玉県川口市栄町３－１－１６イート川口ビル４階"
"ＡＭＰＩＡ川崎モアーズ","神奈川県川崎市川崎区駅前本町７番地岡田屋モアーズ１階"
"ＡＮ．ＫＩＮ．ＴＡＮ五城目","秋田県南秋田郡五城目町大字大川西野字田屋前１３８イオンスーパーセンター五城目店内"
"ＢＥＳＴＯＭ中富良野","北海道空知郡中富良野町字中富良野東１線北１７号"
"ＢＲＥＭＥＮＴＯＷＮ鳴海","愛知県名古屋市緑区鳴海町字伝冶山３－９アピタ鳴海店２Ｆ"
"ＣＬＵＢＳＥＧＡアドバンスモール松阪","三重県松阪市田村町２３５－１"
"ＣＬＵＢＳＥＧＡ新宿西口","東京都新宿区西新宿１－１２－５"
"ＣＬＵＢＳＥＧＡ新杉田","神奈川県横浜市磯子区杉田１丁目１‐１らびすた新杉田２Ｆ"
"ＣＬＵＢＳＥＧＡ秋葉原新館","東京都千代田区外神田一丁目１１番１１号外神田１丁目ビルディング"
"ＣＬＵＢＳＥＧＡ立川","東京都立川市紫崎町３－２－１サザンビル１Ｆ"
"ＣＬＵＢＳＥＧＡ綱島","神奈川県横浜市港北区綱島西２－６－２９城田ビル３Ｆ"
"ＣＬＵＢＳＥＧＡ自由ヶ丘","東京都目黒区自由ヶ丘２－１０－９"
"ＣＬＵＢＳＥＧＡ藤井寺","大阪府藤井寺市沢田１－２０－８"
"ＥＮＴＥＲＴＡＩＮＭＥＮＴＦＩＥＬＤ","大阪府吹田市千里万博公園２－１ららぽーとＥＸＰＯＣＩＴＹ３Ｆ"
"ＦＥＳＴＡコスモタウン佐伯","大分県佐伯市鶴岡西町２丁目１６３番地コスモタウン佐伯内"
"ＦＥＳＴＡフリーモールわさだ","大分県大分市大字木上字鉾手２１０２番地フリーモールわさだ内"
"ＦＥＳＴＡ上尾","埼玉県上尾市愛宕３丁目１－４０バリュープラザ上尾愛宕店内"
"ＦＥＳＴＡ人吉","熊本県人吉市宝来町１３０７－１人吉レックス内"
"ＦＥＳＴＡ古河","茨城県古河市松並２－１８－１０マーケットシティ古河内"
"ＦＥＳＴＡ山鹿","熊本県山鹿市方保田字鳥越３４６８－１Ｍｒ．Ｍａｘ山鹿ショッピングセンター内"
"ＦＫＤインターパーク","栃木県宇都宮市インターパーク６－１－１２Ｆ玩具売場"
"ＦＫＤ宇都宮","栃木県宇都宮市今泉町２３７番地２Ｆ玩具売場"
"Ｆｏｒｋｉｄｓ’+bｂｙこぐま流山おおたかの森ＳＣ","千葉県流山市西初石６－１８５－２流山おおたかの森ＳＣ３Ｆ"
"Ｆｏｒｋｉｄｓ’こぐまあべの","大阪府大阪市阿倍野区阿倍野筋１－１－４３あべのハルカス近鉄本店ウイング館８Ｆ"
"Ｆｏｒｋｉｄｓ’ｂｙこぐまボンベルタ成田","千葉県成田市赤坂２ー１ー１０ボンベルタ成田３ＦＦｏｒｋｉｄｓ'byこぐま成田店"
"ＧＡＭＥＳＱＵＡＲＥ茂原","千葉県茂原市六ツ野八貫野２７８５－１ライフガーデン茂原"
"ＧＡＺＡ３Ｆゲームコーナー","愛知県豊田市喜多町１丁目１４０番地"
"ＧａｍｅＦｉｅｌｄ守山","滋賀県守山市滋賀県守山市今浜町２６２０－５ピレリ守山店１Ｆ"
"Ｈｅｙ","東京都千代田区外神田１－１０－５広瀬本社ビル２Ｆ"
"ＪＯＹＦＵＬ－２ニューポートひたちなか","茨城県ひたちなか市新光町３４－１玩具売場"
"ＪＯＹＦＵＬ－２千葉ニュータウン","千葉県印西市草深１９２１玩具売場"
"ＪＯＹＦＵＬ－２瑞穂","東京都西多摩郡瑞穂町殿ヶ谷４４２玩具売場"
"ＬＡＮＤ藤枝","静岡県藤枝市前島１丁目７番１０号ＢｉＶｉ藤枝４Ｆ"
"ＭＡＲＫＩＳ静岡","静岡県静岡市葵区柚木１９１ＭＡＲＫＩＳ静岡３階"
"ＭＡＸＩＭＨＥＲＯ","北海道札幌市北区北６条西６丁目鉄道高架下"
"ＭＥＧＡドン・キホーテラパーク成東","千葉県山武市成東１８０８－１"
"ＭＥＧＡドン・キホーテ仙台台原","宮城県仙台市青葉区台原１－７－４０"
"ＭＥＧＡドン・キホーテ函館","北海道函館市美原１－７－１"
"ＭＥＧＡドン・キホーテ勝田","茨城県ひたちなか市石川町１－１"
"ＭＥＧＡドン・キホーテ姫路広畑","兵庫県姫路市広畑夢前町１－１－１"
"ＭＥＧＡドン・キホーテ柏崎","新潟県柏崎市東長浜町４－１５"
"ＭＥＧＡドン・キホーテ桐生","群馬県桐生市永楽町５－１０"
"ＭＥＧＡドン・キホーテ浜松可美","静岡県浜松市南区東若林町１１－１"
"ＭＥＧＡドン・キホーテ浦和原山","埼玉県さいたま市緑区原山４－３－３"
"ＭＥＧＡドン・キホーテ綾瀬","神奈川県綾瀬市大上２－１－１"
"ＭＥＧＡドン・キホーテ蓮田","埼玉県蓮田市東４－５－１３"
"ＭＥＧＡドン・キホーテ豊橋","愛知県豊橋市藤沢町１４１"
"ＭＥＧＡドン・キホーテ都城","宮崎県都城市上川東４－５９４８－１"
"ＭＥＧＡドン・キホーテ長野","長野県長野市大字高田１７５８"
"ＭＥＧＡドン・キホーテＵＮＹ国府","愛知県豊川市国府町桜田１０３"
"ＮＩＣＯＰＡアピタ新守山","愛知県名古屋市守山区新守山２８３０アピタ新守山２Ｆ"
"ＮＩＣＯＰＡイオン伊勢","三重県伊勢市楠部町乙１６０イオン伊勢店"
"ＮＩＣＯＰＡイオン津","三重県津市桜橋３－４４６イオン津店２Ｆ"
"ＮＩＣＯＰＡクロスガーデン調布","東京都調布市菊野台１－３３－３クロスガーデン調布２階"
"ＮＩＣＯＰＡベルファ都島","大阪府大阪市都島区友渕町２－１３－３４"
"ＮＩＣＯＰＡ丸井錦糸町店","東京都墨田区江東橋３－９－１０　丸井錦糸町店４F"
"ＮＩＣＯＰＡ四日市北","三重県四日市市富州原町２－４０イオン四日市北店"
"ＮＩＣＯＰＡ成田富里","千葉県成田市東町１３３番地イオンタウン成田富里店２Ｆ"
"ＮＩＣＯＰＡ横浜四季の森フォレオ","神奈川県横浜市旭区上白根３丁目４１番１号"
"ＮＩＣＯＰＡ＆ｎｉｃｏｇｒｏｕｎｄ川崎","神奈川県川崎市川崎区富士見１－５－５マーケットスクエア川崎イースト１Ｆ"
"ＮＩＣＯＰＡ＆ｎｉｃｏｇｒｏｕｎｄ新浦安","千葉県浦安市明海４－１－１ニューコースト新浦安３Ｆ"
"ＮＯＳＩＣＡ桑名","三重県桑名市新西方１丁目２２番地イオンモール桑名２番街２階"
"ＰＡＬＯむつ","青森県むつ市中央２丁目７番８号"
"ＰＡＬＯ久慈","岩手県久慈市長内町第３０地割３２－２"
"ＰＡＬＯ五所川原","青森県五所川原市大字唐笠柳字藤巻６４１番１アクロスプラザ五所川原"
"ＰＡＬＯ京橋","大阪府大阪市都島区片町２－３－５１イオン２・３Ｆ"
"ＰＡＬＯ佐久","長野県佐久市岩村田６－２ステーションパーク佐久"
"ＰＡＬＯ十日町","新潟県十日町市旭町１６１リオン・ドール十日町"
"ＰＡＬＯ古川","宮城県大崎市古川沢田筒場浦１５イオンタウン１Ｆ"
"ＰＡＬＯ喜多方","福島県喜多方市字押切南２－４２－１"
"ＰＡＬＯ埼玉大井","埼玉県ふじみ野市西鶴ケ岡１丁目３番１５号ビバモール埼玉大井ショッピングセンター２Ｆ"
"ＰＡＬＯ境港","鳥取県境港市竹内団地８１番地３"
"ＰＡＬＯ小松島","徳島県小松島市小松島町字領田２０番地小松島ショッピングプラザルピア１Ｆ"
"ＰＡＬＯ成増","東京都板橋区成増２－２１－２ダイエー成増店４Ｆ"
"ＰＡＬＯ桑名","三重県桑名市新西方１丁目２２番地"
