m,b,2022.1.11 (水)『maimai でらっくす FESTiVAL オリジナルグッズプレゼントキャンペーン第4弾』参加店舗一覧
タイトーステーション 千歳店,北海道千歳市北栄２−１２−５
キャッツアイ新札幌店,北海道札幌市厚別区厚別東五条１ー１−１０
キャッツアイ清田店,北海道札幌市清田区清田１条１−２０−１
キャッツアイ新川店,北海道札幌市北区新川二条７丁目１ー７
キャッツアイ東苗穂店,北海道札幌市東区東苗穂６条２丁目１−２５
キャッツアイ恵庭店,北海道恵庭市住吉町２丁目９−１
キャッツアイミュンヘン大橋店,北海道札幌市豊平区平岸１条２３丁目８０１−１
ｎａｍｃｏ札幌エスタ店,北海道札幌市中央区北5条西2-1-1札幌エスタ9F
キャッツアイ篠路店,北海道札幌市北区篠路１条４丁目６ー３０
SOYUGameField旭川西店,北海道旭川市緑町23-2161-3イオンモール旭川西3F
ラウンドワン函館店,北海道函館市西桔梗町８４８−１１
ラウンドワン旭川店,北海道旭川市永山三条１−４−７
ラウンドワン札幌北２１条店,北海道札幌市東区北二十一条東１−１−２１
ラウンドワン札幌白石本通店,北海道札幌市白石区本通１６丁目北１−５０
ソユーゲームフィールド発寒,北海道札幌市西区発寒8条12丁目1　イオン札幌発寒SC3F
ソユーゲームフィールド苗穂店,北海道札幌市東区東苗穂2条3-1-1　イオンモール札幌苗穂２Ｆ
ソユーゲームフィールド旭川駅前店,北海道旭川市宮下通７−２−５ｲｵﾝﾓｰﾙ旭川駅前４F
ラウンドワン札幌すすきの店,北海道札幌市中央区南五条西3-6-1
タイトーステーション 札幌狸小路２丁目店,北海道札幌市中央区南３条西２丁目−１４
ゲームランド新さっぽろ,北海道札幌市厚別区中央２条５丁目７−３ カテプリさっぽろ３階
GiGO八戸,青森県八戸市城下4-25-14
GiGO弘前,青森県弘前市末広1-3-3
ゲームフェスタミタマ店,青森県弘前市駅前町5-5
ソユースペースファンタジーインフィニ,青森県弘前市城東北３−１０−１さくら野百貨店弘前店４Ｆ
ユーズランド下田店,青森県上北郡おいらせ町中野平４０−１イオンモール下田１Ｆ
ゲームランドつがる柏店,青森県つがる市柏稲盛幾世41イオンモールつがる柏2F
ラウンドワン青森店,青森県青森市浜田３−１−１
ゲームフィールド弘前樋の口店,青森県弘前市樋の口二丁目９−６イオンタウン弘前樋の口店
ソユーゲームフィールド青森店,青森県青森市浜田1-14-1イトーヨーカドー青森店2F
ソユーゲームフィールド八戸店,青森県八戸市沼館4-7-112八戸ピアドゥＢ棟2F
ＢＩＮＧＯ一関,岩手県一関市山目字中野９２−１
GiGO水沢,岩手県奥州市水沢区佐倉河字鎧田4-1
タイトーステーション 盛岡マッハランド店,岩手県盛岡市上堂１−２−３８マッハランド内
ゲームランド盛岡店,岩手県盛岡市前潟４−７−１イオンモール盛岡２Ｆ
アミューズメントゾーン北上店,岩手県北上市本通2-2-1さくら野北上店4F
Ｇ３ポロスイオンタウン北上店,岩手県北上市里分四地割２０番地１
ラウンドワン盛岡店,岩手県盛岡市盛岡駅西通２−１０−３５
ソユーファミリーゲームフィールド花巻店,岩手県花巻市高木第１６地割６８−６　銀河モール１Ｆ
テクノワールド,岩手県奥州市江刺区愛宕字梁川127-1
ソユーゲームフィールド盛岡南,岩手県盛岡市本宮7-1-1ｲｵﾝﾓｰﾙ盛岡南1F
ソユーゲームフィールド釜石店,岩手県釜石市港町２−１−１イオンタウン釜石店３F
GiGO佐沼,宮城県登米市迫町佐沼字中江2-5-8
GiGO名取,宮城県名取市飯野坂字土城堀57-1
タイトーステーション 仙台名掛丁店,宮城県仙台市青葉区中央１−７−１３
ゲームコーナー東部,宮城県仙台市若林区六丁の目中町26-60 斎喜東部ビル2F
タイトーステーション 仙台クリスロード店,宮城県仙台市青葉区中央２−３−２５
GiGO石巻,宮城県石巻市大街道東4-1-45
THE 3RD PLANET BiVi仙台店,宮城県仙台市宮城野区榴岡2-1-25
タイトーステーション 仙台ベガロポリス店,宮城県仙台市太白区西多賀５−２４−１ベガロポリス内
ｎａｍｃｏイオンモール名取店,宮城県名取市杜せきのした5-3-1イオンモール名取2F
プラサカプコン石巻店,宮城県石巻市茜平4丁目104番地 ｲｵﾝ石巻ｼｮｯﾋﾟﾝｸﾞｾﾝﾀｰ2F
ビーカム松森店,宮城県仙台市泉区松森字斎兵衛５８−１
ゲームランド佐沼店,宮城県登米市南方町新島前４６−１イオンタウン佐沼ＳＣ
ラウンドワン仙台苦竹店,宮城県仙台市宮城野区苦竹１−７−１０
スーパーノバ仙台利府,宮城県宮城郡利府町加瀬字新前谷地５５−１
ＧＡＭＥＢＡＮＫ仙台泉店,宮城県仙台市泉区大沢２−５−４
GiGO仙台コロナワールド,宮城県仙台市宮城野区福室字田中前1番53-1
ゲームフィールド仙台長町店,宮城県仙台市太白区長町７丁目２０番３号ザ・モール仙台長町店３階
スーパーノバイオン仙台中山,宮城県仙台市泉区南中山１−３５−５７別館３Ｆ
GiGO仙台,宮城県仙台市青葉区中央２−５−５三経６０ビル
ＳＯＹＵ　ＧＡＭＥ　ＦＩＥＬＤ古川店,宮城県大崎市古川沢田字筒場浦１５番地イオンタウン古川内
アピナ新利府　北館店,宮城県宮城郡利府町利府字新屋田前２２イオンモール新利府北館２
GiGO秋田,秋田県秋田市茨島1-1-16
SOYUGameField御所野店,秋田県秋田市御所野地蔵田1-1-1イオンモール秋田2F
ｎａｍｃｏイオンタウン大館西店,秋田県大館市根下戸新町18-121イオンタウン大館西内
ラウンドワン秋田店,秋田県秋田市卸町１−１−２
プラサカプコン大曲店,秋田県大仙市和合字坪立１７７イオン大曲ＳＣ２Ｆ
プレイランドソピアいとくアクロス能代店,秋田県能代市字寺向70いとくアクロス能代店内
ゲームフィールド十文字店,秋田県横手市十文字町仁井田字東22-1スーパーモールラッキー内
ゲームフィールド鷹巣店,秋田県北秋田市栄字前綱76　いとく鷹巣SC内
ＳＯＹＵＧａｍｅＦｉｅｌｄ能代店,秋田県能代市鰄渕字古屋布１番イオンタウン能代内
ＳＯＹＵＧａｍｅＦｉｅｌｄ大館店,秋田県大館市御成町三丁目７番５８号いとく大館ＳＣ３階
GiGO北山形,山形県山形市北町1-3-20
GiGO米沢,山形県米沢市大字花沢字タナコ原177
ビーカム成沢店,山形県山形市成沢西５−３−２７
ソユーゲームフィールド三川店,山形県東田川郡三川町大字猪子字和田庫１２８−１イオン三川１Ｆ
セガ庄内,山形県東田川郡三川町猪字大堰端３２６番地６
アピナ鶴岡店,山形県鶴岡市文下字広野１−１
ソユーゲームフィールド天童店,山形県天童市芳賀タウン北４−１−１ イオンモール天童２Ｆ
スタジオプリモ山形店,山形県山形市城南町１−１−１　霞城セントラル２Ｆ
GiGO小名浜,福島県いわき市小名浜林城字塚前18-1
GiGO日和田,福島県郡山市日和田町字西中島7-1
GiGO白河,福島県白河市新高山1-1 メガステージ白河内
GiGO福島,福島県福島市本内中井1-2
セガワールド勿来,福島県いわき市勿来町四沢字鍵田13
THE 3RD PLANET ピボット福島店,福島県福島市栄町1-1 パワーシティーピボット内
スーパーノバ福島,福島県福島市黒岩字中島7-2
ＳＯＹＵ　Ｅ−ＳＴＵＤＩＯ須賀川店,福島県須賀川市古河１０５イオンタウン須賀川Ｂ棟内
G3ポロス原町店,福島県南相馬市原町区北原本屋敷188
ラウンドワン福島店,福島県福島市太田町14-18
ラウンドワン郡山店,福島県郡山市向河原町４−５５
嶺宝スポーツセンター,福島県いわき市小名浜住吉折返２−２
タイトーＦ郡山オリエントパーク店,福島県郡山市安積町荒井字大久保３５−１
ソユーゲームフィールド小名浜店,福島県いわき市小名浜字辰巳町７９イオンモールいわき小名浜３Ｆ
GiGO日立,茨城県日立市田尻町3-26-1
GiGO霞ヶ浦,茨城県稲敷市西代1473-1
ＧＡＭＥ ＰＡＤＤＯＣＫ＋１,茨城県古河市小堤１９１６−１
ピンクパンサー下妻店,茨城県下妻市小島884-10
ゲームパニックつくば,茨城県土浦市中村東1-1-1サンタスワールド内
あそびのひろば　鹿嶋店,茨城県鹿嶋市宮中２９０−１ショッピングセンターチェリオ１階
ピンクパンサー水戸赤塚店,茨城県水戸市河和田1-1
ユーズランド水戸内原店,茨城県水戸市内原２−１イオンモール水戸内原２Ｆ
GiGO水戸,茨城県水戸市宮町1-7-44コムボックス310
ピンクパンサーつくばみらい店,茨城県つくばみらい市陽光台1-14-1
アミューズビバ,茨城県ひたちなか市東大島２−１１−１１
ピンクパンサー日立店,茨城県日立市東多賀町5-10-10
GiGO石岡,茨城県石岡市東大橋中峯1976-1
GiGO龍ヶ崎,茨城県龍ケ崎市藤ケ丘4-2-8
ピンクパンサー水戸けやき台店,茨城県水戸市酒門町3276-1
ｎａｍｃｏiiasつくば店,茨城県つくば市研究学園5-19　iiasつくば店2F2190
楽市楽座イオンモール土浦店,茨城県土浦市上高津３６７イオンモール土浦ＳＣ３階
ＳＯＹＵ　ＴＯＹ’Ｓ　ＮＹ　守谷店,茨城県守谷市百合ヶ丘3-249-1　イオンタウン守谷2Ｆ
スタジオプリモ水戸店,茨城県水戸市宮町１−２−４マイム１F
GiGO水戸南,茨城県水戸市千波町２０１７−１
ピンクパンサー土浦店,茨城県土浦市木田余４５８５−３
ゲームメガつくば店,茨城県つくば市小野崎１７７−２
GiGO 宇都宮,栃木県宇都宮市東宿郷5-1-7
GiGO小山,栃木県小山市東城南1-1-18
GiGO西那須野,栃木県那須塩原市南郷屋2-106-27
GiGO日光,栃木県日光市芹沼1448-1
ナムコプラボ宇都宮店,栃木県宇都宮市簗瀬町１６０６−１　Ｐ＆Ｄビル
シーサイドリゾートアミューズメントパーク,栃木県宇都宮市睦町７−３
INTER PARK+1宇都宮,栃木県宇都宮市インターパーク６−５−１
大田原スポーツランド,栃木県那須塩原市一区町１０４−６０
タイトーステーション 宇都宮ベルモール店,栃木県宇都宮市陽東６−２−１ベルモール内２Ｆ
ラウンドワン宇都宮店,栃木県宇都宮市江曽島町２０７２−１
ドラマ足利店,栃木県足利市朝倉町244-1
ｎａｍｃｏフェドラＰ＆Ｄ佐野店,栃木県佐野市高萩町１３４０
アピナ小山店,栃木県小山市駅南町４−２７−１８
スタジオプリモ宇都宮店,栃木県宇都宮市曲師町2-8宇都宮フェスタ1F
GiGO太田,群馬県太田市西矢島町575-1
GiGO沼田,群馬県沼田市下久屋町1100-1
THE 3RD PLANET 高崎店,群馬県高崎市下和田町5-3-8 メディアメガ高崎内
群馬レジャーランド伊勢崎店,群馬県伊勢崎市連取町3066-1
ゲームシティボストン,群馬県前橋市大友町3-7-3
インターワールド伊勢崎店,群馬県伊勢崎市宮子町3425-4
GiGO館林,群馬県館林市小桑原町949-1
ユーズランド太田店,群馬県太田市石原町８１番地イオンモール太田２Ｆ
群馬レジャーランド高崎駅東口店,群馬県高崎市江木町３３３−１高崎ＥＸビル
群馬レジャーランド太田店,群馬県太田市西矢島町162-2
群馬レジャーランド藤岡店,群馬県藤岡市中2002-1
宝島大間々店,群馬県みどり市大間々町大間々４０番地さくらもーる２Ｆ
ユーズランド高崎店,群馬県高崎市棟高町１４００番地イオンモール高崎２Ｆ
ｎａｍｃｏけやきウォーク前橋,群馬県前橋市文京町２−１−１けやきウォーク前橋2F
群馬レジャーランド渋川店,群馬県渋川市八木原1364
ラウンドワン前橋店,群馬県前橋市天川大島町１１０１−１
宝島　桐生店,群馬県桐生市永楽町５−１０ＭＥＧＡドン・キホーテ桐生店３Ｆ
GiGOスマーク伊勢崎,群馬県伊勢崎市小保方町３６８番地スマーク伊勢崎３Ｆ北−３０２
タイトーステーション 和光店,埼玉県和光市丸山台１−４−５
GiGO所沢,埼玉県所沢市日吉町8-1
GiGO入間,埼玉県入間市東藤沢2-18
GiGO川口,埼玉県川口市東領家2-2-10
GiGO籠原,埼玉県熊谷市美土里町1-169
キャロム坂戸店,埼玉県坂戸市関間2-151-1
キャロム所沢店,埼玉県所沢市下安松969-1
楽市楽座イオンモール川口前川店,埼玉県川口市前川1-1-11イオンモール川口前川店3F
埼玉レジャーランド春日部店,埼玉県春日部市大字増富字谷際163-1
ラウンドワン大宮店,埼玉県さいたま市大宮区宮町４−９０−７
ラウンドワンわらび店,埼玉県蕨市北町５−１−６
ウェアハウス上尾店,埼玉県上尾市二ツ宮１０４４
ウェアハウス越谷店,埼玉県越谷市南荻島８４１−１
モンテカルロ,埼玉県深谷市西島３−１−２
アミューズメントクラブ浦和,埼玉県さいたま市浦和区仲町1-10-7
