shop,adress,map
ＧｉＧＯ今福,大阪府大阪市城東区今福東１−９−３４,"34.7009266 135.5574414"
トップラン東大阪店,大阪府東大阪市東鴻池町１−６−３０イオンタウン東大阪店２Ｆ,"34.6938172 135.6175909"
モンキートリック,大阪府寝屋川市香里南之町32-5　YNレジデンス香里2F,"34.78347534235498 135.62886255952458"
ＧｉＧＯ明石,兵庫県明石市魚住町清水２４６４−１,"34.72005653424677 134.89683204603273"
ゲームアイビス太子店,兵庫県揖保郡太子町太田2149,"34.83222491769324 134.60000402275386"
アミューズスペースミール,兵庫県三田市対中町５−２１,"34.8806357 135.2295503"
アミューズメントＣＵＥ奈良三条店,奈良県奈良市三条町478-1,"34.6817818 135.8221376"
ブック245,奈良県大和郡山市横田町75-1ブック245,"34.6196218 135.8014818"
メカランドサルビア,鳥取県鳥取市秋里271-2,"35.51981879918606 134.20346479501495"
ＧｉＧＯ松江,島根県松江市嫁島町１２−１５,"35.4500922 133.0478147"
アミパラテクノランド店,岡山県岡山市北区大和町１−７−１２,"34.6791764 133.9274976"
ファンタジスタ,岡山県倉敷市新倉敷駅前５−１９４,"34.5583269 133.6767549"
ビバーチャ,広島県広島市中区南竹屋町１０−１７,"34.37933339440375 132.46127920793458"
タイトーステーション広島紙屋町店,広島県広島市中区紙屋町２−２−２１,"34.39405386033357 132.4560507717756"
ＧｉＧＯ海田,広島県安芸郡海田町南大正町３−３５,"34.36763663920561 132.53367414785043"
アミパラここじゃ店,広島県東広島市西条町下見６−１０−１９,"34.40758549269335 132.7155369093357"
マックスプラザ善通寺,香川県善通寺市中村町１７９８−２,"34.24360483098066 133.76401476256558"
バンバン衣山店,愛媛県松山市衣山１−２４８−１,"33.8524719 132.7457465"
ＧｉＧＯ新居浜,愛媛県新居浜市徳常町６−８,"33.96410229794188 133.27814141595593"
ｕ！帯屋町店,高知県高知市帯屋町1丁目13番21号,"33.56028210691696 133.53865094778098"
プレイプラン,高知県高知市比島町3-16-17,"33.57205849174433 133.54909636745913"
ウェアハウス四万十店,高知県四万十市右山五月町８−１３アピアさつき２F,"32.9871096 132.9392991"
タイトーステーション福岡天神店,福岡県福岡市中央区天神２−６−３５サザンクロスビル,"33.5896519 130.3973464"
ハイパーメッセ,福岡県北九州市小倉南区北方4-6-7,"33.8391643 130.8741119"
マンモスビデオ,福岡県大川市榎津６２−１,"33.2017393 130.3798138"
スポラ九品寺,熊本県熊本市中央区九品寺5丁目10-15,"32.7904656 130.7148881"
スポラ菊陽,熊本県菊池郡菊陽町津久礼駄飼代２６１７−２,"32.864451600473316 130.8090616085983"
トライセン萩原,大分県大分市萩原４−２２７−７,"33.2491774 131.6436745"
ＧｉＧＯ中津,大分県中津市沖代町１−２−１６,"33.591210859151936 131.20199903677064"
Ｇ−ｐａｌａ日田,大分県日田市友田997-1,"33.32581354140554 130.91165950013885"
ＧｉＧＯ延岡,宮崎県延岡市平原町５−１４９２−８,"32.5498259 131.6778907"
サンアミューズ鹿屋店,鹿児島県鹿屋市札元2丁目3798-1,"31.3997964 130.872925"
