青森県,ユーズランド下田店,40.60188383,141.4176032
茨城県,ゲームパニックつくば,36.04632758,140.1679958
茨城県,ユーズランド水戸内原店,36.374428,140.3590138
群馬県,インターワールド伊勢崎店,36.3315169,139.1624928
群馬県,群馬レジャーランド伊勢崎店,36.31824274,139.1723592
群馬県,群馬レジャーランド太田店,36.26802219,139.3761382
群馬県,ユーズランド高崎店,36.39047889,139.0067302
群馬県,群馬レジャーランド高崎駅東口店,36.32992086,139.0128661
埼玉県,埼玉レジャーランド大宮ラクーン店,35.90775385,139.6256741
埼玉県,タイトーFステーションクレアモール川越店,35.91384483,139.482921
埼玉県,ユーズランド越谷店,35.87763779,139.8247477
千葉県,スポーツウェーブ鉄腕24浜野店,35.55423187,140.1264305
千葉県,スポーツウェーブ鉄腕24稲毛長沼店,35.66179317,140.1264239
千葉県,千葉レジャーランド成東店,35.58828462,140.3904243
千葉県,大慶園,35.76304297,139.96933
千葉県,タイトーFステーション市川妙典店,35.69246485,139.9267286
千葉県,アミューズメントエース津田沼,35.69228053,140.0201572
東京都,アドアーズ中野店,35.70931435,139.6656989
東京都,ゲームパニック秋葉原,35.69891,139.77165
東京都,東京レジャーランド秋葉原店,35.69887947,139.7701404
東京都,東京レジャーランド秋葉原2号店,35.70073433,139.7718424
東京都,アドアーズ上野アメ横店,35.71002035,139.7742619
東京都,タイトーFステーションオリナス錦糸町店,35.700721,139.816024
東京都,Amusement&Game MAGHREB,35.624024,139.423196
東京都,ゲームパニック新宿歌舞伎町,35.69606337,139.7012777
東京都,東京レジャーランド吉祥寺店,35.7036243,139.5786419
東京都,東京レジャーランド亀有店,35.765462,139.84798
神奈川県,神奈川レジャーランド厚木店,35.44802433,139.3431365
神奈川県,楽市楽座湘南藤沢店,35.34049487,139.4648408
富山県,富山レジャーランド掛尾店,36.66605175,137.208892
富山県,トヤマレジャーランド呉羽店,36.71545083,137.1579046
石川県,バイパスレジャーランド藤江新館,36.58375651,136.6206642
石川県,バイパスレジャーランド藤江本館,36.58397239,136.621523
福井県,福井レジャーランド板垣店,36.042283,136.233748
岐阜県,A.Cグランド,35.38308553,136.7461998
岐阜県,岐阜レジャーランド穂積店,35.38432479,136.6846653
静岡県,アップル新北街道店,34.99831803,138.4134069
愛知県,ゲームダイコク,34.880273,136.916512
愛知県,ゲームパニック大高,35.04850561,136.9496236
愛知県,ダイナソアエイジ,35.03099,136.95617
愛知県,ユーズランド東浦,34.97885364,136.9741411
三重県,アミューズメントスペースコミ丸四日市店,34.96631,136.61633
大阪府,モンキートリック,34.78316526,135.628799
岡山県,ファンタジスタ,34.5583269,133.6767549
岡山県,ユーズランド倉敷店,34.60290341,133.7454258
福岡県,楽市街道箱崎店3F,33.62410817,130.4195897
