name,address,loc_id,latitude&longitude
"DAIKEIEN","千葉県 市川市 大町 359","3wQf1KcN70aRQ1chhYdwcw","35.76245868 139.9691087"
"GAME BANK 泉","宮城県 仙台市泉区 大沢 2-5-4","PxXWTR6SVhQUo1Cujad0lw","38.3527358 140.8773475"
"GAME PADDOCK +1 古河本店","茨城県 古河市 小堤 1916-1","62bBOi7u402l3nF-bOVfCA","36.2067383 139.7578697"
"GiGO あべのアポロ3F","大阪府 大阪市阿倍野区 阿倍野筋 1-5-31　アポロビル3F","nui6xmZI1X5GWsvYBqLiGA","34.6465412 135.511716"
"GiGO 仙台","宮城県 仙台市青葉区 中央 2-5-5","08rsOjm3vjm8e677jwwdXg","38.261621 140.876736"
"GiGO 八戸","青森県 八戸市 城下 4-25-14","LsjVp1XmDlMMuCVWwwiJqg","40.51990816 141.4983004"
"GiGO 別府","大分県 別府市 餅ケ浜町 161-2","JNtZX9nFDiABU1wF49EAjw","33.29554779 131.50307"
"GiGO 大森","東京都 大田区 山王 2-1-5　大森駅ララビル2F","qjSW1JBzYceqBvnOnUsiig","35.58994359 139.7284341"
"GiGO 布施","大阪府 東大阪市 長堂 1-1-1　ロンモール布施内","ALdFrzpnQgaKh8YaRJZS-A","34.66418978 135.5636019"
"GiGO 神楽坂","東京都 新宿区 神楽坂 2-11　第2カグラヒルズ1F","eODcmAvB7oiXpnqG3r8_yg","35.701037 139.742011"
"GiGO 秋葉原3号館","東京都 千代田区 外神田 1-11-11　外神田1丁目ビルディング","WMmdPnfhjImvS2zUNFut3Q","35.699257 139.770904"
"GiGO 赤羽","東京都 北区 赤羽 1-7-9　赤羽第一葉山ビルB1F","xghdJL0PpJS_PJ719smIVg","35.7790173 139.7223472"
"HapipiLand十日町","新潟県 十日町市 丑 735-1","NI_UUYDD00WXoITfRabp0w","37.136249 138.745643"
"M&#39;sPARK刈谷","愛知県 刈谷市 稲場町 3-206","sGJo2Mn_qYmmXOU6jzdQUw","35.00546406 137.0014375"
"THE 3RD PLANET BiVi京都二条","京都府 京都市中京区 西ノ京栂尾町 107　BiVi二条2F","RbVHDJdkwkb3c9xd025VBA","35.01017208 135.7412526"
"THE 3RD PLANET BiVi沼津","静岡県 沼津市 大手町 1-1-5　BiVi沼津3F","3Ut78GX9Hbxg9YQCls1-8A","35.10399676 138.8609648"
"VAMP中川","愛知県 名古屋市中川区 新家 1-2007","mUWECtqTYMKm_5_Bih0uHA","35.1559093 136.8061459"
"namcoイオンタウン郡山","福島県 郡山市 松木町 2-88　イオンタウン郡山内","kssq9R-4FkV8sN1mDoESog","37.389365 140.390478"
