name,address,loc_id,latitude&longitude
"モーリーファンタジー高岡","富山県 高岡市 江尻 331-1　イオン高岡店1F","x01eCM4Y-YsGCF4nDLKWuw","36.761521 137.03165"
"MEGAドン・キホーテUNY魚津店ゲームコーナー","富山県 魚津市 住吉 600　MEGAドン・キホーテUNY魚津店2F","tgRR4QA8CMMql3VAbmR8qg","36.806923 137.4062"
"メリーランド魚津","富山県 魚津市 駅前新町 5-30　サンプラザ3F","HbYJQmQMQ56Wo7cGZ-ZNUw","36.823139 137.405344"
"プラファ氷見","富山県 氷見市 加納 484","qZqCKM5S52sA8Ziu9bbMDg","36.863077 136.974382"
"モーリーファンタジーとなみ","富山県 砺波市 中神 1-174　イオンモールとなみ2F","La7SQowA-bV0HFr9aqoDbA","36.641228 136.946981"
"MEGAドン・キホーテUNY砺波店ゲームコーナー","富山県 砺波市 太郎丸 3-69　MEGAドン・キホーテUNY砺波店2F","QXj-3W4jMarD4jVfJ5Gv_Q","36.62933 136.958775"
"モーリーファンタジー小杉","富山県 射水市 三ケ 2602　アル・プラザ小杉2F","k6Y1PBNkEvI1FSK-rQKPKA","36.719995 137.09381"
"クァトロブーム小杉","富山県 射水市 三ケ 2602　クァトロブーム2F","5ERITayt3aAf30Xz9xKN2Q","36.719393 137.091663"
"富山レジャーランド射水","富山県 射水市 小島 3724-1　大阪屋ショップアプリオ2F","yovNvZ0GpRlpqv8dYI__NQ","36.736671 137.060951"
"モーリーファンタジー杜の里","石川県 金沢市 もりの里 1-70　イオンもりの里SC　イオンもりの里店2F","u3-wZfyDdoxieCHAEhkC7w","36.551641 136.689923"
"ハローズガーデン金沢","石川県 金沢市 中村町 10-20　アピタ金沢店2F","KdFxDI-UtECRfwhWu3T4MQ","36.559554 136.642647"
"ゲーム・パラダイス","石川県 金沢市 堀川新町 5-1　アミューズメントスクエア3F","1Px_pEz-IgQ9orOUyaQl8A","36.5805088 136.6515853"
"GiGO イオンタウン金沢示野","石川県 金沢市 戸板西 2-1　イオンタウン金沢示野内","UIk8XipLz5Yasr87wGwjNA","36.57916266 136.6158806"
"テルメ金沢ゲームコーナー","石川県 金沢市 松島町 17　テルメ金沢3F","XtyskNhmo8fQP3QyWPcosw","36.569487 136.601434"
"ラウンドワンスタジアム金沢","石川県 金沢市 横川 6-120-1","MCoRt58vlEyflG2Q0QnI5g","36.54212221 136.625998"
"金沢メトロポリス","石川県 金沢市 無量寺 4-121-1　アピタタウン金沢ベイ内","4ZNdWgjLxB8urLYLMZ9jXg","36.601125 136.614007"
"タイトーステーション金沢","石川県 金沢市 片町 2-1-7　宇都宮片町ビル","FXI-gSELg1k9nPc0645OWQ","36.561337 136.653"
"ゲオ金沢東大通","石川県 金沢市 神宮寺 1-8-13","tz7eWCte4Iqv8GurP2ZeNg","36.583375 136.668612"
"アミューズアイランド金沢","石川県 金沢市 福久 2-58　イオン金沢店3F","_VO1zsJwtlWHnvsymNsXmg","36.617254 136.681407"
"バイパスレジャーランド藤江新館","石川県 金沢市 藤江南 2-105","p9jy0M8iVdBbGW4nsRu-Cg","36.58376165 136.6207302"
"ファンタジープラザ金沢","石川県 金沢市 西泉 4-11　MEGAドン・キホーテ　ラパーク金沢店2F","TVO4uCV1hxhgRHOuUVfl9w","36.550473 136.631884"
"GiGO アルプラザ金沢","石川県 金沢市 諸江町 30-1　アル・プラザ金沢2F","WRKaPuLi44RCcBvVizd2bA","36.591087 136.643154"
"あえの風","石川県 七尾市 和倉町 和歌崎8-1","cmsWMH0kZb73gvBPOLIVxw","37.088616 136.919872"
"アミュージアム小松","石川県 小松市 園町 ハ23-1　アル・プラザ小松2F","VxpS3_r4IFVTT5ixj12z1Q","36.40652 136.460534"
"ゲームゾーン小松","石川県 小松市 平面町 ア69　イオン小松店1F","-LPBBOwE8VocOG0Bv0zB4w","36.4194 136.472316"
"楽市楽座イオンモール新小松","石川県 小松市 清六町 315　イオンモール新小松2F","RiItNzQCGL1y1zT4HEqC3w","36.395036 136.467175"
"モーリーファンタジー新小松","石川県 小松市 清六町 315　イオンモール新小松3F","TVs3R_C9NdtvefGQ6rZFJw","36.395047 136.467212"
"namco輪島","石川県 輪島市 宅田町 45-1　パワーシティ輪島ワイプラザ内","jkrf0bOMayeSJJbjletu4Q","37.386256 136.904782"
"アミューズアイランド加賀の里","石川県 加賀市 上河崎町 47-1　イオン加賀の里店2F","gIWzGL9zmtOmJOSlVuQtyA","36.30812 136.347219"
"ゲームパークMECHA加賀","石川県 加賀市 作見町 ル25-1　アル・プラザ加賀2F","HirgllGvM3s2NYjRC-mRaw","36.319816 136.352303"
