name,address,loc_id,latitude&longitude
"キャッツアイ新札幌","北海道 札幌市厚別区 厚別東五条 1　ホーマックスーパーデポ厚別東店横","JUZEMwMT_gsRUleEjU5IVQ","43.0452677 141.4757971"
"アミューズメントスペース遊ランド春光","北海道 旭川市 春光一条 7-2-25　第2ダイワビル2F","Xaqa-MmVS9DlDnuG3vkdbw","43.798197 142.374036"
"アミューズメントスペース遊ランド西御料","北海道 旭川市 西御料五条 2-1","ZAWsW9j8yFJi-GcK1w2TqA","43.723872 142.368868"
"アミューズメントスペース遊ランド稚内","北海道 稚内市 港 5-8-15","kI8lAziyvWuHSU42ftYEzg","45.4007384 141.6808901"
"ファンタジードーム八戸","青森県 八戸市 江陽 2-14-1　ラピア別棟","sVAO7nDuDoMC-BRESBAxww","40.521872 141.502709"
"GAME BANK 泉","宮城県 仙台市泉区 大沢 2-5-4","PxXWTR6SVhQUo1Cujad0lw","38.3527358 140.8773475"
"ゲームコーナー東部","宮城県 仙台市若林区 六丁の目中町 26-60　斎喜東部ビル","37uxHObyaKaWrP4st9eivg","38.250969 140.943894"
"トム・ソーヤのなかまたち。湯沢","秋田県 湯沢市 字上荻生田 162　イオン湯沢SC　イオンスーパーセンター湯沢店内","M5NkrWAUZ9aahkMrlSiIng","39.150485 140.469426"
"トム・ソーヤのなかまたち。五城目","秋田県 南秋田郡五城目町 大川西野 字田屋前138　イオンスーパーセンター五城目店内","g_InAzxHdNv48kxPwff8AQ","39.935949 140.107119"
"GiGO 日和田","福島県 郡山市 日和田町字西中島 7-1","b5VJW7FjVufUMegXbku1cw","37.448201 140.380413"
"GiGO 水戸南","茨城県 水戸市 千波町 2017-1","rXgpDY6mBvjKVRnKMNDeJg","36.350325 140.443"
"ピンクパンサー水戸赤塚","茨城県 水戸市 河和田 1-1　フレスポ赤塚内","yMBpwqcfAVjAJaAR3l4hsw","36.380442 140.413753"
"ピンクパンサー水戸けやき台","茨城県 水戸市 酒門町 3276-1","9XdXvZUDOxayyrQE9XdDsQ","36.33817578 140.4833606"
"ゲームメガ日立","茨城県 日立市 東多賀町 5-10-10","K1ayfp5EoDzSrYuog3IIAQ","36.5481989 140.6305361"
"GAME PADDOCK +1 古河本店","茨城県 古河市 小堤 1916-1","62bBOi7u402l3nF-bOVfCA","36.2067383 139.7578697"
"FESTA古河","茨城県 古河市 松並 2-18-10　マーケットシティ古河内","mBw6fC91BMnfGnn4PLdjZw","36.20972339 139.7096372"
"AMジャムジャムつくば","茨城県 つくば市 竹園 1-9-2　デイズタウンつくば店B1F","MnF0TU6vrloupk3B4aHxgw","36.077729 140.115332"
"アピナ下館","茨城県 筑西市 玉戸 1012-3","CeVSNJY_jWlK0ZkcyDx9ag","36.2954726 139.9456716"
"ドリームファクトリーVuiVui","茨城県 猿島郡 境町 1327-1　MGMパワーセンター1F","MMrnyo2JZEQnll9a2AWpGw","36.111759 139.796265"
"スコナランド宇都宮","栃木県 宇都宮市 馬場通り 2-3-12　MEGAドン・キホーテ　ラパーク宇都宮店B1F","_2nXsUmby1KF7hRvu9L9dQ","36.560728 139.8852"
"GiGO 小山","栃木県 小山市 東城南 1-1-18","_kXIzwJDJeKkZDTFc-qk2w","36.298977 139.810164"
