shop,address,count,shopid
ポート24幸田店,愛知県額田郡幸田町大字相見字沖原1-3 カメリアガーデン幸田,4,shop_id=6798
GiGO伊勢,三重県伊勢市中須町666 AGスクエア伊勢,2,shop_id=6288
モーリーファンタジー伊勢ララパーク店,三重県伊勢市小木町曽弥538 イオンタウン伊勢ララパーク2階,2,shop_id=2990
GiGOトナリエ四日市,三重県四日市市安島 1-3-31トナリエ四日市店5F,2,shop_id=13
GiGO生桑,三重県四日市市生桑町字川原崎299-1 ,2,shop_id=5915
アピナ四日市店,三重県四日市市泊小柳町4-34 ,4,shop_id=11339
PALO津南店,三重県津市高茶屋小森町145 イオンモール津南3階,4,shop_id=11591
ラウンドワン津・高茶屋,三重県津市高茶屋小森町277-8 ,4,shop_id=11641
アピナ鈴鹿店,三重県鈴鹿市庄野羽山４－２０－１ イオンタウン鈴鹿２Ｆ,4,shop_id=8592
アミパラ鈴鹿店,三重県鈴鹿市西条町東澤430-1 アミパラ鈴鹿,2,shop_id=11003
ラウンドワンスタジアムみえ・川越IC,三重県三重郡川越町南福崎851-1 ,4,shop_id=11670
アクション堅田,滋賀県大津市今堅田２丁目４０－１０ アクション堅田,2,shop_id=5771
ラウンドワン浜大津アーカス,滋賀県大津市浜町２－１ 浜大津アーカス,2,shop_id=8837
滋賀レジャーランド大津,滋賀県大津市におの浜3-1-43 ,4,shop_id=11325
ふぇすたらんど守山店,滋賀県守山市播磨田町185-1 モリーブ守山店2F,2,shop_id=12625
エースレーン守山店,滋賀県守山市播磨田町231－4 ,4,shop_id=12717
namcoビバシティ彦根店,滋賀県彦根市竹ヶ鼻町43-1 ビバシティ彦根2F,4,shop_id=1666
GiGO甲西,滋賀県湖南市夏見二ツ橋356-1 ,2,shop_id=8510
クレーン倉庫あそびば水口,滋賀県甲賀市水口町北泉1-131 ,4,shop_id=12544
GiGOエイスクエア草津,滋賀県草津市西渋川1-23-23 エイスクエア2F,2,shop_id=3085
アミパラ草津店,滋賀県草津市木川町72 ,2,shop_id=10500
ゲームランド草津店,滋賀県草津市新浜町３００番地 イオン草津３階,4,shop_id=1944
エースレーン近江八幡,滋賀県近江八幡市 出町736 ,2,shop_id=10449
タイトーFステーション 近江八幡店,滋賀県近江八幡市鷹飼町南3-7 イオン近江八幡,4,shop_id=7272
GiGO MOMOテラス京都伏見,京都府京都市伏見区桃山町山ノ下32 MOMOテラスAM棟2F,2,shop_id=1385
バンダイナムコ Cross Store 京都,京都府京都市南区西九条鳥居口町1番地 イオンモールKYOTO4F,6,shop_id=5611
プラサカプコン京都店,京都府京都市右京区西院追分町２５－１ イオン京都五条３階,2,shop_id=11360
ラウンドワンスタジアム京都伏見店,京都府京都市伏見区下鳥羽平塚町23 ,4,shop_id=5672
ラウンドワン京都河原町,京都府京都市中京区河原町通三条下る山崎町250 ,6,shop_id=11630
モーリーファンタジー高の原店,京都府木津川市相楽台１－１－１ イオン高の原４階,2,shop_id=2232
あそVIVA本店,京都府福知山市堀小字下高田2146-1 ,2,shop_id=12672
アミパラ久御山店,京都府久世郡久御山町森大内337 イオンタウン久御山,2,shop_id=10996
GiGO大阪道頓堀本店,大阪府中央区道頓堀1丁目8番22号 道頓堀ゼロゲート1階・2階・3階,2,shop_id=12615
ゲームフェイス八尾店,大阪府八尾市天王寺屋2－68 ボウルアロー八尾店1F,2,shop_id=3677
フタバボウル関大前店,大阪府吹田市千里山東1-7-18 2Fアミューズメント部門,4,shop_id=6033
GiGO和泉,大阪府和泉市肥子町2-4-41 ,2,shop_id=8055
アミパラ光明池店,大阪府和泉市室堂町824-36 コムボックス光明池2階,2,shop_id=11570
ラウンドワンららぽーと和泉店,大阪府和泉市あゆみ野４－４－７ ４階 ららぽーと和泉,2,shop_id=8851
ゲームパニック堺,大阪府堺市堺区築港八幡町1番地1堺浜 シーサイドステージ内堺浜エンタメ館,2,shop_id=3247
ソユーゲームフィールド堺鉄砲町店,大阪府堺市堺区鉄砲町1番地 イオンモール堺鉄砲町3階,2,shop_id=9382
ラウンドワンスタジアム堺中央環状店,大阪府堺市東区石原町２町２４１番 ラウンドワンスタジアム堺中央環状,2,shop_id=6114
ラウンドワンスタジアム堺駅前,大阪府堺市堺区戎島町4-44-3 ,2,shop_id=11656
アミパラ大東店,大阪府大東市南新田2丁目3-5 ,2,shop_id=10729
G-palaあべの,大阪府大阪市阿倍野区阿倍野筋3-10-1 あべのベルタ2F,4,shop_id=11706
GiGOあべのアポロ,大阪府大阪市阿倍野区阿倍野筋1-5-31 アポロビル3F,6,shop_id=1791
GiGO今福,大阪府大阪市城東区今福東1-9-34 ,2,shop_id=5588
GiGO大阪第4ビル,大阪府大阪市北区梅田1-11-4 駅前第4ビル地下1階,4,shop_id=5618
GiGO難波アビオン,大阪府大阪市浪速区難波中2-3-15 MMOビル1F・2F,6,shop_id=11739
namcoマグスミノエ店,大阪府大阪市住之江区泉1丁目1番82号 マグスミノエ1F,4,shop_id=1651
namco大阪日本橋店,大阪府大阪市浪速区難波中2-1-17 コスモビル1-3F,10,shop_id=5518
namco梅田店,大阪府大阪市北区小松原町3番3号 OSビル2F,10,shop_id=1641
アテナ日本橋,大阪府大阪市浪速区難波中２－１－２２ ,2,shop_id=5784
アミューズファクトリーAXE,大阪府大阪市中央区難波1-1-3 ,2,shop_id=11695
ゲームポイントシャトーEX,大阪府大阪市都島区東野田町3-9-3 ,2,shop_id=12509
タイトーステーション大阪日本橋店,大阪府大阪市浪速区日本橋４－９－１４ タイトーステーション大阪日本橋,2,shop_id=4004
タイトーステーション難波,大阪府大阪市中央区難波千日前１５－１２ タイトーステーション難波,2,shop_id=3620
モーリーファンタジーLINKS UMEDA店,大阪府大阪市北区大深町4-8 LINKS UMEDA 5F,2,shop_id=10909
ラウンドワンスタジアム千日前店,大阪府大阪市中央区難波1丁目3番1号 ラウンドワン千日前,10,shop_id=6697
ラウンドワンスタジアム城東放出,大阪府大阪市城東区今福南3-4-38 ,2,shop_id=11646
ラウンドワン梅田,大阪府大阪市北区小松原町4-16 ,6,shop_id=11627
ゲームプラザエム,大阪府守口市本町1丁目3-3 ,2,shop_id=12353
ラウンドワン守口店,大阪府守口市佐太東町２－６－１４ ジャガーグリーン２階,2,shop_id=5678
YAZ寝屋川店,大阪府寝屋川市石津中町25-26 YAZ寝屋川,4,shop_id=11340
モンキートリック,大阪府寝屋川市香里南之町32-5 YNレジデンス香里2F,4,shop_id=11730
ラウンドワン岸和田,大阪府岸和田市八阪町2-11-1 ,2,shop_id=11667
星狩物語岸和田,大阪府岸和田市作才町1-3-2 ,2,shop_id=11721
GiGOイオン鴻池,大阪府東大阪市鴻池町1‐1‐72 イオン鴻池店2F,2,shop_id=10246
GiGO布施,大阪府東大阪市長堂1-1-1 ロンモール布施内,2,shop_id=3086
ラウンドワン東大阪,大阪府東大阪市若江南町1-2-12 ,4,shop_id=11647
GiGO枚方,大阪府枚方市須山町83-1 サンシャインプラザ枚方,2,shop_id=3895
ラウンドワンスタジアム枚方店,大阪府枚方市高野道１丁目２０番２０号 フォレオひらかた,2,shop_id=8570
タイトーFステーションりんくうシークル店,大阪府泉佐野市りんくう往来南3 りんくうPTシークル,2,shop_id=5853
泉大津フタバボウル,大阪府泉大津市松之浜町1丁目2番53号 ,2,shop_id=1524
FeedyA茨木店,大阪府茨木市松ヶ本町8-30-5 イオンスタイル4階,2,shop_id=12671
あそVIVA阪急茨木店,大阪府茨木市永代町6-2 スポーツプラザ茨木2階,4,shop_id=12667
プラサカプコン藤井寺店,大阪府藤井寺市岡2-10-11 イオン藤井寺ショッピングセンター2F,2,shop_id=11006
GiGO新三国アルゴ7,大阪府豊中市神州町1-15 ,2,shop_id=7872
ラウンドワン豊中,大阪府豊中市名神口1-1-1 ,2,shop_id=11644
ラウンドワンスタジアム高槻店,大阪府高槻市辻子３丁目６番４号 ラウンドワンスタジアム高槻,4,shop_id=5673
NICOPA伊丹昆陽店,兵庫県伊丹市池尻4-1-1 イオンモール伊丹昆陽4階,2,shop_id=3714
ラウンドワン伊丹店,兵庫県伊丹市昆陽７－２９ ,2,shop_id=12684
アミパラ加古川店,兵庫県加古川市尾上町今福７１－２ アミパラ加古川,4,shop_id=3008
ハローズガーデン加古川店,兵庫県加古川市別府町緑町 2イトーヨーカドー加古川店3階,2,shop_id=11372
ラウンドワン加古川,兵庫県加古川市尾上町安田325-6 ,2,shop_id=11671
遊スペーススプラ（メガコート）,兵庫県加古川市尾上町安田３５１－１ メガコート加古川,4,shop_id=3652
モーリーファンタジーf 加西北条店,兵庫県加西市北条町北条308-1 イオン加西北条2階,2,shop_id=10365
GiGO姫路駅前,兵庫県姫路市駅前町254 姫路OSビルB1F,4,shop_id=5506
アピナ姫路店,兵庫県姫路市東郷町1454-3 姫路リオス2F ,4,shop_id=10536
タイトーFステーション 姫路店,兵庫県姫路市駅前町269 ,4,shop_id=10272
モーリーファンタジー姫路大津店,兵庫県姫路市大津区大津町２丁目５番 イオンモール姫路大津２階,2,shop_id=3525
ラウンドワン姫路飾磨,兵庫県姫路市飾磨区中島1-254 ,4,shop_id=11645
遊楽舎 姫路花田店,兵庫県姫路市 花田町上原田2-1 ビッグエムワン2F,2,shop_id=6723
GiGOつかしん,兵庫県尼崎市塚口本町4-8-1 つかしん内,2,shop_id=1449
GiGO明石,兵庫県明石市魚住町清水2464-1 ドライブインながさわ,2,shop_id=2592
モーリーファンタジー明石店,兵庫県明石市大久保町ゆりのき通り２－３－１ イオン明石ショッピングセンター３階,2,shop_id=3624
GiGOフェニックスプラザ摩耶,兵庫県神戸市灘区味泥町6-1 フェニックスプラザ摩耶1F,2,shop_id=8492
GiGO三宮北口,兵庫県神戸市中央区北長狭通 一丁目8番1号,4,shop_id=12613
アミパラ伊川谷店,兵庫県神戸市西区池上 3丁目2番3号,2,shop_id=12161
アミパラ垂水店,兵庫県神戸市垂水区名谷町字室山1400-18 ,2,shop_id=9524
アルゴ,兵庫県神戸市中央区下山手通1-1-8 M:2nd,2,shop_id=11947
タイトーFステーションHAT神戸店,兵庫県神戸市中央区脇浜海岸通2-2-2 ブルメールHAT神戸2階,2,shop_id=3735
タイトーFステーション三宮西館店,兵庫県神戸市中央区三宮町2-11-1 神戸センタープラザ3F,4,shop_id=9174
メガパレス遊スペースアローズ,兵庫県神戸市西区丸塚２－９－１８ メガパレス２階,4,shop_id=3655
ラウンドワン三宮駅前,兵庫県神戸市中央区小野柄通6-1-17 ,4,shop_id=11638
遊スペースマジカル,兵庫県神戸市中央区琴ノ緒町5丁目2-3 ,4,shop_id=9351
namco豊岡店,兵庫県豊岡市中陰字大工617 3F ,6,shop_id=1647
ゲームアイビス太子店,兵庫県揖保郡太子町太田2149 ゲームアイビス太子店,2,shop_id=12
アミューズメントCUE奈良大和高田店,奈良県大和高田市東中2-11-16 ,4,shop_id=11820
アミューズメントCUE奈良三条,奈良県奈良市三条町478-1 ,4,shop_id=11606
ラウンドワンスタジアム 奈良 ミ・ナーラ店,奈良県奈良市二条大路南1‐3-1 ミ・ナーラ5階,2,shop_id=10445
アミパラ橿原店,奈良県橿原市十市町1222-1 ,2,shop_id=9383
NICOPA和歌山店,和歌山県和歌山市新生町7-20 イズミヤ和歌山2階,2,shop_id=5655
ピタゴラス和歌山店,和歌山県和歌山市土入73-1 和歌山グランドボウル,4,shop_id=8171
ユーズランド和歌山店,和歌山県和歌山市中字楠谷573番地 イオンモール和歌山2F区画番号2059,4,shop_id=8497
ラウンドワンスタジアム和歌山,和歌山県和歌山市小雑賀739-3 ,2,shop_id=11639
タイトーFステーションオークワロマンシティ御坊店,和歌山県御坊市湯川町財部181番地 オークワロマンシティ御坊,2,shop_id=6421
PALO橋本彩の台店,和歌山県橋本市あやの台1丁目50番地2 オーストリート彩の台,2,shop_id=9554
PALO境港店,鳥取県境港市竹内団地81番地3 パロ境港,2,shop_id=10076
GiGO米子,鳥取県米子市両三柳2778-2 ,2,shop_id=2014
アミパラがいな,鳥取県米子市日ノ出町1-8-13 ,4,shop_id=11697
GiGO鳥取,鳥取県鳥取市安長416 ,2,shop_id=8185
ゆめサーカス出雲店,島根県出雲市大塚町６５０－１ ゆめタウン出雲東館３階,2,shop_id=11357
GiGO松江,島根県松江市嫁島町12-15 ,4,shop_id=1318
PALO松江店,島根県松江市東朝日町151 イオン松江3階,2,shop_id=2741
アミパラ松江店,島根県松江市東朝日町203-1 ,2,shop_id=12555
GiGO倉敷,岡山県倉敷市西中新田字八反割535-2 ,2,shop_id=2382
ふぇすたらんど倉敷マスカット店,岡山県倉敷市松島羽伏１１６３－２ マルナカ倉敷マスカット３階,2,shop_id=2100
アミパラ倉敷店,岡山県倉敷市西中新田６２４－１ アミパラボウル１階,4,shop_id=5531
タイトーFステーションマルナカ新倉敷店,岡山県倉敷市玉島爪崎981-1 マルナカ新倉敷,2,shop_id=6450
ユーズランド倉敷店,岡山県倉敷市水江１番地 イオンモール倉敷２階,6,shop_id=3638
GiGO岡山藤崎,岡山県岡山市中区藤崎599-12 ,2,shop_id=5540
アミパラテクノランド,岡山県岡山市北区大和町１－７－１２ ,2,shop_id=7919
アミパラ岡山店,岡山県岡山市北区青江１－１３－８ アミパラ岡山,4,shop_id=2088
モーリーファンタジーf 岡山店,岡山県岡山市北区下石井1丁目2番1号 イオンモール岡山4階,2,shop_id=10251
ラウンドワンスタジアム岡山妹尾店,岡山県岡山市南区妹尾３４１３－１ ,2,shop_id=6572
アミパラ津山店,岡山県津山市河辺１０００－１ イオン津山２階,2,shop_id=1161
GiGO広,広島県呉市広中町1-9 フタバ図書広店 2階,2,shop_id=6031
GiGO尾道,広島県尾道市新浜1-2-13 ,4,shop_id=8096
GiGO 広島本通,広島県広島市中区本通9-30 ,2,shop_id=11693
GiGOアルパーク北棟,広島県広島市西区草津南4-7-1 アルパーク北棟2F,2,shop_id=12607
GiGO中筋,広島県広島市安佐南区中筋4-11-7 フタバ図書MEGA内2Fレンタルコーナー奥,2,shop_id=11689
アミパラ広島店,広島県広島市西区西観音町３－１７ アミパラ広島,2,shop_id=11002
タイトーFステーションゆめタウンみゆき,広島県広島市南区宇品西6-7-14 ゆめタウンみゆき2階,2,shop_id=6447
タイトーステーション広島本通店,広島県広島市中区本通３－５ タイトーステーション広島本通,2,shop_id=6920
タイトーステーション広島紙屋町店,広島県広島市中区紙屋町２ー２－２１ タイトーステーション広島紙屋町,6,shop_id=6613
ビバーチャ,広島県広島市中区南竹屋町10-17 ,2,shop_id=12265
ブラックジャックアクア店,広島県広島市安佐南区大町東４－１２－１１ ,2,shop_id=6040
プラサカプコン広島店,広島県広島市佐伯区石内東4-1-1 ジ アウトレット広島1F,2,shop_id=10274
モーリーファンタジーf 広島祇園店,広島県広島市安佐南区祇園3丁目2-1 イオン広島祇園ショッピングセンター3階,2,shop_id=2290
ラウンドワン広島,広島県広島市中区立町3-11 ,2,shop_id=11642
スペースV１　廿日市,広島県廿日市市本町４－２３ ,2,shop_id=5911
アミパラここじゃ,広島県東広島市西条町下見6-10-19 ,2,shop_id=11696
タイトーFステーションゆめタウン東広島店,広島県東広島市西条土与丸１－５－７ ゆめタウン東広島４階,2,shop_id=4722
ブラックジャック東広島店,広島県東広島市西条町御薗宇６１２０ 賀茂ボール,2,shop_id=6041
GiGO福山,広島県福山市瀬戸町山北300 ,4,shop_id=1324
あみぱらんど福山店,広島県福山市三吉町南２－８－２４ あみぱらんど福山,2,shop_id=10999
アミパラ神辺店,広島県福山市神辺町新道上１－２－１ アミパラ神辺,4,shop_id=5530
アミューズメントパークMGジアス店,広島県福山市柳津町1丁目7-60 ,2,shop_id=11256
ラウンドワン福山店,広島県福山市明神町１－１４－２０１－９－２８ ,4,shop_id=6119
福山メトロポリス,広島県福山市一文字町24-1 福山コロナワールド,2,shop_id=1232
GiGO海田,広島県安芸郡海田町南大正町3-35 ,2,shop_id=3829
アミュージアム周南店,山口県下松市中央町21-3 ゆめタウン下松3階,2,shop_id=3458
ゆめシティゆめパーク,山口県下関市伊倉新町３丁目１－１ ゆめシティ,2,shop_id=6398
アミパラ下関店,山口県下関市長府才川１丁目４２－４８ アミパラ下関,2,shop_id=5526
アミパラ周南久米店,山口県周南市久米中央五丁目6番1号 ,2,shop_id=9959
カードボックス周南,山口県周南市久米3219 ,4,shop_id=9202
GAME ALEX,山口県宇部市西字部南3-5-53 ,4,shop_id=11819
フレスパランドカッタの湯,山口県宇部市海南町1675 ,2,shop_id=12740
GiGOイオンタウン小郡,山口県山口市小郡前田町3-6 ,2,shop_id=1035
サープラ山口あそびタウン,山口県山口市湯田温泉6-8-3 ,4,shop_id=11327
タイトーFステーション 山口メルクス店,山口県山口市大字黒川82-1 ハイパーモールメルクス山口,4,shop_id=6419
PALO防府店,山口県防府市中央町1-3 イオン防府3階,2,shop_id=10366
SOYUFamilyGameField防府店,山口県防府市鐘紡町7-1 イオンタウン防府1階,2,shop_id=5521
PALO小松島店,徳島県小松島市小松島町領田20 小松島ショッピングプラザルピア1階,2,shop_id=9544
アミューズメントパフェパレパレ田宮,徳島県徳島市南田宮２－２－４６ アミューズメントパフェパレパレ田宮,2,shop_id=5539
ラウンドワン徳島･万代店,徳島県徳島市万代町４－１９－１ ,4,shop_id=6118
GiGO丸亀,香川県丸亀市蓬莱町56―1 パブリックプラザ丸亀,2,shop_id=3519
アミパラ丸亀店,香川県丸亀市飯野町西分川緑甲５８４－１ ハローズ棟内,2,shop_id=5798
マックスプラザ善通寺,香川県善通寺市中村町1798-2 1F ,4,shop_id=12668
GiGO高松,香川県高松市勅使町535 ,2,shop_id=6988
アミパラ高松店,香川県高松市伏石町	2168-2 ,2,shop_id=12271
アミュージアム高松,香川県高松市伏石町2144-9 ,2,shop_id=9365
ラウンドワンスタジアム高松,香川県高松市松島町2-7-43 ,4,shop_id=11651
FeedyA綾川店,香川県綾歌郡綾川町萱原822-1 イオンモール綾川2階,2,shop_id=12763
namcoフジグラン今治店,愛媛県今治市東門町 5丁目13番1号 フジグラン今治2階,4,shop_id=729
タイトーFステーション今治ワールドプラザ,愛媛県今治市東村 1-14-2 今治ワールドプラザ内 ,2,shop_id=12491
アミューズメントパークMG 伊予三島店,愛媛県四国中央市中之庄町75-1 ,2,shop_id=11138
プラサカプコン新居浜店,愛媛県新居浜市前田町８－８ イオン新居浜２階,4,shop_id=11356
GiGO松山,愛媛県松山市枝松5-7-32 ,2,shop_id=7697
アミパラ松山店,愛媛県松山市生石町６５５－１ アミパラ松山,2,shop_id=5529
アミューズメントパークMG キスケ店,愛媛県松山市宮田町4 キスケBOX内1F,2,shop_id=9952
アミューズメントパークMG朝生田店,愛媛県松山市朝生田町４－４－３２ 第１自動車教習所ビル１階,2,shop_id=2491
タイトーステーション衣山店,愛媛県松山市衣山１丁目１８８ パルティフジ衣山,2,shop_id=6409
プレイドーム松山,愛媛県松山市余戸南4丁目 9-40 ,2,shop_id=11771
アミューズメントパークMG東予周布店,愛媛県西条市周布７１５－１ フジ東予別棟,2,shop_id=9113
ソユーフォレストハンター松前店,愛媛県伊予郡松前町筒井850 エミフルMASAKI1階,2,shop_id=1416
アミパラ高知店,高知県南国市篠原194-1 ,2,shop_id=11000
ウェアハウス四万十店,高知県四万十市右山五月町8-13 ,2,shop_id=11204
アミューズメントパークMG 須崎神田店,高知県須崎市神田2500-1 ,2,shop_id=9924
タイトーFステーション野市店,高知県香南市野市町西野2007-1 フジグラン野市,2,shop_id=8698
アミュージアム高知店,高知県高知市介良字長丁乙317-1 ,2,shop_id=526
プラサカプコン高知店,高知県高知市秦南町1丁目4番8号 イオンモール高知東館3階,2,shop_id=1921
ラウンドワン高知,高知県高知市南宝永町4-12 ,4,shop_id=11634
GiGO中間,福岡県中間市上蓮花寺3-1-1 ,4,shop_id=1224
楽市街道くるめ店,福岡県久留米市新合川２－７－１０ 楽市街道くるめ１階,2,shop_id=5698
遊道楽新合川店,福岡県久留米市新合川１－６－７ ,4,shop_id=6240
G-pala小倉店,福岡県北九州市小倉南区上葛原1-14-1 ,4,shop_id=8978
G-stage小倉,福岡県北九州市小倉北区浅野2-14-5 あるあるCity2F ,2,shop_id=12289
PEP 魚町店,福岡県北九州市小倉北区魚町2-4-20 ,2,shop_id=12728
ラウンドワンスタジアム小倉,福岡県北九州市小倉北区西港町15-65 ,4,shop_id=10743
楽市楽座砂津店,福岡県北九州市小倉北区砂津３丁目１－１ チャチャタウン小倉Ｂ棟３階,2,shop_id=3715
ラウンドワン大野城,福岡県大野城市御笠川1-18-16 ,4,shop_id=11652
スペースワン,福岡県小郡市小郡1466-3 ,2,shop_id=12448
プラサカプコン直方店,福岡県直方市湯野原２－１－１ イオン直方２階,2,shop_id=1076
G-pala博多店,福岡県福岡市博多区東光寺町2丁目6-40 ,2,shop_id=9970
G-stage七隈,福岡県福岡市城南区七隈8-4-8 ,2,shop_id=12288
GiGO福岡天神,福岡県福岡市中央区天神2-7-6 DADAビル1-3F,2,shop_id=11688
namcoららぽーと福岡店,福岡県福岡市博多区 那珂 6-23-1 ららぽーと福岡内4F ,8,shop_id=11822
namco博多バスターミナル店,福岡県福岡市博多区博多駅中央街２－１ 博多バスターミナル７階,8,shop_id=1714
タイトーステーション福岡天神店,福岡県福岡市中央区天神２ー６ー３５ サザンクロスビル,6,shop_id=3794
マンガ倉庫 月隈店,福岡県福岡市博多区東月隈3丁目18番1号 ,2,shop_id=12577
ラウンドワンスタジアム博多半道橋店,福岡県福岡市博多区半道橋２丁目２番８号 ラウンドワンスタジアム博多半道橋,2,shop_id=6921
ラウンドワン福岡天神,福岡県福岡市中央区天神2-6-12 ,4,shop_id=11635
楽市楽座福重店,福岡県福岡市西区石丸４－２６３－１ 楽市楽座福重,2,shop_id=8234
楽市街道箱崎店２Ｆ,福岡県福岡市東区箱崎５丁目１番８号 楽市街道箱崎,2,shop_id=5699
楽市楽座行橋店,福岡県行橋市西泉６－１－１ コスタ行橋,2,shop_id=6203
G-Stage飯塚店,福岡県飯塚市枝国680－2 G－stage飯塚,2,shop_id=11171
サープラ新宮あそびタウン,福岡県糟屋郡新宮町美咲3-1-40 新宮ドーム,2,shop_id=9054
最後の5ドル,福岡県糟屋郡粕屋町大字仲原2706 ,6,shop_id=6775
楽市楽座２１０トリアス店,福岡県糟屋郡久山町山田９９０ 楽市楽座２１０トリアス,2,shop_id=3667
ソニックワールド伊万里店,佐賀県伊万里市二里町八谷搦１８９番地３ ソニックワールド伊万里,2,shop_id=11173
namcoモラージュ佐賀店,佐賀県佐賀市巨勢町大字牛島730 モラージュ佐賀 南館1F,4,shop_id=10533
タイトーFステーション モラージュ佐賀店,佐賀県佐賀市巨勢町牛島730 モラージュ佐賀2F,4,shop_id=11855
ラウンドワンスタジアム佐賀店,佐賀県佐賀市兵庫町大字藤木１１１０ ,2,shop_id=6113
楽市楽座３０３佐賀大和店,佐賀県佐賀市大和町尼寺２９６５ イオン佐賀大和,2,shop_id=6197
遊道楽嘉瀬店,佐賀県佐賀市嘉瀬町大字中原２４８８－１ 遊道楽嘉瀬,4,shop_id=6239
GiGO武雄,佐賀県武雄市武雄町富岡12517-1 アクロスプラザ武雄,2,shop_id=6557
アミパラ佐世保店,長崎県佐世保市大塔町１８－１５ アミパラ佐世保,4,shop_id=6529
サープラ佐世保あそびタウン,長崎県佐世保市田原町38-1 ,2,shop_id=11288
モーリーファンタジー大塔店,長崎県佐世保市大塔町１４－２ イオン大塔３階,2,shop_id=3050
ソニックワールド大村店,長崎県大村市古賀島町３８３－１ ソニックワールド大村,2,shop_id=11172
GiGO諫早,長崎県諫早市小川町90-1 ,4,shop_id=6475
G-stage浜町,長崎県長崎市浜町2-26 ,2,shop_id=11195
namcoアミュプラザ長崎新館店,長崎県長崎市尾上町 1番1号アミュプラザ長崎新館4階9401,4,shop_id=12447
G-pala時津店,長崎県西彼杵郡時津町野田郷59 ,2,shop_id=3856
遊道楽時津,長崎県西彼杵郡時津町元村郷863-10 ,2,shop_id=11612
FESTA人吉店,熊本県人吉市宝来町1307番地1 HITOYOSHI-REX,2,shop_id=2018
パスカワールド宇土店,熊本県宇土市善道寺町綾織95 宇土シティモール,2,shop_id=11765
ＦＥＳＴＡ山鹿店,熊本県山鹿市方保田鳥越３４６８－１ ＦＥＳＴＡ山鹿,2,shop_id=3383
namcoWC南熊本店,熊本県熊本市中央区九品寺6丁目9番1 ワンダーシティ南熊本,8,shop_id=1886
サープラ下通りあそびタウン,熊本県熊本市中央区手取本町4-12 ザ・ファインビルB1,2,shop_id=5820
サープラ熊本あそびタウン,熊本県熊本市東区御領8-4-82 ,2,shop_id=10507
スポラ九品寺,熊本県熊本市中央区九品寺5-10-15 ,2,shop_id=11613
ラウンドワン熊本店,熊本県熊本市西区春日7－25－15 ,2,shop_id=6116
サープラ荒尾あそびタウン,熊本県荒尾市原万田700-1 ,2,shop_id=11555
パスカワールドグリーンランド店,熊本県荒尾市本井手1574-54 パスカワールドグリーンランド,4,shop_id=11766
モーリーファンタジー熊本店,熊本県上益城郡嘉島町上島字長池2232 イオン熊本2階,2,shop_id=10256
スポラ菊陽,熊本県菊池郡菊陽町 津久礼駄飼代 2617-2 ,4,shop_id=11614
GiGO中津,大分県中津市沖代町1-2-16 ,2,shop_id=5592
ユーズランド三光店,大分県中津市三光佐知１０３２ イオンモール三光２階,4,shop_id=5564
FESTA佐伯店,大分県佐伯市鶴岡西町2丁目163番地 コスモタウン佐伯内,2,shop_id=1115
タイトーFステーション ゆめタウン別府店,大分県別府市楠町382-6 ゆめタウン別府店内,2,shop_id=1197
GiGO高城,大分県大分市牧1-161-8 セガワールド高城,2,shop_id=1155
タイトーFステーション セントポルタ大分店,大分県大分市中央町2‐1-1 ,2,shop_id=3619
プラサカプコン大分店,大分県大分市公園通り西２－１ イオンパークプレイス大分２階,4,shop_id=127
ラウンドワンスタジアム大分,大分県大分市萩原2-13-17 ,2,shop_id=11657
ＦＥＳＴＡフリーモールわさだ店,大分県大分市木上鉾手２１０２ ＦＥＳＴＡフリーモールわさだ,2,shop_id=2103
G-pala日田,大分県日田市大字友田字荻鶴９８６－１ Ｇ－ｐａｌａ日田,2,shop_id=2561
ラウンドワンスタジアム宮崎店,宮崎県宮崎市中村東3丁目4-60 ,4,shop_id=9977
楽市楽座イオンモール宮崎店,宮崎県宮崎市新別府町江口８６２－１ イオン宮崎２階区画№２３１,2,shop_id=3716
モーリーファンタジー延岡店,宮崎県延岡市旭町２－２－１ イオン延岡２階,2,shop_id=3055
namco日向店,宮崎県日向市大字日知屋14798-1 ハイパーモールメルクス日向店内1F,4,shop_id=1746
サープラ都城あそびタウン,宮崎県都城市上川東4丁目5997-4 ,2,shop_id=1083
マンガ倉庫都城,宮崎県都城市吉尾町840 ,2,shop_id=10502
タイトーFステーション ニシムタ出水店,鹿児島県出水市六月田町347 ,4,shop_id=10896
AmusementcityG-STA,鹿児島県薩摩川内市向田本町49 ,2,shop_id=11736
トレトレ倉庫あそびば川内店,鹿児島県薩摩川内市永利町777 ,2,shop_id=12528
ゲームセンター電撃 ベイサイド店,鹿児島県鹿児島市浜町2番2 ,4,shop_id=12741
サープラ天文館あそびタウン,鹿児島県鹿児島市千日町5-6 ,2,shop_id=10218
サープラ鹿児島あそびタウン,鹿児島県鹿児島市与次郎1-11-1 フレスポジャングルパーク2階,2,shop_id=799
マンガ倉庫鹿児島,鹿児島県鹿児島市小松原1-6-7 ,4,shop_id=8281
モーリーファンタジー鹿児島店,鹿児島県鹿児島市東開町7 イオンモール鹿児島3階,2,shop_id=9725
ラウンドワンスタジアム鹿児島宇宿,鹿児島県鹿児島市宇宿2-2-2 ,4,shop_id=11648
マンガ倉庫鹿屋店,鹿児島県鹿屋市 寿 8-714-2 ,2,shop_id=11250
サープラ鹿屋あそびタウン,鹿児島県肝属郡肝付町富山1008-5 ,2,shop_id=5884
