shop,address,count,shopid
ゲームパニック秋葉原,東京都千代田区外神田1-13-1 ,6,shop_id=11763
タイトーステーション秋葉原店,東京都千代田区外神田４－２－２ 貴三ビル,2,shop_id=6914
東京レジャーランド秋葉原2号店,東京都千代田区外神田４丁目３－３ ミナミビル６階,4,shop_id=6916
東京レジャーランド秋葉原店,東京都千代田区外神田1-9-5 ,10,shop_id=3670
アドアーズ上野アメ横,東京都台東区上野4-9-14 上野KKビルB1-4F,2,shop_id=11740
タイトーステーション上野御徒町店,東京都台東区上野4-6-9 ,4,shop_id=11626
タイトーFステーション オリナス錦糸町店,東京都墨田区太平4―1-2 オリナスモール地下1階,4,shop_id=2092
タイトーステーション錦糸町楽天地店,東京都墨田区江東橋4-27-14 楽天地ビル地下1階,2,shop_id=6435
GiGO大森,東京都大田区山王2-1-5 大森駅ララビル,4,shop_id=3635
GiGO池上,東京都大田区池上6-2-3 松山ビル2F,2,shop_id=12739
シルクハット 蒲田西口,東京都大田区西蒲田7-2-3 第二醍醐ビル地下1階ー2階,6,shop_id=10469
シルクハット大森,東京都大田区山王2-4-1 大森駅前ビル2階,2,shop_id=12360
タイトーステーションBIGFUN平和島店,東京都大田区平和島 1-1-1 BIGFUN平和島3F,2,shop_id=10472
GiGO新宿西口,東京都新宿区西新宿1-12-5 ,4,shop_id=3039
GiGO神楽坂,東京都新宿区神楽坂2-11 第2カグラヒルズ1F,2,shop_id=6432
GiGO高田馬場,東京都新宿区高田馬場 4-7-5 高田馬場グランド東京ビル,4,shop_id=11842
ゲームパニック新宿歌舞伎町,東京都新宿区歌舞伎町1-20-1　 ヒューマックスパビリオン新宿歌舞伎町1F・2F,4,shop_id=11737
タイトーステーション 新宿南口ゲームワールド店,東京都新宿区新宿3－35－8 ワールドビル,4,shop_id=295
タイトーステーション新宿東口店,東京都新宿区新宿3-22-7 指田ビル,2,shop_id=6407
タイトーステーションＢＩＧＢＯＸ高田馬場,東京都新宿区高田馬場１－３５－３ ＢＩＧＢＯＸ６階,2,shop_id=3015
新宿スポーツランド本館,東京都新宿区新宿3-22-12 ,4,shop_id=6429
アピナ荻窪店,東京都杉並区上荻1-13-10 ,4,shop_id=11197
ゲームスタジオキューブ高円寺,東京都杉並区高円寺南4-26-12 福丸ビルB1F ,2,shop_id=12260
GiGO成増,東京都板橋区成増2-17-24 五曠第6ビル,4,shop_id=12610
ゲームサファリ大山,東京都板橋区大山東町 ６０－１０ やすだ大山駅前２Ｆ,2,shop_id=8703
ラウンドワンスタジアム板橋,東京都板橋区相生町16-13 ,2,shop_id=11665
GiGOラパーク瑞江,東京都江戸川区瑞江2-1-2 ドン・キホーテラパーク瑞江4階,2,shop_id=11584
GiGO船堀,東京都江戸川区船堀1-6-11 ,2,shop_id=3657
GiGO西葛西,東京都江戸川区西葛西5-1-14 第一保志ビル,4,shop_id=6431
キャッツアイ西葛西店,東京都江戸川区西葛西4-2-28 サニーモール西葛西3F,2,shop_id=2709
ラウンドワンスタジアム ダイバーシティ東京プラザ店,東京都江東区青海１丁目１番１０号 ダイバーシティ東京６階,4,shop_id=6512
ラウンドワン南砂店,東京都江東区南砂六丁目７番１５号 イオン南砂,4,shop_id=6395
GiGO渋谷宮益坂,東京都渋谷区渋谷1-14-14 ESTビル,6,shop_id=3857
アミューズメントスペースASO:VIBA!,東京都渋谷区恵比寿1-10-5 ,6,shop_id=11788
タイトーステーション渋谷店,東京都渋谷区渋谷1－24－12 渋谷東映プラザB1F,2,shop_id=6434
GiGO自由が丘,東京都目黒区自由が丘2-10-9 クラブセガ自由ヶ丘,2,shop_id=3560
アミュージアムOSC店,東京都練馬区東大泉2-34-1 T・ジョイ大泉2F,2,shop_id=3453
ゲームパーク石神井公園,東京都練馬区石神井町3-17-16 ,2,shop_id=12261
ミラクルイン中村橋,東京都練馬区貫井1-1-2 YKビル2F ,2,shop_id=12262
GiGO立石,東京都葛飾区立石7丁目3番6号 リ・セブン,2,shop_id=12659
アドアーズ新小岩,東京都葛飾区新小岩1-44-4 VORT新小岩ビルB1－3F,4,shop_id=11617
東京レジャーランド亀有店,東京都葛飾区亀有3-21-2 ,4,shop_id=8751
GiGO総本店,東京都豊島区東池袋 1丁目13番6号ロクマルゲート池袋,6,shop_id=12413
namco巣鴨店,東京都豊島区巣鴨1-15-1 ミヤタビルB2F,12,shop_id=1558
namco池袋店,東京都豊島区東池袋1-22-10 ヒューマックスパビリオン池袋サンシャイン60通り1F,6,shop_id=11056
ゲームサファリ池袋,東京都豊島区東池袋1-42-3 やすだ東池袋店2F,2,shop_id=11711
タイトーステーション池袋西口,東京都豊島区西池袋1丁目15番9号 西池ビル,4,shop_id=9638
プラサカプコン池袋店,東京都豊島区東池袋1-30-3 キュープラザ3階 ,2,shop_id=11005
ラウンドワン池袋,東京都豊島区東池袋1-14-1 池袋スクエア内,4,shop_id=11769
GiGO竹の塚,東京都足立区竹の塚6-8-3 ピーくんプラザ,2,shop_id=8514
ウェアハウス保木間,東京都足立区保木間1-1-19 ,4,shop_id=11702
ウェアハウス入谷店,東京都足立区入谷7-8-11 1階 ウェアハウス入谷,4,shop_id=11202
アピナ八王子みなみ野店,東京都八王子市みなみ野1-2-1 アクロスモール3階,2,shop_id=11336
ゲームプラザセントラル八王子,東京都八王子市東町12-15 第五セントラルビル,4,shop_id=11607
シルクハット 八王子,東京都八王子市旭町2-5 八王子ツインタワービル3階,4,shop_id=10026
ドラマ八王子高倉,東京都八王子市高倉町55-4 ,4,shop_id=12733
タイトーステーション 国分寺店,東京都国分寺市本町3-5-11 ,4,shop_id=10192
アミューズメント&ゲーム マグレブ,東京都多摩市落合1-41-1 マグレブWEST1階・2階,4,shop_id=7028
アミューズメントスペース カプセル,東京都多摩市永山1-3-4 ヒューマックスパビリオン永山 1F B1,2,shop_id=2094
ウェアハウス一橋学園店,東京都小平市学園東町一丁目4番39号 平山ビル3F,2,shop_id=11119
GiGO府中,東京都府中市西原町1-6-2 フレスポ府中,2,shop_id=1267
プラサカプコン府中店,東京都府中市宮町1-41-2 ミッテン府中店7階,2,shop_id=11364
ラウンドワン府中本町駅前店,東京都府中市本町１‐１３‐３ カネカビル,4,shop_id=5679
モーリーファンタジー東久留米店,東京都東久留米市南沢５－１７ イオン東久留米３階,2,shop_id=7503
ラウンドワン武蔵村山,東京都武蔵村山市伊奈平3-1-1 ,2,shop_id=11666
タイトーFステーション吉祥寺JOY店,東京都武蔵野市吉祥寺本町1-8-23 河田ビル1F,2,shop_id=11625
プラサカプコン吉祥寺店,東京都武蔵野市吉祥寺本町１－１０－１ いなりやビル１階,2,shop_id=1911
ラウンドワン吉祥寺,東京都武蔵野市吉祥寺本町1-11-22 ,2,shop_id=11637
東京レジャーランド吉祥寺店,東京都武蔵野市吉祥寺本町1-3-7 YSビル地下1階4階,4,shop_id=11836
GiGO町田,東京都町田市原町田6-13-17 アーバンミサワビルB1F,4,shop_id=11681
タイトーステーション町田店,東京都町田市原町田６－２１－２３ 松山ビル１Ｆ,2,shop_id=3879
ラウンドワン町田,東京都町田市森野1-13-14 ,4,shop_id=11631
GiGO福生,東京都福生市福生1076-1 ,2,shop_id=8668
GiGO立川,東京都立川市柴崎町3-2-1 サザンビル1階,4,shop_id=5507
タイトーステーション 立川北口店,東京都立川市曙町2-4-5 ,6,shop_id=10089
GiGO調布,東京都調布市布田4丁目2-4 ,2,shop_id=12737
アドアーズ仙川,東京都調布市仙川町2-21-12 VICビル7 1-3F,2,shop_id=11618
アミューズランドモナコ調布駅前,東京都調布市布田4-2-22 ,2,shop_id=11734
キャロム青梅店,東京都青梅市千ヶ瀬町4-326-1 ,4,shop_id=11782
ドラマ瑞穂店,東京都西多摩郡瑞穂町大字武蔵382-1 ドラマ瑞穂,4,shop_id=5942
ユーズランド日の出店,東京都西多摩郡日の出町平井三吉野桜木５５７番地 イオンモール日の出３階,4,shop_id=2897
GiGO本厚木,神奈川県厚木市中町4-15-9 ,2,shop_id=3628
シルクハット本厚木,神奈川県厚木市中町3-4-22 第二会田ビル2F,2,shop_id=11715
ハローズガーデン厚木店,神奈川県厚木市中町1-5-10 厚木ガーデンシティビル5階,2,shop_id=9621
神奈川レジャーランド厚木店,神奈川県厚木市戸室5-31-1 アツギトレリス2F,4,shop_id=15
タイトーステーション 小田原シティーモール店,神奈川県小田原市前川120 小田原シティーモールクレッセ2F,2,shop_id=3023
タイトーステーション小田原店,神奈川県小田原市栄町１－３－１２ ,2,shop_id=6783
小田原メトロポリス,神奈川県小田原市前川２１９－４ 小田原メトロポリス,2,shop_id=11147
namcoラゾーナ川崎店,神奈川県川崎市幸区堀川町72-1 ラゾーナ川崎4階,2,shop_id=1368
シルクハット 川崎ダイス,神奈川県川崎市川崎区駅前本町8番地 ダイスビル地下2階,8,shop_id=3618
シルクハット 川崎モアーズ,神奈川県川崎市川崎区駅前本町7番地 岡田屋モアーズ1・2階,8,shop_id=8788
タイト―Fステーション川崎ルフロン店,神奈川県川崎市川崎区日進町1-11 川崎ルフロン10F,4,shop_id=11070
タイトーFステーション向ヶ丘遊園,神奈川県川崎市多摩区登戸2718-1 ,2,shop_id=11815
タイトーステーション溝の口店,神奈川県川崎市高津区溝口1-11-8 OKKA634ビル1F,2,shop_id=6616
モーリーファンタジークロスガーデン川崎店,神奈川県川崎市幸区小倉5-19-23 クロスガーデン川崎,2,shop_id=12325
ラウンドワンスタジアム川崎大師,神奈川県川崎市川崎区殿町1-5-1 ,4,shop_id=11668
namcoOSC湘南シティ店,神奈川県平塚市代官町33番地1 OSC湘南シティ,2,shop_id=1553
ラウンドワンららぽーと湘南平塚,神奈川県平塚市天沼10-1 ららぽーと湘南平塚3F,2,shop_id=9676
テクモピア座間店,神奈川県座間市ひばりが丘4-11-48 ,6,shop_id=12445
GiGOセンター南,神奈川県横浜市都筑区茅ケ崎中央3-25 aune港北ビル,4,shop_id=12227
GiGO新杉田,神奈川県横浜市磯子区杉田1丁目1‐1 らびすた新杉田2F,4,shop_id=3752
GiGO綱島,神奈川県横浜市港北区綱島西2-6-29 城田ビル3階,4,shop_id=3939
アカフーアミューズメント ジアス上大岡店,神奈川県横浜市港南区上大岡西2-1-28 赤い風船パーク本館2階,4,shop_id=6918
サープラ横浜あそびタウン,神奈川県横浜市都筑区中川中央1-25―1 ノースポート・モール6階,4,shop_id=359
シルクハット伊勢佐木町,神奈川県横浜市中区伊勢佐木町3-96 日活会館3F,4,shop_id=11716
タイトーステーション戸塚西口店,神奈川県横浜市戸塚区戸塚町４０２３番地 ,4,shop_id=6612
タイトーステーション横浜西口五番街店,神奈川県横浜市西区南幸１－１２－９ タイトーステーション横浜西口五番街,8,shop_id=6441
ドラマ港北インター,神奈川県横浜市都筑区東方町321-6 ,4,shop_id=12735
プラサカプコン磯子店,神奈川県横浜市磯子区磯子１－１－１ マリコム磯子ショッピングセンター２階,2,shop_id=281
ラウンドワン横浜駅西口,神奈川県横浜市西区南幸2-8-16 ,6,shop_id=11628
プラサカプコン横須賀店,神奈川県横須賀市若松町２－３０ モアーズシティ４階ゲームコーナー,4,shop_id=1909
GiGO海老名,神奈川県海老名市中央1-4-31 海老名プラザビル1F,2,shop_id=11682
タイトーステーション海老名ビナウォーク店,神奈川県海老名市中央1ー18-1 ビナウォーク6番館2F,4,shop_id=3581
GiGOアリオ橋本,神奈川県相模原市緑区大山町1-22 アリオ橋本店内2階,2,shop_id=2905
GiGO相模原,神奈川県相模原市中央区中央2-1-5ムトス内 ,4,shop_id=10753
GiGO相模大野,神奈川県相模原市南区相模大野3-13-2 東和ビル2F,2,shop_id=7521
アドアーズ橋本店,神奈川県相模原市緑区橋本3-3-1 SING橋本2階,2,shop_id=2091
アピナ橋本店,神奈川県相模原市緑区西橋本５－１－１ アピナ橋本１階,2,shop_id=8417
タイトーステーション藤沢店,神奈川県藤沢市南藤沢21-1 ,4,shop_id=9609
ドラマ藤沢,神奈川県藤沢市本藤沢5-6-8 ドラマ藤沢,4,shop_id=12736
楽市楽座湘南藤沢店,神奈川県藤沢市辻堂新町４－３－５ ＭｒＭＡＸ湘南藤沢ショッピングセンター２階,2,shop_id=5709
シルクハット 大船,神奈川県鎌倉市大船1-24 大船駅前ビル1階、2階、3階,2,shop_id=8499
メルヘンランド コーナン鎌倉大船店,神奈川県鎌倉市岡本1188番地1 コーナン鎌倉大船店2F,2,shop_id=12703
アピナ上越インター店,新潟県上越市下門前１６６１ アピナ上越インター,4,shop_id=9036
タイトーFステーション上越店,新潟県上越市富岡3524 J-MAXシアター内1F,4,shop_id=8945
上越レジャーランボウル,新潟県上越市下門前薬島827-2 ,2,shop_id=5905
Hapipi Land十日町店,新潟県十日町市高田町6丁目735－1 ,2,shop_id=10144
GiGO万代シティバスセンタービル,新潟県新潟市中央区 万代1丁目6番1号3階,2,shop_id=12605
namco新潟店,新潟県新潟市中央区南笹口1-1-1 ひもろぎビル2階,6,shop_id=5573
カプコサーカス新潟東店,新潟県新潟市東区大形本町３－１－２ イオン新潟東,6,shop_id=11362
タイトーFステーションイオン新潟西店,新潟県新潟市西区小新南２－１－１０ イオン新潟西３Ｆ,4,shop_id=6411
タイトーステーション 新潟ラブラ2店,新潟県新潟市中央区万代1-4-8 ラブラ2 3F,2,shop_id=12669
メジャーロード白根店,新潟県新潟市南区上下諏訪木論地948-2 メジャーロード白根,4,shop_id=6091
メジャーロード黒埼店,新潟県新潟市西区山田3303 メジャーロード黒埼,4,shop_id=6089
モーリーファンタジーf 新潟亀田インター店,新潟県新潟市江南区下早通柳田1丁目1番1号 イオンモール新潟亀田インター2階,2,shop_id=4734
ラウンドワンスタジアム新潟店,新潟県新潟市中央区美咲町２－１－３８ ラウンドワンスタジアム新潟,2,shop_id=5674
タイトーFステーション燕三条店,新潟県燕市井土巻３－１５０ イオン県央１階,4,shop_id=6815
VIVAZONE糸魚川店,新潟県糸魚川市寺島3-2-40 ヴィラオレッタ糸魚川2Fゲームセンター,2,shop_id=5863
メジャーロード見附店,新潟県見附市上新田下野沖516 ,4,shop_id=12711
アピナ長岡店,新潟県長岡市堺東町２２ アピナ長岡,4,shop_id=1494
ゲームセンターテクノポリス,新潟県長岡市要町1-8-50 ,2,shop_id=11134
アピナ富山南店,富山県富山市堀川町355-3 マイプラザ,4,shop_id=6680
アピナ富山新庄店,富山県富山市荒川３－２－１２ アピナ富山新庄,2,shop_id=496
アピナ富山豊田店,富山県富山市豊田町２－１２－６６ アピナ富山豊田,4,shop_id=11353
タイトーステーションファボーレ婦中店,富山県富山市婦中町下轡田１６５－１ フューチャーシティファボーレ２階,2,shop_id=3586
トヤマレジャーランド呉羽店,富山県富山市高木2054 ,2,shop_id=1987
富山レジャーランド掛尾店,富山県富山市掛尾町360-1 ,4,shop_id=12575
富山レジャーランド射水店,富山県射水市小島3724-1 大阪屋ショップアプリオ2階,2,shop_id=11816
モーリーファンタジーとなみ店,富山県砺波市中神一丁目174番地 イオンモールとなみ2階,2,shop_id=10252
ゲームスポット207,富山県高岡市鐘紡町１６５５－３ ゲームスポット２０７,2,shop_id=8880
サービスエリアイン高岡,富山県高岡市下石瀬857-1 ,2,shop_id=11723
ユーズランド高岡店,富山県高岡市下伏間江３８３ イオン高岡南２階,4,shop_id=5666
プレイランドイン黒部,富山県黒部市沓掛645 ゲームコーナー,4,shop_id=12600
バイパスレジャーランド加賀店,石川県加賀市箱宮町ヲ1-1 ,2,shop_id=430
MIRAINOイオンモール白山店,石川県白山市横江町土地区画整理事業施工地区内1街区 イオンモール白山3階3014区画,2,shop_id=11382
アピナ野々市店,石川県野々市市白山町４－１ イオンタウン野々市,2,shop_id=9690
バイパスレジャーランド御経塚店,石川県野々市市御経塚4丁目46 ,2,shop_id=12397
GiGOイオンタウン金沢示野,石川県金沢市示野中町87街区2号 イオンタウン金沢示野,2,shop_id=7313
タイトーステーション金沢,石川県金沢市片町2-1-7 宇都宮片町ビル1F,2,shop_id=11595
バイパスレジャーランド藤江新館,石川県金沢市藤江南2ー105 ,8,shop_id=484
バイパスレジャーランド藤江本館,石川県金沢市藤江南2-41 ,4,shop_id=12252
ラウンドワンスタジアム金沢店,石川県金沢市横川６－１２０－１ ,2,shop_id=6112
ジョイランド敦賀店,福井県敦賀市木崎40-12 ,4,shop_id=5904
GiGO福井,福井県福井市丸山1-410 ,2,shop_id=12327
福井レジャーランドワイプラザ店,福井県福井市新保町北1ー303 ヤスサキワイプラザB棟2階,2,shop_id=2060
福井レジャーランド板垣店,福井県福井市下馬3-101 ,4,shop_id=10106
GiGO武生,福井県越前市新町3字13-4 ,2,shop_id=1796
プレイタウン・パル富士吉田店,山梨県富士吉田市新西原4丁目12-15 ,2,shop_id=12287
ゲームパニック甲府店,山梨県甲府市国母5-20-24 ゲームパニック甲府,4,shop_id=9915
ﾀｲﾄｰFｽﾃｰｼｮﾝﾗｻﾞｳｫｰｸ甲斐双葉店,山梨県甲斐市志田字柿木６１６－１ ラザウォーク甲斐双葉アミューズメント棟１Ｆ,4,shop_id=2489
プラサカプコン甲府店,山梨県中巨摩郡昭和町西条字北河原3717 プラサカプコン甲府,4,shop_id=6037
GiGO上田,長野県上田市大字上田1847-1 ,2,shop_id=3281
アピナ上田,長野県上田市秋和３５９－１ アピナ上田,4,shop_id=8883
アピナ伊那店,長野県伊那市西町５０９３ アピナ伊那,4,shop_id=2298
アピナ佐久インター店,長野県佐久市岩村田北１－１３－１ アピナ佐久インター,4,shop_id=3883
アピナ塩尻店,長野県塩尻市広丘野村１７９４－１ アピナ塩尻,4,shop_id=1226
GiGO豊科,長野県安曇野市豊科南穂高1115 ,2,shop_id=3661
GiGO岡谷,長野県岡谷市塚間町2-1-21 ,2,shop_id=218
アピナ松本店,長野県松本市双葉１９－１０ アピナ松本,6,shop_id=9032
PALO諏訪店,長野県諏訪市沖田町5丁目18 諏訪ステーションパーク,4,shop_id=9545
アピナ長野大橋店,長野県長野市若里７－９－１２ アピナ長野大橋,2,shop_id=8504
アピナ長野川中島店,長野県長野市川中島町御厨957-1 ,4,shop_id=3933
アピナ長野村山店,長野県長野市村山５０２－１ アピナ長野村山,2,shop_id=1447
サープラ長野あそびタウン,長野県長野市権堂町1506番地3 長電権堂第2ビル1階,2,shop_id=11320
ラウンドワンスタジアム長野店,長野県長野市東和田８２７番６ ,2,shop_id=5675
アピナ飯田店,長野県飯田市座光寺３７２７－１ アピナ飯田,4,shop_id=5794
オリエンタルバッティングセンター可児,岐阜県可児市今渡695-1 ,2,shop_id=12190
アピナ各務原店,岐阜県各務原市蘇原花園町2-9-1 ,4,shop_id=11196
ゲームピコ鵜沼店,岐阜県各務原市鵜沼西町 3丁目309イオンタウン各務原鵜沼内,4,shop_id=12356
MIRAINOイオンモール土岐店,岐阜県土岐市土岐津町土岐口1372番1 イオンモール土岐2F,6,shop_id=11992
コミ丸アリババ大垣店,岐阜県大垣市池尻町940-1 ,4,shop_id=9830
大垣メトロポリス,岐阜県大垣市三塚町西沼５２３－１ イオンタウン大垣,2,shop_id=2312
ACグランド茜部店,岐阜県岐阜市茜部大川１－７７ ,4,shop_id=9084
ゲームファンタジアン柳津店,岐阜県岐阜市柳津町上佐波西 3丁目68番地,2,shop_id=12675
モーリーファンタジーf 岐阜店,岐阜県岐阜市正木中1-2-1マーサ21北館 イオン岐阜店3階,2,shop_id=9556
アピナ本巣店,岐阜県本巣市政田字下西浦1986 イオンタウン本巣内,2,shop_id=11331
ラウンドワンモレラ岐阜店,岐阜県本巣市三橋１１００ モレラ岐阜,2,shop_id=5676
岐阜レジャーランド穂積店,岐阜県瑞穂市稲里630番地 ,4,shop_id=984
GiGO高山,岐阜県高山市上岡本町7丁目7 ,2,shop_id=12350
ジョイランド三島,静岡県三島市梅名３０８－６ ,2,shop_id=2523
タイトーFステーションイオンモール富士宮店,静岡県富士宮市浅間町1番8号 イオンモール富士宮ショッピングセンター3階,4,shop_id=6420
モーリーファンタジー富士宮店,静岡県富士宮市浅間町1-8 イオン富士宮2階,2,shop_id=9550
サープラ富士あそびタウン,静岡県富士市永田町2-94 サープラ富士あそびタウン,4,shop_id=555
モーリーファンタジーf 富士南店,静岡県富士市鮫島118－10 イオンタウン富士南2階,2,shop_id=2768
ラウンドワン富士,静岡県富士市八代町4番15号 ,4,shop_id=10746
アップル島田,静岡県島田市宝来町8-5 ,2,shop_id=8256
サープラ島田あそびタウン,静岡県島田市中溝町2531 ,4,shop_id=1139
GiGO掛川,静岡県掛川市細田248 ,4,shop_id=8357
アピナ大須賀店,静岡県掛川市西大渕3359 ロックタウン,2,shop_id=11200
サープラ沼津あそびタウン,静岡県沼津市大手町1-1-5 ,4,shop_id=3000
ジョイランドアミューズ原店,静岡県沼津市原町中2-14-8 1F ,2,shop_id=12478
アピナ浜松店,静岡県浜松市中央区葵西2-27-10 イオンタウン内,2,shop_id=11337
サープラOZ浜松あそびタウン,静岡県浜松市中央区宮竹町322番地の1 ,4,shop_id=7305
タイトーFステーションイオンモール浜松市野店,静岡県浜松市中央区天王町1981-3 イオンモール浜松市野2F,2,shop_id=8731
プラサカプコン志都呂店,静岡県浜松市中央区志都呂2-37-1 イオンモール浜松志都呂3階,2,shop_id=1925
ポート24浜松店,静岡県浜松市中央区坪井町4183 ポート24浜松,4,shop_id=8441
ラウンドワンスタジアム浜松,静岡県浜松市中央区天王町字諏訪1981-17 ,4,shop_id=11633
楽市楽座サンストリート浜北店,静岡県浜松市浜名区平口2861 サンストリート浜北M-207,2,shop_id=1153
アップルグランリバー大井川店,静岡県焼津市下江留1327番地 ,2,shop_id=3840
アピナ焼津店,静岡県焼津市道原585 シートピアYAZ焼津,4,shop_id=11199
サープラ焼津あそびタウン,静岡県焼津市八楠3-18-5 ,4,shop_id=1182
アピナ磐田店,静岡県磐田市西貝塚横須賀道北3690イオンタウン磐田内 ,2,shop_id=9413
GiGO袋井,静岡県袋井市川井1142-1 ,2,shop_id=8717
AMUSEMENT PARK(静岡店),静岡県静岡市葵区柚木191 MARKIS静岡3階,2,shop_id=7550
アップル新北街道店,静岡県静岡市葵区沓谷5-13-4 ,4,shop_id=11781
サープラ静岡あそびタウン,静岡県静岡市葵区伝馬町6番地の1 けやきプラザ3F,4,shop_id=12547
スーパーウェーブ静岡店,静岡県静岡市清水区鳥坂860 フレスポ静岡2F西,4,shop_id=11817
タイトーFステーション静岡店,静岡県静岡市葵区呉服町二丁目５番地４ ふしみや第２ビル,2,shop_id=8967
ラウンドワン静岡・駿河,静岡県静岡市駿河区向手越一丁目10番1号 ,2,shop_id=10636
GiGO サントムーン柿田川,静岡県駿東郡清水町玉川 61-2 サントムーン柿田川2F,4,shop_id=1450
GiGO尾西,愛知県一宮市篭屋3-9-7 アソビックスびさい1階,2,shop_id=3764
GiGOイオンタウン刈谷,愛知県刈谷市東境町京和1 イオンタウン刈谷,2,shop_id=2881
アミューズメントプラザマルシン,愛知県刈谷市池田町4-609 ,2,shop_id=11686
エムズパーク刈谷店,愛知県刈谷市稲場町3-206 ,2,shop_id=11705
ファンタジックランド西春,愛知県北名古屋市鹿田若宮3926番地10号 Yストア西春店5階,6,shop_id=12542
ラウンドワンスタジアム名古屋西春,愛知県北名古屋市宇福寺神明15 ,2,shop_id=11664
楽市街道名古屋店,愛知県北名古屋市中之郷字神明４５－１ 楽市街道名古屋,2,shop_id=11009
ラウンドワンスタジアム半田店,愛知県半田市瑞穂町6丁目7番地の8 ,4,shop_id=9976
半田メトロポリス,愛知県半田市旭町3-11-1 半田コロナワールド,4,shop_id=2096
GiGOマーケットスクエアささしま,愛知県名古屋市中村区平池町4丁目60番地14号 ,2,shop_id=12621
GiGO金山,愛知県名古屋市熱田区金山1-19-2 ,4,shop_id=11680
アピナ名古屋栄店,愛知県名古屋市中区錦 3-17-15 ドン・キホーテ栄本店地下1階ー地下3階,2,shop_id=12760
ゲームパニック大高,愛知県名古屋市緑区大高町忠治山201番地 ,8,shop_id=1048
ゲーム・キング・ジョイ,愛知県名古屋市中区栄3-3-32 ,4,shop_id=11724
コムテックスクウェア,愛知県名古屋市中区金山1-16-8 ,2,shop_id=11729
コムテックタワー,愛知県名古屋市中村区名駅4-10-20 ,4,shop_id=11728
タイトーステーションフェドラ大須店,愛知県名古屋市中区大須3丁目30番地31号 萬松寺駐車場ビル1階,10,shop_id=3100
ファンタジープラザ名古屋店,愛知県名古屋市北区玄馬町２３４－１ ドン・キホーテ名古屋本店２Ｆ,6,shop_id=9325
プラサカプコン徳重店,愛知県名古屋市緑区元徳重1-505 ヒルズウォーク徳重ガーデンズ,2,shop_id=9951
ポート24八事店 2号館,愛知県名古屋市昭和区広路町北石坂 102－4サンハイツ伊藤1階,2,shop_id=12629
モーリーファンタジーf 新瑞橋店,愛知県名古屋市南区菊住1丁目7－10 イオン新瑞橋店3階,2,shop_id=2772
ラウンドワンスタジアム中川1号線,愛知県名古屋市中川区法蔵町2-23 ,4,shop_id=11629
ラウンドワン千種,愛知県名古屋市千種区新栄3-20-17 タイホウ千種駅南ビル8F,2,shop_id=11655
ラウンドワン鳴海,愛知県名古屋市緑区鳴海町字杜若28 ,2,shop_id=11662
名古屋レジャーランド内田橋,愛知県名古屋市南区内田橋2-26-22 トスカビル 2F,4,shop_id=8491
ダイナソア,愛知県大府市東新町3-87-88 ,2,shop_id=12454
GiGO安城,愛知県安城市百石町2-35-13 ,4,shop_id=8595
安城メトロポリス,愛知県安城市浜富町6-8 安城メトロポリス,2,shop_id=278
小牧メトロポリス,愛知県小牧市村中新町33 ,4,shop_id=2081
ADXマミー岡崎,愛知県岡崎市井田新町6-1 ,2,shop_id=11704
GiGO北岡崎,愛知県岡崎市錦町 2番地4,4,shop_id=12674
GiGO岡崎,愛知県岡崎市上地3-50-4 ,4,shop_id=7832
NICOPAウイングタウン岡崎店,愛知県岡崎市羽根町小豆坂3 ウイングタウン2階,2,shop_id=3632
ゲームランド岡崎店,愛知県岡崎市戸崎町外山38-5 イオンモール岡崎,4,shop_id=11358
アミューズファクトリー常滑店,愛知県常滑市りんくう町2丁目20番3 イオンモール常滑2階,2,shop_id=9311
タイトーFステーション弥富,愛知県弥富市五明蒲原1371-4 タイトーステーション弥富,2,shop_id=3335
ソユーゲームフィールド赤池店,愛知県日進市赤池町箕ノ手1番 プライムツリー赤池3階,2,shop_id=12654
GiGO春日井,愛知県春日井市岩野町菅廻間4180 ,4,shop_id=5723
ラウンドワンスタジアムイーアス春日井,愛知県春日井市六軒屋町東丘22 iias春日井　3010区画,2,shop_id=11675
アミューズメントプラザワイド,愛知県東海市名和町二番割上16-2 ,2,shop_id=11687
ゲームアルカナ,愛知県稲沢市朝府町2-33 ,4,shop_id=11726
プラサカプコン稲沢店,愛知県稲沢市長野7丁目1-2 リーフウォーク稲沢2階,2,shop_id=5650
MIRAINOイオンモール豊川,愛知県豊川市白鳥町兎足1-16 イオンモール豊川3F ,4,shop_id=12318
豊川メトロポリス,愛知県豊川市下長山町上アライ１４－１ 豊川コロナワールド,6,shop_id=2517
GiGO豊橋飯村,愛知県豊橋市飯村町西山25-121 ,4,shop_id=8716
アピナ豊橋店,愛知県豊橋市藤沢町141 メガ・ドン・キホーテ豊橋店アミューズメント1階,2,shop_id=11566
モーリーファンタジー豊橋南店,愛知県豊橋市野依町字落合１－１２ イオン豊橋南２階,2,shop_id=2252
ラウンドワンスタジアム豊橋,愛知県豊橋市大岩町字岩田27番地-2 ,4,shop_id=10747
GiGO豊田,愛知県豊田市深田町1-65-1 ,4,shop_id=3627
MsPARK豊田店,愛知県豊田市寿町３－１０ ,4,shop_id=5752
ゲームファンタジアン長久手,愛知県長久手市武蔵塚 705,4,shop_id=12676
ユーズランド東浦店,愛知県知多郡東浦町大字緒川字旭13-2 イオンモール東浦2階,4,shop_id=5541
